0.244,61.0,N
0.556,200.0,N
0.632,358.0,N
0.904,584.0,N
0.58,729.0,N
0.576,873.0,N
0.956,1112.0,N
0.592,1260.0,N
0.596,1409.0,N
0.936,1643.0,N
0.848,1855.0,N
0.868,2072.0,N
0.808,2274.0,N
0.828,2481.0,N
0.824,2687.0,N
0.548,2824.0,N
0.54,2959.0,N
0.524,3090.0,N
0.376,3184.0,N
0.5,3309.0,N
0.468,3426.0,N
0.88,3646.0,N
0.896,3870.0,N
0.536,4004.0,N
0.584,4150.0,N
0.996,4399.0,N
0.556,4538.0,N
0.612,4691.0,N
0.936,4925.0,N
0.868,5142.0,N
0.884,5363.0,N
0.86,5578.0,N
0.82,5783.0,N
0.836,5992.0,N
0.564,6133.0,N
0.556,6272.0,N
0.492,6395.0,N
0.376,6489.0,N
0.48,6609.0,N
0.416,6713.0,N
0.38,6808.0,N
0.46,6923.0,N
0.388,7020.0,N
0.664,7186.0,N
0.492,7309.0,N
0.296,7383.0,N
0.492,7506.0,N
0.436,7615.0,N
0.332,7698.0,N
0.352,7786.0,N
0.488,7908.0,N
0.596,8057.0,N
0.4,8157.0,N
0.564,8298.0,N
0.988,8545.0,N
0.884,8766.0,N
0.852,8979.0,N
0.528,9111.0,N
1.148,9398.0,N
0.584,9544.0,N
1.116,9823.0,N
0.576,9967.0,N
0.528,10099.0,N
0.932,10332.0,N
0.58,10477.0,N
0.72,10657.0,N
0.936,10891.0,N
0.58,11036.0,N
0.592,11184.0,N
0.924,11415.0,N
0.912,11643.0,N
0.808,11845.0,N
0.836,12054.0,N
0.832,12262.0,N
0.864,12478.0,N
0.8,12678.0,N
0.832,12886.0,N
0.816,13090.0,N
0.816,13294.0,N
0.828,13501.0,N
0.824,13707.0,N
0.828,13914.0,N
0.816,14118.0,N
0.856,14332.0,N
0.8,14532.0,N
0.824,14738.0,N
0.82,14943.0,N
0.82,15148.0,N
0.556,15287.0,N
0.516,15416.0,N
0.524,15547.0,N
0.48,15667.0,N
0.448,15779.0,N
0.532,15912.0,N
0.576,16056.0,N
0.432,16164.0,N
0.504,16290.0,N
0.976,16534.0,N
0.564,16675.0,N
0.768,16867.0,N
0.948,17104.0,N
0.536,17238.0,N
0.664,17404.0,N
0.96,17644.0,N
0.54,17779.0,N
0.552,17917.0,N
0.92,18147.0,N
0.548,18284.0,N
0.552,18422.0,N
0.476,18541.0,N
0.428,18648.0,N
0.756,18837.0,N
0.98,19082.0,N
0.552,19220.0,N
0.78,19415.0,N
0.948,19652.0,N
0.54,19787.0,N
0.76,19977.0,N
0.956,20216.0,N
0.544,20352.0,N
0.612,20505.0,N
0.968,20747.0,N
0.556,20886.0,N
0.528,21018.0,N
0.58,21163.0,N
0.5,21288.0,N
0.428,21395.0,N
0.436,21504.0,N
0.604,21655.0,N
0.988,21902.0,N
0.564,22043.0,N
0.596,22192.0,N
0.972,22435.0,N
0.876,22654.0,N
0.876,22873.0,N
0.868,23090.0,N
0.868,23307.0,N
0.848,23519.0,N
0.536,23653.0,N
0.548,23790.0,N
0.488,23912.0,N
0.408,24014.0,N
0.46,24129.0,N
0.564,24270.0,N
0.464,24386.0,N
0.356,24475.0,N
0.556,24614.0,N
0.432,24722.0,N
0.376,24816.0,N
0.44,24926.0,N
0.4,25026.0,N
0.56,25166.0,N
0.468,25283.0,N
0.32,25363.0,N
0.236,25422.0,N
0.692,25595.0,N
0.964,25836.0,N
0.536,25970.0,N
1.184,26266.0,N
0.544,26402.0,N
0.56,26542.0,N
0.952,26780.0,N
1.152,27068.0,N
0.968,27310.0,N
0.552,27448.0,N
0.612,27601.0,N
0.952,27839.0,N
0.552,27977.0,N
0.616,28131.0,N
0.936,28365.0,N
0.552,28503.0,N
0.604,28654.0,N
0.936,28888.0,N
0.556,29027.0,N
0.616,29181.0,N
0.94,29416.0,N
0.836,29625.0,N
0.836,29834.0,N
0.82,30039.0,N
0.532,30172.0,N
0.576,30316.0,N
0.94,30551.0,N
0.552,30689.0,N
0.66,30854.0,N
0.932,31087.0,N
0.544,31223.0,N
0.672,31391.0,N
0.932,31624.0,N
0.832,31832.0,N
0.528,31964.0,N
0.636,32123.0,N
0.924,32354.0,N
0.552,32492.0,N
0.532,32625.0,N
1.216,32929.0,N
0.96,33169.0,N
0.544,33305.0,N
0.76,33495.0,N
0.948,33732.0,N
0.556,33871.0,N
0.872,34089.0,N
1.108,34366.0,N
0.944,34602.0,N
0.56,34742.0,N
0.552,34880.0,N
0.544,35016.0,N
0.44,35126.0,N
0.352,35214.0,N
0.368,35306.0,N
0.832,35514.0,N
0.984,35760.0,N
0.548,35897.0,N
0.672,36065.0,N
0.948,36302.0,N
0.536,36436.0,N
0.572,36579.0,N
0.596,36728.0,N
0.476,36847.0,N
1.148,37134.0,N
0.612,37287.0,N
0.5,37412.0,N
0.564,37553.0,N
0.416,37657.0,N
0.392,37755.0,N
0.544,37891.0,N
0.816,38095.0,N
0.896,38319.0,N
0.572,38462.0,N
0.568,38604.0,N
0.46,38719.0,N
0.352,38807.0,N
0.5,38932.0,N
0.608,39084.0,N
0.492,39207.0,N
0.484,39328.0,N
1.18,39623.0,N
0.928,39855.0,N
0.532,39988.0,N
0.616,40142.0,N
0.944,40378.0,N
0.544,40514.0,N
0.56,40654.0,N
1.184,40950.0,N
0.944,41186.0,N
0.536,41320.0,N
0.556,41459.0,N
1.212,41762.0,N
0.956,42001.0,N
0.536,42135.0,N
0.576,42279.0,N
1.0,42529.0,N
0.524,42660.0,N
0.648,42822.0,N
0.512,42950.0,N
0.676,43119.0,N
0.508,43246.0,N
0.612,43399.0,N
0.912,43627.0,N
0.86,43842.0,N
0.528,43974.0,N
0.568,44116.0,N
0.496,44240.0,N
0.416,44344.0,N
0.908,44571.0,N
0.808,44773.0,N
0.476,44892.0,N
0.448,45004.0,N
0.404,45105.0,N
0.392,45203.0,N
0.428,45310.0,N
0.396,45409.0,N
0.408,45511.0,N
0.384,45607.0,N
0.32,45687.0,N
0.488,45809.0,N
0.48,45929.0,N
0.5,46054.0,N
0.488,46176.0,N
0.484,46297.0,N
0.48,46417.0,N
0.484,46538.0,N
0.484,46659.0,N
0.484,46780.0,N
0.468,46897.0,N
0.476,47016.0,N
0.408,47118.0,N
0.528,47250.0,N
0.524,47381.0,N
0.456,47495.0,N
0.46,47610.0,N
0.364,47701.0,N
0.336,47785.0,N
0.404,47886.0,N
0.34,47971.0,N
0.472,48089.0,N
0.444,48200.0,N
0.368,48292.0,N
0.344,48378.0,N
0.592,48526.0,N
0.988,48773.0,N
0.868,48990.0,N
0.856,49204.0,N
0.84,49414.0,N
0.836,49623.0,N
0.82,49828.0,N
0.828,50035.0,N
0.824,50241.0,N
0.78,50436.0,N
0.844,50647.0,N
0.824,50853.0,N
0.808,51055.0,N
0.78,51250.0,N
0.812,51453.0,N
0.836,51662.0,N
0.812,51865.0,N
0.812,52068.0,N
0.804,52269.0,N
0.772,52462.0,N
0.84,52672.0,N
0.808,52874.0,N
0.816,53078.0,N
0.772,53271.0,N
0.836,53480.0,N
0.812,53683.0,N
0.812,53886.0,N
0.768,54078.0,N
0.844,54289.0,N
0.772,54482.0,N
0.84,54692.0,N
0.812,54895.0,N
0.8,55095.0,N
0.772,55288.0,N
0.848,55500.0,N
0.768,55692.0,N
0.56,55832.0,N
0.792,56030.0,N
0.532,56163.0,N
0.62,56318.0,N
0.92,56548.0,N
0.54,56683.0,N
0.58,56828.0,N
0.88,57048.0,N
0.868,57265.0,N
0.516,57394.0,N
0.544,57530.0,N
0.468,57647.0,N
0.412,57750.0,N
0.428,57857.0,N
0.444,57968.0,N
0.428,58075.0,N
0.348,58162.0,N
0.508,58289.0,N
0.532,58422.0,N
0.368,58514.0,N
0.332,58597.0,N
0.408,58699.0,N
0.448,58811.0,N
0.496,58935.0,N
0.452,59048.0,N
0.364,59139.0,N
0.308,59216.0,N
0.472,59334.0,N
0.404,59435.0,N
0.424,59541.0,N
0.464,59657.0,N
0.356,59746.0,N
0.432,59854.0,N
0.976,60098.0,N
0.964,60339.0,N
0.524,60470.0,N
0.58,60615.0,N
0.496,60739.0,N
1.096,61013.0,N
0.904,61239.0,N
0.52,61369.0,N
0.58,61514.0,N
1.056,61778.0,N
0.512,61906.0,N
0.84,62116.0,N
0.548,62253.0,N
0.64,62413.0,N
0.94,62648.0,N
0.528,62780.0,N
0.54,62915.0,N
0.516,63044.0,N
0.428,63151.0,N
0.34,63236.0,N
0.432,63344.0,N
0.416,63448.0,N
0.444,63559.0,N
0.504,63685.0,N
0.404,63786.0,N
0.312,63864.0,N
0.416,63968.0,N
0.428,64075.0,N
0.48,64195.0,N
1.368,64537.0,N
0.872,64755.0,N
0.508,64882.0,N
0.616,65036.0,N
0.94,65271.0,N
1.16,65561.0,N
0.948,65798.0,N
1.208,66100.0,N
0.928,66332.0,N
1.152,66620.0,N
0.924,66851.0,N
0.836,67060.0,N
0.516,67189.0,N
0.62,67344.0,N
0.928,67576.0,N
0.548,67713.0,N
0.648,67875.0,N
0.924,68106.0,N
0.524,68237.0,N
0.772,68430.0,N
0.532,68563.0,N
0.764,68754.0,N
0.544,68890.0,N
0.832,69098.0,N
0.54,69233.0,N
0.86,69448.0,N
0.528,69580.0,N
0.816,69784.0,N
0.576,69928.0,N
0.584,70074.0,N
0.852,70287.0,N
0.532,70420.0,N
0.672,70588.0,N
0.508,70715.0,N
0.66,70880.0,N
0.92,71110.0,N
0.548,71247.0,N
0.664,71413.0,N
0.908,71640.0,N
0.54,71775.0,N
0.596,71924.0,N
0.92,72154.0,N
0.556,72293.0,N
0.688,72465.0,N
0.9,72690.0,N
0.544,72826.0,N
0.624,72982.0,N
0.496,73106.0,N
0.752,73294.0,N
1.232,73602.0,N
0.508,73729.0,N
0.776,73923.0,N
0.524,74054.0,N
0.852,74267.0,N
1.152,74555.0,N
0.492,74678.0,N
0.76,74868.0,N
0.52,74998.0,N
0.652,75161.0,N
0.504,75287.0,N
0.772,75480.0,N
0.524,75611.0,N
0.66,75776.0,N
0.508,75903.0,N
0.88,76123.0,N
1.18,76418.0,N
0.52,76548.0,N
0.744,76734.0,N
0.52,76864.0,N
0.876,77083.0,N
1.172,77376.0,N
0.836,77585.0,N
0.504,77711.0,N
0.452,77824.0,N
0.72,78004.0,N
0.968,78246.0,N
0.544,78382.0,N
0.676,78551.0,N
0.512,78679.0,N
0.876,78898.0,N
1.204,79199.0,N
0.516,79328.0,N
0.776,79522.0,N
0.528,79654.0,N
0.544,79790.0,N
0.476,79909.0,N
0.972,80152.0,N
0.484,80273.0,N
0.496,80397.0,N
0.448,80509.0,N
0.572,80652.0,N
0.484,80773.0,N
0.524,80904.0,N
0.472,81022.0,N
0.376,81116.0,N
0.408,81218.0,N
0.388,81315.0,N
0.576,81459.0,N
0.48,81579.0,N
0.348,81666.0,N
0.788,81863.0,N
0.508,81990.0,N
1.152,82278.0,N
0.544,82414.0,N
0.576,82558.0,N
0.468,82675.0,N
0.716,82854.0,N
0.956,83093.0,N
0.532,83226.0,N
0.656,83390.0,N
0.932,83623.0,N
0.536,83757.0,N
0.616,83911.0,N
0.5,84036.0,N
0.76,84226.0,N
1.168,84518.0,N
0.504,84644.0,N
0.756,84833.0,N
0.516,84962.0,N
0.608,85114.0,N
0.492,85237.0,N
0.812,85440.0,N
0.532,85573.0,N
0.788,85770.0,N
1.252,86083.0,N
0.524,86214.0,N
0.664,86380.0,N
0.5,86505.0,N
0.768,86697.0,N
0.532,86830.0,N
0.792,87028.0,N
0.536,87162.0,N
0.6,87312.0,N
0.92,87542.0,N
0.824,87748.0,N
0.816,87952.0,N
0.816,88156.0,N
0.8,88356.0,N
0.808,88558.0,N
0.768,88750.0,N
0.792,88948.0,N
0.796,89147.0,N
0.8,89347.0,N
0.528,89479.0,N
0.72,89659.0,N
0.56,89799.0,N
0.596,89948.0,N
0.48,90068.0,N
0.32,90148.0,N
0.784,90344.0,N
0.908,90571.0,N
0.804,90772.0,N
0.804,90973.0,N
0.796,91172.0,N
0.816,91376.0,N
0.808,91578.0,N
0.792,91776.0,N
0.776,91970.0,N
0.808,92172.0,N
0.796,92371.0,N
0.788,92568.0,N
0.524,92699.0,N
0.712,92877.0,N
0.528,93009.0,N
0.736,93193.0,N
0.836,93402.0,N
0.816,93606.0,N
0.808,93808.0,N
0.796,94007.0,N
0.788,94204.0,N
0.792,94402.0,N
0.792,94600.0,N
0.788,94797.0,N
0.52,94927.0,N
0.736,95111.0,N
0.872,95329.0,N
0.792,95527.0,N
0.792,95725.0,N
0.812,95928.0,N
0.784,96124.0,N
0.784,96320.0,N
0.8,96520.0,N
0.792,96718.0,N
0.784,96914.0,N
0.796,97113.0,N
0.784,97309.0,N
0.82,97514.0,N
0.796,97713.0,N
0.788,97910.0,N
0.492,98033.0,N
0.652,98196.0,N
0.54,98331.0,N
0.7,98506.0,N
0.56,98646.0,N
0.668,98813.0,N
0.54,98948.0,N
0.788,99145.0,N
0.572,99288.0,N
0.74,99473.0,N
0.848,99685.0,N
0.796,99884.0,N
0.784,100080.0,N
0.8,100280.0,N
0.796,100479.0,N
0.78,100674.0,N
0.78,100869.0,N
0.528,101001.0,N
0.684,101172.0,N
0.548,101309.0,N
0.664,101475.0,N
0.552,101613.0,N
0.772,101806.0,N
0.56,101946.0,N
0.712,102124.0,N
0.52,102254.0,N
1.032,102512.0,N
0.58,102657.0,B
0.552,102795.0,B
0.492,102918.0,B
0.416,103022.0,B
0.396,103121.0,B
0.436,103230.0,B
0.532,103363.0,B
0.568,103505.0,B
0.424,103611.0,B
0.296,103685.0,B
0.384,103781.0,B
0.328,103863.0,B
0.364,103954.0,B
0.388,104051.0,B
0.36,104141.0,B
0.296,104215.0,B
0.34,104300.0,B
0.376,104394.0,B
0.364,104485.0,B
0.372,104578.0,B
0.492,104701.0,B
0.428,104808.0,B
0.572,104951.0,B
0.448,105063.0,B
0.632,105221.0,B
0.472,105339.0,B
0.464,105455.0,B
0.42,105560.0,B
0.392,105658.0,B
0.4,105758.0,B
0.484,105879.0,B
0.428,105986.0,B
0.316,106065.0,B
0.652,106228.0,B
0.508,106355.0,B
