0	0.117	35
35	0.730	254
254	0.820	500
500	0.823	747
747	0.683	952
952	0.740	1174
1174	0.747	1398
1398	0.803	1639
1639	0.697	1848
1848	0.730	2067
2067	0.717	2282
2282	0.753	2508
2508	0.807	2750
2750	0.710	2963
2963	0.740	3185
3185	0.760	3413
3413	0.847	3667
3667	0.840	3919
3919	0.723	4136
4136	0.717	4351
4351	0.713	4565
4565	0.793	4803
4803	0.773	5035
5035	0.740	5257
5257	0.770	5488
5488	0.777	5721
5721	0.790	5958
5958	0.743	6181
6181	0.723	6398
6398	0.873	6660
6660	0.843	6913
6913	0.817	7158
7158	0.833	7408
7408	0.817	7653
7653	0.733	7873
7873	0.763	8102
8102	0.870	8363
8363	0.787	8599
8599	0.740	8821
