0	0.697	209
209	0.903	480
480	0.960	768
768	0.900	1038
1038	0.933	1318
1318	0.877	1581
1581	0.893	1849
1849	0.900	2119
2119	0.910	2392
2392	0.887	2658
2658	0.850	2913
2913	0.867	3173
3173	0.887	3439
3439	0.883	3704
3704	0.900	3974
3974	0.923	4251
4251	0.960	4539
4539	0.990	4836
4836	0.957	5123
5123	0.940	5405
5405	0.930	5684
5684	0.937	5965
5965	0.947	6249
6249	0.943	6532
6532	0.967	6822
6822	0.983	7117
7117	0.993	7415
7415	1.027	7723
7723	1.050	8038
8038	1.063	8357
8357	1.023	8664
8664	0.947	8948
