0	-0.027	-7
-7	0.707	205
205	0.987	501
501	0.957	788
788	0.957	1075
1075	0.960	1363
1363	0.870	1624
1624	0.997	1923
1923	0.950	2208
2208	0.947	2492
2492	0.910	2765
2765	0.893	3033
3033	0.850	3288
3288	0.970	3579
3579	0.983	3874
3874	0.957	4161
4161	0.850	4416
4416	1.013	4720
4720	0.953	5006
5006	0.943	5289
5289	0.857	5546
5546	0.973	5838
5838	0.933	6118
6118	0.870	6379
6379	0.963	6668
6668	0.940	6950
6950	0.917	7225
7225	0.853	7481
7481	0.953	7767
7767	0.940	8049
8049	0.857	8306
8306	0.983	8601
8601	0.940	8883
