0	-0.023	-6
-6	0.260	72
72	0.363	181
181	0.243	254
254	0.957	541
541	0.510	694
694	0.307	786
786	0.343	889
889	0.627	1077
1077	0.830	1326
1326	0.853	1582
1582	0.900	1852
1852	1.010	2155
2155	0.810	2398
2398	1.030	2707
2707	0.857	2964
2964	0.997	3263
3263	0.870	3524
3524	0.953	3810
3810	0.990	4107
4107	0.957	4394
4394	0.813	4638
4638	0.900	4908
4908	1.047	5222
5222	0.833	5472
5472	1.030	5781
5781	0.893	6049
6049	0.850	6304
6304	1.027	6612
6612	0.930	6891
6891	0.820	7137
7137	1.000	7437
7437	0.923	7714
7714	0.867	7974
7974	0.967	8264
8264	0.923	8541
8541	0.920	8817
