,0
0,-93
1,-109
2,-123
3,-130
4,-136
5,-142
6,-150
7,-156
8,-156
9,-146
10,-135
11,-130
12,-126
13,-123
14,-121
15,-119
16,-116
17,-112
18,-109
19,-107
20,-104
21,-102
22,-99
23,-97
24,-95
25,-94
26,-94
27,-93
28,-93
29,-92
30,-91
31,-90
32,-88
33,-85
34,-82
35,-77
36,-71
37,-65
38,-58
39,-49
40,-38
41,-27
42,-17
43,-7
44,1
45,9
46,14
47,16
48,19
49,21
50,23
51,24
52,25
53,25
54,24
55,24
56,24
57,26
58,27
59,28
60,30
61,33
62,37
63,41
64,46
65,51
66,57
67,64
68,72
69,89
70,104
71,112
72,119
73,125
74,130
75,135
76,140
77,145
78,150
79,154
80,157
81,159
82,161
83,162
84,165
85,167
86,170
87,173
88,176
89,178
90,181
91,184
92,186
93,186
94,182
95,175
96,166
97,158
98,150
99,142
100,132
101,121
102,111
103,104
104,100
105,97
106,94
107,90
108,84
109,79
110,74
111,65
112,53
113,39
114,26
115,10
116,-2
117,-7
118,-3
119,5
120,21
121,66
122,144
123,244
124,367
125,508
126,659
127,797
128,879
129,881
130,806
131,630
132,427
133,246
134,120
135,66
136,43
137,18
138,-12
139,-51
140,-82
141,-106
142,-129
143,-146
144,-160
145,-170
146,-169
147,-153
148,-133
149,-120
150,-107
151,-96
152,-86
153,-81
154,-80
155,-79
156,-79
157,-79
158,-79
159,-78
160,-78
161,-79
162,-79
163,-79
164,-80
165,-80
166,-79
167,-78
168,-75
169,-71
170,-66
171,-60
172,-54
173,-47
174,-38
175,-21
176,-4
177,6
178,16
179,31
180,51
181,75
182,96
183,113
184,131
185,151
186,170
187,190
188,204
189,213
190,218
191,223
192,226
193,229
194,231
195,233
196,234
197,234
198,232
199,229
200,225
201,219
202,210
203,199
204,176
205,138
206,105
207,73
208,42
209,9
210,-24
211,-63
212,-92
213,-109
214,-119
215,-125
216,-128
217,-131
218,-133
219,-136
220,-138
221,-140
222,-141
223,-143
224,-145
225,-148
226,-150
227,-152
228,-153
229,-153
230,-153
231,-153
232,-154
233,-156
234,-158
235,-159
236,-162
237,-165
238,-168
239,-171
240,-173
241,-174
242,-174
243,-174
244,-173
245,-172
246,-169
247,-164
248,-158
249,-151
250,-145
251,-139
252,-132
253,-125
254,-110
255,-98
256,-92
257,-89
258,-86
259,-83
260,-80
261,-78
262,-78
263,-84
264,-91
265,-98
266,-102
267,-105
268,-109
269,-113
270,-116
271,-119
272,-121
273,-123
274,-125
275,-126
276,-127
277,-126
278,-123
279,-120
280,-116
281,-112
282,-108
283,-103
284,-98
285,-94
286,-91
287,-88
288,-86
289,-83
290,-81
291,-78
292,-75
293,-73
294,-71
295,-68
296,-65
297,-61
298,-58
299,-54
300,-50
301,-46
302,-42
303,-38
304,-32
305,-26
306,-20
307,-15
308,-7
309,2
310,11
311,20
312,27
313,34
314,39
315,42
316,46
317,50
318,54
319,58
320,63
321,69
322,75
323,77
324,76
325,71
326,62
327,51
328,39
329,25
330,6
331,-10
332,-19
333,-26
334,-31
335,-35
336,-39
337,-43
338,-44
339,-45
340,-44
341,-41
342,-36
343,-31
344,-23
345,-14
346,1
347,10
348,0
349,-20
350,-38
351,-59
352,-69
353,-62
354,-45
355,1
356,124
357,297
358,515
359,737
360,915
361,992
362,987
363,884
364,677
365,424
366,194
367,25
368,-20
369,-31
370,-40
371,-46
372,-50
373,-54
374,-56
375,-57
376,-56
377,-54
378,-50
379,-46
380,-38
381,-31
382,-23
383,-17
384,-12
385,-8
386,-5
387,-3
388,-2
389,0
390,2
391,4
392,7
393,10
394,13
395,15
396,18
397,21
398,23
399,26
400,29
401,33
402,38
403,43
404,49
405,59
406,84
407,100
408,108
409,113
410,116
411,119
412,122
413,127
414,132
415,139
416,147
417,156
418,169
419,194
420,244
421,285
422,315
423,340
424,358
425,372
426,381
427,381
428,368
429,350
430,336
431,321
432,307
433,295
434,286
435,276
436,261
437,239
438,212
439,184
440,156
441,126
442,86
443,33
444,-7
445,-31
446,-46
447,-54
448,-60
449,-64
450,-67
451,-71
452,-74
453,-77
454,-80
455,-83
456,-88
457,-93
458,-98
459,-104
460,-109
461,-113
462,-118
463,-122
464,-127
465,-131
466,-134
467,-136
468,-135
469,-133
470,-130
471,-126
472,-122
473,-118
474,-115
475,-112
476,-110
477,-108
478,-105
479,-103
480,-100
481,-97
482,-94
483,-92
484,-90
485,-89
486,-89
487,-89
488,-91
489,-94
490,-97
491,-100
492,-103
493,-106
494,-109
495,-112
496,-115
497,-117
498,-118
499,-119
500,-123
501,-127
502,-131
503,-134
504,-135
505,-132
506,-125
507,-117
508,-109
509,-100
510,-89
511,-71
512,-57
513,-49
514,-44
515,-39
516,-36
517,-32
518,-30
519,-29
520,-35
521,-44
522,-53
523,-59
524,-65
525,-71
526,-76
527,-81
528,-85
529,-88
530,-88
531,-86
532,-83
533,-77
534,-71
535,-64
536,-55
537,-41
538,-16
539,1
540,12
541,19
542,25
543,29
544,31
545,31
546,26
547,18
548,8
549,0
550,-9
551,-20
552,-31
553,-42
554,-52
555,-62
556,-70
557,-77
558,-85
559,-92
560,-98
561,-101
562,-101
563,-96
564,-90
565,-82
566,-75
567,-69
568,-62
569,-56
570,-49
571,-42
572,-36
573,-31
574,-27
575,-23
576,-18
577,-10
578,21
579,83
580,173
581,296
582,451
583,621
584,772
585,849
586,848
587,763
588,578
589,345
590,112
591,-60
592,-96
593,-109
594,-84
