,0
0,-33
1,-33
2,-33
3,-33
4,-33
5,-33
6,-33
7,-33
8,-33
9,-33
10,-33
11,-32
12,-31
13,-31
14,-30
15,-29
16,-29
17,-28
18,-27
19,-26
20,-25
21,-24
22,-23
23,-18
24,-15
25,-19
26,-27
27,-34
28,-40
29,-46
30,-51
31,-55
32,-58
33,-60
34,-63
35,-65
36,-66
37,-67
38,-68
39,-68
40,-68
41,-67
42,-66
43,-64
44,-61
45,-59
46,-56
47,-53
48,-50
49,-43
50,-37
51,-33
52,-29
53,-26
54,-22
55,-20
56,-18
57,-18
58,-20
59,-24
60,-29
61,-36
62,-47
63,-57
64,-68
65,-78
66,-87
67,-97
68,-106
69,-121
70,-130
71,-135
72,-139
73,-142
74,-145
75,-148
76,-151
77,-153
78,-154
79,-156
80,-158
81,-161
82,-168
83,-184
84,-198
85,-206
86,-205
87,-185
88,-132
89,-27
90,128
91,319
92,511
93,647
94,684
95,604
96,424
97,187
98,-29
99,-170
100,-209
101,-206
102,-183
103,-169
104,-169
105,-177
106,-185
107,-193
108,-192
109,-181
110,-171
111,-161
112,-155
113,-157
114,-160
115,-163
116,-166
117,-169
118,-169
119,-167
120,-161
121,-153
122,-139
123,-124
124,-116
125,-112
126,-105
127,-97
128,-84
129,-67
130,-60
131,-56
132,-54
133,-52
134,-51
135,-50
136,-48
137,-46
138,-44
139,-41
140,-39
141,-37
142,-34
143,-29
144,-21
145,-12
146,-4
147,8
148,28
149,45
150,58
151,67
152,76
153,85
154,96
155,112
156,130
157,142
158,149
159,154
160,159
161,163
162,169
163,168
164,160
165,148
166,133
167,122
168,115
169,108
170,102
171,93
172,79
173,63
174,47
175,33
176,22
177,6
178,-4
179,-11
180,-16
181,-21
182,-25
183,-28
184,-30
185,-33
186,-36
187,-41
188,-44
189,-47
190,-47
191,-45
192,-42
193,-39
194,-36
195,-33
196,-30
197,-28
198,-28
199,-30
200,-32
201,-35
202,-39
203,-44
204,-47
205,-42
206,-34
207,-25
208,-17
209,-9
210,-1
211,4
212,11
213,16
214,17
215,13
216,9
217,6
218,4
219,2
220,0
221,-1
222,-3
223,-4
224,-5
225,-5
226,-5
227,-5
228,-4
229,-3
230,-2
