,0
0,32
1,19
2,6
3,2
4,0
5,-3
6,-5
7,-6
8,-7
9,-7
10,-6
11,-5
12,-4
13,-3
14,0
15,1
16,-1
17,-7
18,-10
19,-14
20,-16
21,-19
22,-20
23,-22
24,-23
25,-24
26,-24
27,-23
28,-21
29,-19
30,-15
31,-11
32,-5
33,5
34,26
35,55
36,94
37,144
38,199
39,259
40,327
41,404
42,486
43,570
44,636
45,645
46,626
47,536
48,410
49,267
50,126
51,9
52,-70
53,-101
54,-111
55,-117
56,-120
57,-120
58,-115
59,-107
60,-98
61,-90
62,-82
63,-74
64,-68
65,-64
66,-61
67,-58
68,-56
69,-53
70,-49
71,-47
72,-45
73,-46
74,-49
75,-53
76,-57
77,-61
78,-67
79,-72
80,-74
81,-72
82,-66
83,-60
84,-56
85,-52
86,-47
87,-43
88,-41
89,-40
90,-40
91,-41
92,-42
93,-43
94,-44
95,-46
96,-48
97,-50
98,-51
99,-53
100,-53
101,-53
102,-52
103,-49
104,-46
105,-42
106,-38
107,-33
108,-26
109,-19
110,-12
111,-5
112,1
113,9
114,17
115,24
116,31
117,38
118,47
119,58
120,70
121,81
122,89
123,95
124,98
125,100
126,103
127,104
128,106
129,107
130,108
131,109
132,109
133,109
134,109
135,108
136,108
137,106
138,105
139,103
140,101
141,99
142,96
143,91
144,81
145,70
146,59
147,47
148,35
149,26
150,20
151,15
152,10
153,6
154,2
155,-2
156,-8
157,-18
158,-23
159,-26
160,-29
161,-32
162,-35
163,-36
164,-36
165,-34
166,-31
167,-27
168,-22
169,-24
170,-35
171,-39
172,-41
173,-44
174,-46
175,-48
176,-50
177,-53
178,-55
179,-57
180,-59
181,-59
182,-60
183,-59
184,-58
185,-57
186,-55
187,-53
188,-51
189,-49
190,-46
191,-43
192,-41
193,-38
194,-33
195,-22
196,-16
197,-13
198,-11
199,-8
200,-6
201,-5
202,-4
203,-4
204,-6
205,-9
206,-11
207,-13
208,-15
209,-17
210,-19
211,-21
212,-23
213,-25
214,-27
215,-28
216,-29
217,-30
218,-30
219,-31
220,-31
221,-32
222,-35
223,-37
224,-38
225,-36
226,-31
227,-26
228,-23
229,-21
230,-19
231,-16
232,-13
233,-10
234,-6
235,-3
236,-1
237,2
238,6
239,13
240,24
241,29
242,32
243,34
244,35
245,37
246,38
247,39
248,38
249,36
250,33
251,30
252,27
253,25
254,21
255,17
256,13
257,9
258,5
259,1
260,-1
261,-4
262,-7
263,-10
264,-12
265,-14
266,-15
267,-16
268,-17
269,-17
270,-18
271,-18
272,-17
273,-16
274,-15
275,-15
276,-14
277,-13
278,-11
279,-9
280,-8
281,-6
282,-3
283,1
284,8
285,33
286,69
287,114
288,169
289,229
290,296
291,367
292,439
293,505
294,556
295,572
296,557
297,514
298,416
299,293
300,172
301,75
302,10
303,-33
304,-69
305,-84
306,-92
307,-98
308,-84
309,-58
310,-41
311,-37
312,-35
313,-34
314,-33
315,-32
316,-30
317,-28
318,-25
319,-21
320,-17
321,-14
322,-11
323,-8
324,-5
325,-2
326,1
327,4
328,6
329,7
330,9
331,9
332,10
333,11
334,11
335,12
336,13
337,13
338,14
339,14
340,15
341,15
342,15
343,15
344,16
345,16
346,17
347,18
348,18
349,19
350,20
351,21
352,22
353,24
354,26
355,27
356,29
357,31
358,33
359,37
360,42
361,46
362,51
363,55
364,60
365,67
366,77
367,85
368,93
369,98
370,102
371,106
372,110
373,114
374,118
375,123
376,127
377,131
378,136
379,140
380,144
381,145
382,145
383,143
384,140
385,136
386,129
387,114
388,101
389,92
390,80
391,63
392,44
393,29
394,17
395,8
396,3
397,0
398,-1
399,-3
400,-5
401,-8
402,-10
403,-12
404,-15
405,-19
