,0
0,-96
1,-119
2,-140
3,-158
4,-166
5,-169
6,-172
7,-173
8,-174
9,-174
10,-175
11,-176
12,-176
13,-177
14,-179
15,-180
16,-181
17,-182
18,-184
19,-186
20,-188
21,-191
22,-194
23,-196
24,-199
25,-203
26,-206
27,-210
28,-213
29,-215
30,-216
31,-216
32,-215
33,-214
34,-212
35,-208
36,-202
37,-195
38,-172
39,-127
40,-53
41,53
42,181
43,317
44,448
45,551
46,583
47,593
48,566
49,486
50,368
51,228
52,79
53,-60
54,-176
55,-259
56,-284
57,-290
58,-295
59,-299
60,-301
61,-303
62,-304
63,-305
64,-306
65,-307
66,-307
67,-306
68,-305
69,-305
70,-305
71,-306
72,-305
73,-305
74,-303
75,-301
76,-298
77,-295
78,-292
79,-288
80,-285
81,-282
82,-279
83,-273
84,-266
85,-259
86,-252
87,-246
88,-241
89,-237
90,-234
91,-231
92,-228
93,-226
94,-224
95,-223
96,-221
97,-218
98,-216
99,-213
100,-211
101,-208
102,-206
103,-202
104,-199
105,-195
106,-189
107,-180
108,-170
109,-161
110,-153
111,-145
112,-134
113,-117
114,-91
115,-77
116,-69
117,-63
118,-57
119,-53
120,-49
121,-46
122,-43
123,-41
124,-39
125,-38
126,-37
127,-37
128,-37
129,-37
130,-35
131,-32
132,-30
133,-31
134,-41
135,-54
136,-66
137,-80
138,-88
139,-90
140,-90
141,-91
142,-93
143,-94
144,-93
145,-88
146,-82
147,-79
148,-77
149,-76
150,-74
151,-73
152,-71
153,-68
154,-66
155,-63
156,-61
157,-59
158,-57
159,-55
160,-55
161,-54
162,-55
163,-55
164,-55
165,-55
166,-53
167,-51
168,-49
169,-47
170,-45
171,-43
172,-41
173,-39
174,-38
175,-38
176,-37
177,-37
178,-36
179,-35
180,-34
181,-32
182,-30
183,-28
184,-26
185,-24
186,-23
187,-22
188,-21
189,-18
190,-14
191,-10
192,-9
193,-10
194,-12
195,-15
196,-17
197,-20
198,-24
199,-28
200,-29
201,-25
202,-15
203,-5
204,0
205,4
206,8
207,12
208,16
209,19
210,22
211,24
212,26
213,28
214,30
215,31
216,33
217,33
218,34
219,34
220,34
221,34
222,34
223,35
224,35
225,36
226,38
227,41
228,41
229,34
230,23
231,10
232,-6
233,-25
234,-33
235,-38
236,-43
237,-48
238,-52
239,-56
240,-59
241,-61
242,-63
243,-63
244,-63
245,-63
246,-61
247,-60
248,-58
249,-56
250,-54
251,-51
252,-48
253,-33
254,7
255,68
256,158
257,273
258,402
259,529
260,633
261,681
262,697
263,677
264,621
265,533
266,424
267,293
268,154
269,34
270,-54
271,-92
272,-99
273,-105
274,-110
275,-114
276,-117
277,-120
278,-123
279,-124
280,-126
281,-127
282,-128
283,-128
284,-128
285,-128
286,-128
287,-129
288,-128
289,-127
290,-126
291,-123
292,-119
293,-114
294,-110
295,-106
296,-102
297,-99
298,-95
299,-92
300,-89
301,-85
302,-79
303,-72
304,-66
305,-59
306,-54
307,-49
308,-46
309,-42
310,-40
311,-38
312,-36
313,-34
314,-29
315,-21
316,-11
317,-1
318,3
319,6
320,9
321,13
322,15
323,17
324,18
325,19
326,20
327,20
328,21
329,20
330,19
331,18
332,18
333,17
334,16
335,15
336,13
337,11
338,9
339,7
340,5
341,3
342,0
343,-1
344,-4
345,-6
346,-8
347,-9
348,-13
349,-19
350,-24
351,-29
352,-34
353,-39
354,-43
355,-47
356,-50
357,-53
358,-56
359,-58
360,-59
361,-61
362,-62
363,-63
364,-64
365,-66
366,-67
367,-69
368,-71
369,-74
370,-76
371,-78
372,-80
373,-83
374,-86
375,-88
376,-89
377,-90
378,-90
379,-91
380,-92
381,-94
382,-95
383,-97
384,-98
385,-100
386,-103
387,-105
388,-106
389,-107
390,-107
391,-107
392,-107
393,-107
394,-106
395,-105
396,-105
397,-106
398,-108
399,-111
400,-113
401,-115
402,-113
403,-110
404,-106
405,-102
406,-99
407,-97
408,-94
409,-92
410,-90
411,-89
412,-87
413,-86
414,-85
415,-84
416,-83
417,-81
418,-78
419,-76
420,-73
421,-71
422,-69
423,-68
424,-67
425,-65
426,-64
427,-63
428,-62
429,-60
430,-58
431,-55
432,-52
433,-49
434,-46
435,-43
436,-41
437,-39
438,-39
439,-40
440,-42
441,-45
442,-48
443,-51
444,-54
445,-56
446,-59
447,-62
448,-65
449,-68
450,-70
451,-74
452,-80
453,-86
454,-92
455,-96
456,-97
457,-96
458,-95
459,-92
460,-89
461,-85
462,-81
463,-77
464,-72
465,-68
466,-64
467,-59
468,-52
469,-27
470,20
471,106
472,228
473,371
474,510
475,624
476,685
477,704
478,687
479,639
480,547
481,421
482,273
483,125
484,0
485,-87
486,-124
487,-131
488,-137
489,-141
490,-145
491,-148
492,-151
493,-154
494,-156
495,-158
496,-159
497,-159
498,-156
499,-153
500,-150
501,-147
502,-144
503,-141
504,-138
505,-135
506,-132
507,-129
508,-126
509,-122
510,-119
511,-116
512,-111
513,-107
514,-102
515,-97
516,-93
517,-90
518,-88
519,-85
520,-83
521,-80
522,-76
523,-70
524,-64
525,-58
526,-51
527,-44
528,-35
529,-24
530,-13
531,-3
532,5
533,11
534,16
535,22
536,29
537,37
538,45
539,52
540,59
541,66
542,72
543,75
544,78
545,81
546,83
547,85
548,86
549,89
550,91
551,92
552,94
553,95
554,96
555,97
556,97
557,97
558,94
559,92
560,88
561,85
562,82
563,78
564,74
565,69
566,63
567,58
568,50
569,41
570,33
571,28
572,26
573,24
574,23
575,23
576,22
577,21
578,21
579,22
580,30
581,44
582,55
583,65
584,75
585,80
586,85
587,89
588,92
589,93
590,94
591,95
592,96
593,96
594,97
595,97
596,97
597,97
598,97
599,97
600,97
601,97
602,97
603,97
604,97
605,97
606,96
607,95
608,94
609,92
610,92
611,92
612,92
613,91
614,91
615,91
616,91
617,91
618,91
619,90
620,89
621,89
622,89
623,89
624,88
625,87
626,86
627,85
