,0
0,984
1,675
2,303
3,-49
4,-273
5,-370
6,-393
7,-323
8,-248
9,-210
10,-197
11,-190
12,-185
13,-179
14,-170
15,-162
16,-151
17,-139
18,-131
19,-128
20,-124
21,-120
22,-114
23,-107
24,-101
25,-95
26,-89
27,-84
28,-80
29,-77
30,-75
31,-74
32,-72
33,-71
34,-69
35,-68
36,-67
37,-66
38,-66
39,-65
40,-65
41,-66
42,-66
43,-67
44,-67
45,-67
46,-67
47,-67
48,-68
49,-68
50,-69
51,-69
52,-69
53,-70
54,-70
55,-70
56,-69
57,-66
58,-62
59,-57
60,-52
61,-44
62,-37
63,-31
64,-24
65,-15
66,-4
67,5
68,14
69,20
70,26
71,29
72,32
73,34
74,36
75,38
76,38
77,37
78,36
79,34
80,32
81,31
82,29
83,27
84,25
85,23
86,22
87,22
88,22
89,23
90,23
91,23
92,24
93,25
94,27
95,28
96,28
97,29
98,30
99,30
100,31
101,31
102,30
103,29
104,28
105,27
106,27
107,25
108,24
109,22
110,20
111,18
112,17
113,15
114,13
115,12
116,10
117,10
118,11
119,12
120,14
121,15
122,17
123,20
124,26
125,31
126,36
127,41
128,45
129,48
130,51
131,56
132,61
133,65
134,69
135,73
136,76
137,79
138,80
139,78
140,74
141,68
142,50
143,28
144,5
145,-11
146,-16
147,-20
148,-23
149,-25
150,-27
151,-30
152,-34
153,-34
154,-28
155,-24
156,-21
157,-18
158,-15
159,-15
160,-17
161,-20
162,-25
163,-41
164,-62
165,-70
166,-69
167,-53
168,-9
169,80
170,221
171,355
172,523
173,697
174,832
175,930
176,966
177,943
178,846
179,672
180,441
181,165
182,-94
183,-301
184,-338
185,-321
186,-283
187,-196
188,-167
189,-166
190,-189
191,-204
192,-200
193,-161
194,-134
195,-120
196,-114
197,-110
198,-108
199,-108
200,-110
201,-113
202,-116
203,-119
204,-120
205,-118
206,-112
207,-107
208,-102
209,-95
210,-87
211,-81
212,-77
213,-72
214,-67
215,-62
216,-58
217,-53
218,-48
219,-44
220,-43
221,-45
222,-48
223,-50
224,-52
225,-54
226,-55
227,-55
228,-56
229,-58
230,-59
231,-61
232,-62
233,-64
234,-66
235,-69
236,-74
237,-74
238,-68
239,-59
240,-47
241,-36
242,-23
243,-9
244,6
245,19
246,28
247,35
248,39
249,46
250,56
251,62
252,67
253,69
254,66
255,60
256,55
257,49
258,44
259,41
260,38
261,35
262,31
263,29
264,31
265,34
266,37
267,39
268,42
269,44
270,45
271,47
272,48
273,49
274,51
275,52
276,52
277,52
278,51
279,50
280,48
281,46
282,44
283,43
284,41
285,40
286,39
287,38
288,37
289,36
290,35
291,34
