,0
0,-67
1,-72
2,-75
3,-78
4,-81
5,-83
6,-85
7,-87
8,-88
9,-89
10,-89
11,-90
12,-91
13,-91
14,-91
15,-91
16,-91
17,-91
18,-91
19,-90
20,-90
21,-89
22,-88
23,-87
24,-86
25,-85
26,-83
27,-80
28,-80
29,-81
30,-83
31,-85
32,-86
33,-88
34,-89
35,-89
36,-86
37,-81
38,-77
39,-74
40,-72
41,-69
42,-66
43,-63
44,-61
45,-59
46,-57
47,-56
48,-55
49,-54
50,-54
51,-53
52,-53
53,-52
54,-52
55,-52
56,-51
57,-51
58,-51
59,-51
60,-51
61,-52
62,-52
63,-52
64,-52
65,-52
66,-52
67,-53
68,-53
69,-53
70,-53
71,-53
72,-54
73,-55
74,-55
75,-53
76,-51
77,-50
78,-49
79,-48
80,-47
81,-46
82,-45
83,-44
84,-43
85,-43
86,-43
87,-43
88,-43
89,-44
90,-45
91,-46
92,-48
93,-49
94,-50
95,-51
96,-52
97,-52
98,-52
99,-53
100,-54
101,-55
102,-56
103,-57
104,-58
105,-59
106,-60
107,-60
108,-61
109,-60
110,-59
111,-57
112,-54
113,-52
114,-50
115,-48
116,-47
117,-46
118,-45
119,-44
120,-44
121,-43
122,-42
123,-41
124,-40
125,-38
126,-37
127,-35
128,-33
129,-31
130,-30
131,-28
132,-27
133,-26
134,-26
135,-24
136,-23
137,-21
138,-19
139,-17
140,-15
141,-13
142,-11
143,-10
144,-9
145,-8
146,-7
147,-7
148,-6
149,-6
150,-6
151,-5
152,-4
153,-3
154,-2
155,0
156,1
157,2
158,4
159,6
160,8
161,10
162,12
163,13
164,15
165,16
166,18
167,19
168,21
169,22
170,22
171,22
172,21
173,20
174,19
175,17
176,15
177,13
178,11
179,9
180,7
181,6
182,4
183,2
184,0
185,0
186,-2
187,-3
188,-4
189,-5
190,-5
191,-5
192,-4
193,-3
194,-2
195,-1
196,0
197,2
198,4
199,7
200,23
201,50
202,93
203,154
204,234
205,332
206,447
207,571
208,691
209,785
210,826
211,824
212,772
213,663
214,529
215,396
216,283
217,201
218,149
219,115
220,86
221,58
222,30
223,4
224,-17
225,-28
226,-31
227,-32
228,-33
229,-34
230,-35
231,-36
232,-37
233,-38
234,-39
235,-39
236,-40
237,-40
238,-39
239,-38
240,-37
241,-36
242,-35
243,-33
244,-31
245,-29
246,-27
247,-25
248,-23
249,-20
