,0
0,-27
1,-26
2,-25
3,-24
4,-23
5,-22
6,-22
7,-22
8,-22
9,-22
10,-21
11,-20
12,-20
13,-20
14,-19
15,-19
16,-18
17,-18
18,-17
19,-16
20,-15
21,-14
22,-12
23,-8
24,-3
25,1
26,6
27,11
28,15
29,19
30,23
31,27
32,32
33,36
34,40
35,45
36,49
37,51
38,49
39,45
40,38
41,26
42,9
43,-1
44,-7
45,-12
46,-16
47,-19
48,-20
49,-22
50,-24
51,-25
52,-27
53,-27
54,-28
55,-28
56,-28
57,-28
58,-27
59,-26
60,-24
61,-21
62,-16
63,-12
64,6
65,49
66,118
67,217
68,341
69,477
70,615
71,730
72,776
73,766
74,669
75,479
76,247
77,28
78,-127
79,-195
80,-203
81,-178
82,-131
83,-98
84,-82
85,-75
86,-70
87,-67
88,-65
89,-64
90,-65
91,-65
92,-65
93,-66
94,-67
95,-68
96,-69
97,-70
98,-68
99,-64
100,-60
101,-56
102,-52
103,-49
104,-46
105,-43
106,-41
107,-40
108,-38
109,-37
110,-36
111,-35
112,-34
113,-33
114,-32
115,-31
116,-29
117,-27
118,-24
119,-19
120,-11
121,-2
122,4
123,11
124,18
125,26
126,31
127,34
128,38
129,40
130,43
131,44
132,46
133,47
134,48
135,49
136,50
137,52
138,53
139,54
140,54
141,54
142,55
143,55
144,55
145,55
146,55
147,54
148,53
149,51
150,49
151,47
152,45
153,42
154,40
155,36
156,31
157,27
158,23
159,20
160,16
161,11
162,5
163,0
164,-5
165,-7
166,-8
167,-9
168,-10
169,-11
170,-12
171,-13
172,-14
173,-14
174,-14
175,-14
176,-15
177,-15
178,-14
179,-14
180,-14
181,-13
182,-13
183,-12
184,-12
185,-11
186,-11
187,-10
188,-10
189,-9
190,-8
191,-8
192,-7
193,-7
194,-6
195,-6
196,-6
197,-5
198,-5
199,-4
200,-4
201,-3
202,-1
203,-1
204,-2
205,-5
206,-9
207,-12
208,-16
209,-20
210,-22
211,-25
212,-28
213,-31
214,-33
215,-33
216,-29
217,-24
218,-20
219,-16
220,-12
221,-10
222,-10
223,-13
224,-16
225,-20
226,-23
227,-26
