,0
0,-81
1,-56
2,-37
3,-28
4,-37
5,-49
6,-55
7,-59
8,-63
9,-66
10,-67
11,-68
12,-68
13,-70
14,-71
15,-74
16,-77
17,-79
18,-80
19,-80
20,-80
21,-80
22,-81
23,-82
24,-83
25,-84
26,-85
27,-87
28,-89
29,-91
30,-92
31,-93
32,-93
33,-94
34,-94
35,-94
36,-91
37,-88
38,-83
39,-79
40,-75
41,-72
42,-68
43,-65
44,-61
45,-56
46,-52
47,-49
48,-47
49,-44
50,-40
51,-36
52,-31
53,-20
54,2
55,18
56,27
57,33
58,40
59,46
60,50
61,54
62,57
63,62
64,65
65,68
66,69
67,68
68,67
69,65
70,62
71,59
72,54
73,47
74,33
75,15
76,3
77,-3
78,-9
79,-15
80,-20
81,-24
82,-29
83,-35
84,-43
85,-51
86,-59
87,-70
88,-82
89,-96
90,-102
91,-106
92,-110
93,-113
94,-116
95,-119
96,-120
97,-122
98,-123
99,-123
100,-123
101,-122
102,-120
103,-119
104,-117
105,-114
106,-110
107,-107
108,-103
109,-100
110,-96
111,-89
112,-80
113,-74
114,-68
115,-63
116,-60
117,-58
118,-56
119,-54
120,-51
121,-49
122,-46
123,-44
124,-42
125,-39
126,-37
127,-34
128,-31
129,-29
130,-26
131,-23
132,-20
133,-16
134,-13
135,-9
136,-7
137,-5
138,-4
139,-3
140,-3
141,-4
142,-5
143,-7
144,-10
145,-14
146,-18
147,-23
148,-29
149,-44
150,-64
151,-69
152,-72
153,-75
154,-78
155,-80
156,-81
157,-80
158,-78
159,-75
160,-71
161,-68
162,-65
163,-62
164,-58
165,-54
166,-52
167,-52
168,-54
169,-56
170,-59
171,-62
172,-64
173,-65
174,-67
175,-69
176,-70
177,-72
178,-74
179,-77
180,-80
181,-83
182,-86
183,-90
184,-93
185,-97
186,-101
187,-107
188,-113
189,-118
190,-123
191,-128
192,-132
193,-136
194,-139
195,-143
196,-147
197,-151
198,-153
199,-154
200,-153
201,-151
202,-148
203,-145
204,-141
205,-124
206,-90
207,-46
208,6
209,67
210,126
211,160
212,159
213,125
214,50
215,-39
216,-118
217,-163
218,-180
219,-191
220,-204
221,-222
222,-235
223,-244
224,-244
225,-230
226,-210
227,-185
228,-159
229,-142
230,-137
231,-134
232,-132
233,-131
234,-129
235,-128
236,-128
237,-128
238,-129
239,-130
240,-132
241,-134
242,-137
243,-141
244,-145
245,-148
246,-151
247,-155
248,-160
249,-164
250,-165
251,-163
252,-159
253,-153
254,-148
255,-145
256,-142
257,-140
258,-136
259,-133
260,-130
261,-127
262,-124
263,-122
264,-120
265,-117
266,-115
267,-112
268,-109
269,-105
270,-99
271,-92
272,-86
273,-79
274,-67
275,-46
276,-31
277,-23
278,-17
279,-10
280,-4
281,2
282,16
283,35
284,53
285,73
286,91
287,105
288,117
289,125
290,132
291,137
292,136
293,130
294,120
295,104
296,80
297,63
298,50
299,38
300,24
301,4
302,-8
303,-14
304,-19
305,-24
306,-30
307,-34
308,-39
309,-42
310,-46
311,-49
312,-53
313,-55
314,-56
315,-55
316,-53
317,-51
318,-49
319,-48
320,-46
321,-43
322,-39
323,-35
324,-31
325,-27
326,-22
327,-14
328,-2
329,6
330,18
331,27
332,30
333,31
334,32
335,33
336,34
337,35
338,35
339,35
340,36
341,36
342,37
343,38
344,39
345,40
346,43
347,44
348,44
349,42
350,40
351,39
352,37
353,37
354,39
355,43
356,49
357,58
358,71
359,76
360,79
361,82
362,84
363,84
364,81
365,76
366,71
367,64
368,54
369,53
370,59
371,64
372,67
373,71
374,75
375,80
376,85
377,89
378,94
379,99
380,105
381,110
382,117
383,133
384,144
385,145
386,146
387,146
388,146
389,146
390,146
391,146
392,147
393,147
394,148
395,148
396,148
397,148
398,147
399,146
400,145
401,143
402,141
403,140
404,138
405,136
406,134
407,131
408,128
409,120
410,98
411,82
412,72
413,67
414,71
415,79
416,93
417,112
418,132
419,148
420,157
421,163
422,171
423,183
424,219
425,292
426,391
427,489
428,550
429,551
430,497
431,368
432,217
433,83
434,-8
435,-35
436,-44
437,-32
438,2
439,46
440,86
441,101
442,107
443,93
444,71
445,51
446,44
447,41
448,38
449,37
