,0
0,-65
1,-67
2,-68
3,-69
4,-68
5,-68
6,-68
7,-67
8,-66
9,-64
10,-62
11,-61
12,-60
13,-61
14,-61
15,-61
16,-58
17,-54
18,-50
19,-47
20,-42
21,-36
22,-33
23,-33
24,-33
25,-34
26,-36
27,-38
28,-40
29,-42
30,-43
31,-43
32,-43
33,-42
34,-41
35,-39
36,-38
37,-36
38,-34
39,-32
40,-31
41,-29
42,-28
43,-28
44,-28
45,-29
46,-31
47,-33
48,-33
49,-35
50,-38
51,-41
52,-44
53,-48
54,-52
55,-56
56,-62
57,-69
58,-77
59,-88
60,-103
61,-125
62,-150
63,-151
64,-151
65,-152
66,-152
67,-150
68,-143
69,-131
70,-113
71,-74
72,-50
73,-41
74,-33
75,-26
76,-20
77,-15
78,-12
79,-9
80,-7
81,-6
82,-6
83,-6
84,-8
85,-11
86,-14
87,-18
88,-21
89,-24
90,-27
91,-30
92,-38
93,-58
94,-72
95,-82
96,-90
97,-97
98,-102
99,-108
100,-112
101,-112
102,-104
103,-94
104,-83
105,-70
106,-56
107,-43
108,-32
109,-22
110,-14
111,-10
112,-7
113,-6
114,-5
115,-4
116,-4
117,-4
118,-3
119,-3
120,-2
121,-2
122,-2
123,-2
124,-2
125,-2
126,-3
127,-4
128,-6
129,-8
130,-10
131,-12
132,-14
133,-17
134,-21
135,-24
136,-28
137,-31
138,-35
139,-41
140,-49
141,-55
142,-57
143,-59
144,-60
145,-61
146,-64
147,-66
148,-61
149,-53
150,-46
151,-39
152,-31
153,-19
154,-7
155,-1
156,3
157,7
158,9
159,11
160,13
161,15
162,17
163,21
164,24
165,26
166,28
167,30
168,32
169,35
170,40
171,46
172,80
173,135
174,217
175,321
176,432
177,533
178,564
179,560
180,504
181,338
182,146
183,-24
184,-164
185,-271
186,-306
187,-293
188,-255
189,-191
190,-140
191,-88
192,-65
193,-35
194,0
195,8
196,14
197,19
198,22
199,24
200,27
201,30
202,34
203,37
204,39
205,42
206,44
207,46
208,48
209,50
210,52
211,54
212,57
213,59
214,62
215,64
216,66
217,68
218,70
219,71
220,73
221,74
222,76
223,78
224,79
225,81
226,83
227,85
228,87
229,90
230,92
231,94
232,97
233,99
234,101
235,105
236,108
237,113
238,119
239,131
240,143
241,154
242,165
243,175
244,184
245,192
246,199
247,214
248,237
249,263
250,287
251,313
252,329
253,338
254,344
255,342
256,324
257,297
258,266
259,221
260,179
261,162
262,140
263,118
264,97
265,82
266,68
267,55
268,32
269,8
270,-13
271,-38
272,-47
273,-51
274,-54
275,-56
276,-58
277,-60
278,-62
279,-64
280,-65
281,-66
282,-68
283,-69
284,-69
285,-69
286,-68
287,-67
288,-66
