,0
0,-32
1,-35
2,-37
3,-39
4,-40
5,-40
6,-40
7,-40
8,-40
9,-39
10,-39
11,-39
12,-38
13,-38
14,-38
15,-38
16,-38
17,-38
18,-37
19,-36
20,-34
21,-31
22,-28
23,-23
24,-19
25,-14
26,-9
27,-3
28,2
29,7
30,14
31,24
32,37
33,45
34,49
35,52
36,55
37,58
38,62
39,66
40,70
41,73
42,77
43,83
44,89
45,97
46,107
47,128
48,145
49,148
50,151
51,152
52,152
53,151
54,147
55,139
56,130
57,112
58,85
59,65
60,50
61,35
62,20
63,6
64,-1
65,-6
66,-10
67,-13
68,-15
69,-17
70,-19
71,-22
72,-24
73,-27
74,-28
75,-30
76,-31
77,-32
78,-33
79,-34
80,-36
81,-37
82,-39
83,-40
84,-41
85,-41
86,-42
87,-42
88,-41
89,-41
90,-40
91,-40
92,-39
93,-37
94,-35
95,-34
96,-32
97,-30
98,-28
99,-26
100,-23
101,-15
102,-1
103,-1
104,-2
105,-2
106,-2
107,-1
108,-1
109,0
110,0
111,-1
112,-3
113,-5
114,-8
115,-10
116,-13
117,-15
118,-18
119,-22
120,-25
121,-26
122,-24
123,-22
124,-19
125,-16
126,-15
127,-15
128,-14
129,-13
130,-12
131,-12
132,-11
133,-10
134,-9
135,-7
136,-6
137,-6
138,-6
139,-7
140,-7
141,-8
142,-8
143,-8
144,-8
145,-7
146,-7
147,-5
148,-4
149,-3
150,-3
151,-2
152,-1
153,0
154,0
155,0
156,0
157,0
158,1
159,2
160,6
161,9
162,9
163,2
164,-7
165,-17
166,-30
167,-37
168,-40
169,-44
170,-47
171,-50
172,-50
173,-46
174,-41
175,-36
176,-29
177,-25
178,-29
179,-36
180,-41
181,-46
182,-50
183,-53
184,-54
185,-53
186,-52
187,-51
188,-50
189,-48
190,-47
191,-46
192,-44
193,-42
194,-39
195,-35
196,-30
197,-26
198,-22
199,-18
200,-13
201,-9
202,-3
203,7
204,46
205,118
206,200
207,253
208,257
209,228
210,155
211,71
212,1
213,-27
214,-38
215,-38
216,-35
217,-33
218,-32
219,-30
220,-29
221,-28
222,-29
223,-32
224,-37
225,-40
226,-43
227,-46
228,-49
229,-53
230,-55
231,-58
232,-59
233,-61
234,-63
235,-65
236,-67
237,-71
238,-78
239,-76
240,-62
241,-51
242,-43
243,-36
244,-32
245,-29
246,-27
247,-24
248,-20
249,-18
250,-18
251,-19
252,-19
253,-20
254,-22
255,-23
256,-24
257,-21
258,-16
259,-9
260,4
261,20
262,28
263,34
264,36
265,32
266,29
267,24
268,22
269,25
270,34
271,45
272,57
273,66
274,72
275,77
276,81
277,81
278,74
279,64
280,51
281,34
282,20
283,11
284,4
285,-2
286,-9
287,-17
288,-23
289,-29
290,-35
291,-40
292,-45
293,-48
294,-51
295,-53
296,-55
297,-57
298,-59
299,-60
300,-62
301,-63
302,-64
303,-64
304,-64
305,-62
306,-60
307,-57
308,-53
309,-50
310,-46
311,-42
312,-38
313,-33
314,-29
315,-26
316,-23
317,-19
318,-13
319,-5
320,3
321,12
322,20
323,28
324,32
325,31
326,30
327,29
328,28
329,26
330,26
331,29
332,33
333,39
334,53
335,73
336,93
337,106
338,112
339,118
340,122
341,124
342,124
343,122
344,121
345,119
346,117
347,114
348,109
349,122
350,136
351,147
352,157
353,166
354,176
355,186
356,188
357,189
358,189
359,190
360,191
361,187
362,179
363,172
364,168
365,163
366,157
367,150
368,143
369,139
370,135
371,132
