,0
0,99
1,98
2,98
3,98
4,97
5,97
6,97
7,97
8,97
9,96
10,95
11,93
12,90
13,87
14,83
15,80
16,76
17,72
18,67
19,63
20,58
21,53
22,50
23,54
24,60
25,64
26,68
27,72
28,75
29,75
30,75
31,72
32,69
33,65
34,57
35,40
36,28
37,22
38,17
39,12
40,7
41,4
42,1
43,-1
44,-4
45,-6
46,-8
47,-11
48,-13
49,-17
50,-24
51,-37
52,-50
53,-62
54,-72
55,-85
56,-102
57,-114
58,-120
59,-125
60,-127
61,-123
62,-115
63,-109
64,-104
65,-100
66,-95
67,-91
68,-87
69,-83
70,-74
71,-59
72,-47
73,-39
74,-32
75,-23
76,-13
77,-7
78,-2
79,-2
80,-6
81,-10
82,-14
83,-16
84,-12
85,-3
86,9
87,24
88,43
89,63
90,70
91,61
92,33
93,-34
94,-144
95,-304
96,-512
97,-753
98,-1005
99,-1237
100,-1410
101,-1491
102,-1460
103,-1317
104,-1080
105,-786
106,-488
107,-235
108,-60
109,32
110,57
111,64
112,73
113,82
114,113
115,151
116,176
117,185
118,186
119,178
120,156
121,124
122,108
123,104
124,101
125,99
126,97
127,96
128,95
129,95
130,94
131,94
132,93
133,93
134,93
135,93
136,91
137,90
138,90
139,91
140,91
141,91
142,91
143,89
144,85
145,82
146,80
147,78
148,77
149,75
150,73
151,70
152,69
153,69
154,68
155,68
156,67
157,67
158,67
159,67
160,67
161,66
162,64
163,63
164,63
165,64
166,65
167,67
168,69
169,70
170,66
171,59
172,55
173,52
174,49
175,46
176,44
177,41
178,38
179,35
180,33
181,29
182,25
183,15
184,1
185,-10
186,-23
187,-32
188,-36
189,-39
190,-42
191,-45
192,-49
193,-52
194,-56
195,-60
196,-68
197,-79
198,-86
199,-89
200,-91
201,-92
202,-93
203,-94
204,-95
205,-96
206,-95
207,-93
208,-90
209,-86
210,-83
211,-79
212,-75
213,-71
214,-66
215,-60
216,-54
217,-50
218,-46
219,-43
220,-40
221,-38
222,-38
223,-40
224,-43
225,-47
226,-51
227,-54
228,-58
229,-63
230,-67
231,-71
232,-73
233,-75
234,-77
235,-80
236,-86
237,-96
238,-103
239,-121
240,-147
241,-180
242,-225
243,-282
244,-345
245,-414
246,-490
247,-567
248,-643
249,-713
250,-774
251,-823
252,-851
253,-861
254,-862
255,-855
256,-837
257,-805
258,-771
259,-738
260,-704
261,-667
262,-619
263,-560
264,-488
265,-399
266,-303
267,-198
268,-89
269,7
270,79
271,119
272,131
273,120
274,109
275,101
276,97
277,100
278,105
279,110
280,113
281,116
282,120
283,124
284,130
285,138
286,150
287,158
288,165
289,169
290,173
291,179
292,185
293,191
294,197
295,203
296,210
297,217
298,227
299,238
300,246
301,251
302,254
303,257
304,259
305,258
306,255
307,251
308,247
309,242
310,236
311,229
312,223
313,213
314,201
315,193
316,190
317,186
318,182
319,179
320,175
321,167
322,153
323,143
324,138
325,132
326,127
327,111
328,77
329,42
330,27
331,21
332,17
333,14
334,12
335,11
336,9
337,6
338,3
339,8
340,14
341,19
342,5
343,-5
344,-13
345,-19
346,-22
347,-22
348,-21
349,-22
350,-22
351,-24
352,-23
353,-19
354,-16
355,-14
356,-12
357,-11
358,-10
359,-9
360,-9
361,-9
362,-9
363,-10
364,-12
365,-15
366,-17
367,-19
368,-21
369,-23
370,-26
371,-29
372,-32
373,-34
374,-34
375,-32
376,-30
377,-27
378,-23
379,-18
380,-18
381,-22
382,-25
383,-26
384,-27
385,-28
386,-28
387,-29
388,-29
389,-28
390,-28
391,-28
392,-27
393,-26
394,-25
395,-23
396,-22
397,-21
398,-20
399,-18
400,-16
401,-15
402,-17
403,-20
404,-24
405,-28
406,-35
407,-38
408,-36
409,-30
410,-20
411,-13
412,-11
413,-10
414,-9
415,-8
416,-9
417,-10
418,-13
419,-19
420,-31
421,-42
422,-48
423,-52
424,-49
425,-43
426,-39
427,-35
428,-31
429,-29
430,-27
431,-27
432,-27
433,-28
434,-28
435,-29
436,-30
437,-31
438,-32
439,-33
440,-34
441,-35
442,-37
443,-38
444,-40
445,-41
446,-42
447,-43
448,-44
449,-45
450,-46
451,-47
452,-48
453,-49
454,-49
455,-50
456,-51
457,-51
458,-52
459,-52
460,-54
461,-57
462,-51
463,-47
464,-44
