,0
0,74
1,51
2,27
3,11
4,-7
5,-24
6,-40
7,-56
8,-69
9,-79
10,-89
11,-93
12,-95
13,-97
14,-99
15,-100
16,-101
17,-101
18,-102
19,-103
20,-103
21,-103
22,-102
23,-101
24,-100
25,-99
26,-97
27,-96
28,-94
29,-92
30,-91
31,-89
32,-88
33,-86
34,-83
35,-80
36,-76
37,-73
38,-70
39,-67
40,-65
41,-62
42,-61
43,-59
44,-58
45,-56
46,-54
47,-52
48,-49
49,-47
50,-45
51,-44
52,-43
53,-42
54,-41
55,-40
56,-39
57,-38
58,-37
59,-37
60,-36
61,-35
62,-35
63,-34
64,-34
65,-33
66,-32
67,-31
68,-30
69,-30
70,-29
71,-28
72,-28
73,-27
74,-26
75,-26
76,-25
77,-24
78,-24
79,-24
80,-23
81,-23
82,-23
83,-23
84,-23
85,-23
86,-23
87,-22
88,-22
89,-22
90,-22
91,-21
92,-21
93,-21
94,-21
95,-21
96,-20
97,-20
98,-20
99,-19
100,-18
101,-18
102,-17
103,-17
104,-16
105,-16
106,-15
107,-14
108,-13
109,-13
110,-12
111,-11
112,-9
113,-8
114,-7
115,-5
116,-4
117,-3
118,-2
119,0
120,0
121,1
122,2
123,4
124,5
125,6
126,7
127,9
128,10
129,10
130,12
131,12
132,13
133,14
134,15
135,16
136,16
137,17
138,17
139,18
140,19
141,19
142,19
143,19
144,19
145,19
146,18
147,17
148,16
149,16
150,15
151,14
152,14
153,14
154,13
155,13
156,13
157,14
158,15
159,16
160,17
161,19
162,20
163,22
164,23
165,25
166,26
167,27
168,29
169,30
170,32
171,34
172,35
173,38
174,39
175,41
176,42
177,44
178,44
179,45
180,45
181,45
182,45
183,45
184,44
185,43
186,41
187,38
188,35
189,29
190,15
191,-1
192,-13
193,-19
194,-22
195,-11
196,24
197,90
198,189
199,323
200,484
201,663
202,845
203,1005
204,1113
205,1137
206,1070
207,915
208,713
209,509
210,338
211,221
212,152
213,116
214,88
215,53
216,17
217,-11
218,-26
219,-32
220,-35
221,-38
222,-40
223,-42
224,-43
225,-44
226,-45
227,-45
228,-45
229,-45
230,-45
231,-44
232,-43
233,-42
234,-41
235,-39
236,-37
237,-36
238,-34
239,-32
240,-30
241,-27
242,-24
243,-20
244,-16
245,-13
246,-9
247,-6
248,-2
249,2
250,7
251,12
252,17
253,21
254,25
255,28
256,32
257,36
258,41
259,46
260,53
261,59
262,67
263,75
264,85
265,93
266,105
267,119
268,132
269,145
270,157
271,170
272,182
273,190
274,198
275,203
276,208
277,211
278,212
279,212
280,211
281,208
282,203
283,195
284,180
285,166
286,149
287,129
288,109
289,87
290,66
291,46
292,26
293,7
294,-10
295,-26
296,-42
297,-54
298,-64
299,-76
300,-84
301,-90
302,-95
303,-97
304,-98
305,-98
306,-98
307,-97
308,-97
309,-97
310,-96
311,-96
312,-96
313,-96
314,-95
315,-94
316,-94
317,-93
318,-91
319,-89
320,-87
321,-85
322,-83
323,-82
324,-80
325,-79
326,-78
327,-77
328,-75
329,-74
330,-72
331,-70
332,-69
333,-66
334,-64
335,-62
336,-60
337,-58
338,-56
339,-54
340,-52
341,-50
342,-48
343,-46
344,-45
345,-43
346,-41
347,-40
348,-38
349,-37
350,-36
351,-35
352,-34
353,-33
354,-33
355,-32
356,-31
357,-30
358,-29
359,-28
360,-27
361,-26
362,-25
363,-25
364,-24
365,-23
366,-23
367,-22
368,-22
369,-22
370,-22
371,-22
372,-22
373,-22
374,-23
375,-23
376,-23
377,-23
378,-23
379,-23
380,-22
381,-21
382,-21
383,-21
384,-20
385,-19
386,-18
387,-17
388,-16
389,-16
390,-15
391,-14
392,-14
393,-13
394,-12
395,-12
396,-12
397,-11
398,-11
399,-11
400,-11
401,-11
402,-10
403,-10
404,-9
405,-8
406,-8
407,-7
408,-6
409,-6
410,-5
411,-4
412,-3
413,-3
414,-2
415,-1
416,0
417,0
418,1
419,1
420,2
421,2
422,3
423,3
424,4
425,4
426,5
427,5
428,6
429,6
430,7
431,7
432,8
433,8
434,8
435,9
436,9
437,10
438,10
439,10
440,10
441,9
442,9
443,8
444,7
445,6
446,5
447,4
448,3
449,3
450,2
451,3
452,3
453,4
454,4
455,6
456,7
457,9
458,10
459,12
460,14
461,16
462,18
463,19
464,21
465,23
466,25
467,26
468,28
469,30
470,31
471,32
472,33
473,35
474,35
475,36
476,38
477,38
478,39
479,39
480,39
481,38
482,37
483,34
484,31
485,27
486,20
487,3
488,-19
489,-34
490,-43
491,-49
492,-34
493,11
494,97
495,227
496,401
497,609
498,836
499,1056
500,1235
501,1328
502,1305
503,1166
504,940
505,678
506,438
507,260
508,143
509,80
510,50
511,25
512,-4
513,-31
514,-49
515,-58
516,-62
517,-67
518,-70
519,-73
520,-74
521,-75
522,-76
523,-77
524,-76
525,-76
526,-75
527,-73
528,-71
529,-69
530,-67
531,-65
532,-62
533,-60
534,-57
535,-55
536,-52
537,-49
538,-47
539,-44
540,-42
541,-40
542,-38
543,-37
544,-35
545,-33
546,-30
547,-27
548,-23
549,-19
550,-15
551,-11
552,-7
553,-1
554,3
555,8
556,14
557,21
558,28
559,35
560,42
561,51
562,61
563,71
564,82
565,97
566,110
567,119
568,130
569,141
570,151
571,158
572,162
573,166
574,169
575,170
576,170
577,169
578,165
579,161
580,153
581,138
582,125
583,109
584,93
585,75
586,56
587,38
588,19
589,1
590,-15
591,-33
592,-47
593,-57
594,-71
595,-80
596,-87
597,-93
598,-96
599,-97
600,-97
601,-97
602,-97
603,-97
604,-97
605,-97
606,-97
607,-96
608,-95
609,-94
610,-94
611,-93
612,-91
613,-90
614,-88
615,-86
616,-84
617,-82
618,-80
619,-78
620,-77
621,-75
622,-74
623,-73
624,-72
625,-70
626,-69
627,-67
628,-66
629,-64
630,-62
631,-60
632,-58
633,-56
634,-54
635,-51
636,-50
637,-49
638,-48
639,-46
640,-45
641,-45
642,-44
643,-43
