,0
0,165
1,165
2,164
3,162
4,160
5,158
6,154
7,150
8,144
9,132
10,118
11,104
12,90
13,79
14,69
15,61
16,52
17,43
18,31
19,18
20,4
21,-2
22,-7
23,-11
24,-15
25,-18
26,-21
27,-24
28,-26
29,-29
30,-31
31,-34
32,-36
33,-39
34,-43
35,-45
36,-47
37,-48
38,-47
39,-45
40,-41
41,-37
42,-32
43,-27
44,-22
45,-15
46,-10
47,-4
48,0
49,4
50,8
51,10
52,13
53,16
54,19
55,23
56,27
57,31
58,35
59,41
60,52
61,70
62,80
63,87
64,93
65,96
66,96
67,90
68,82
69,71
70,57
71,46
72,34
73,23
74,12
75,0
76,-20
77,-36
78,-46
79,-53
80,-58
81,-62
82,-67
83,-69
84,-65
85,-58
86,-54
87,-51
88,-49
89,-46
90,-44
91,-43
92,-43
93,-43
94,-45
95,-47
96,-50
97,-55
98,-62
99,-75
100,-100
101,-123
102,-145
103,-164
104,-176
105,-162
106,-119
107,-17
108,139
109,351
110,606
111,882
112,1134
113,1302
114,1337
115,1216
116,960
117,630
118,310
119,61
120,-96
121,-148
122,-166
123,-167
124,-157
125,-149
126,-141
127,-131
128,-119
129,-111
130,-105
131,-100
132,-96
133,-90
134,-86
135,-83
136,-81
137,-79
138,-75
139,-70
140,-65
141,-56
142,-47
143,-41
144,-37
145,-34
146,-31
147,-27
148,-24
149,-21
150,-18
151,-15
152,-13
153,-10
154,-6
155,-3
156,0
157,7
158,14
159,20
160,25
161,29
162,34
163,41
164,48
165,57
166,66
167,75
168,84
169,91
170,97
171,103
172,107
173,109
174,111
175,113
176,115
177,116
178,117
179,118
180,118
181,118
182,117
183,115
184,113
185,111
186,107
187,103
188,98
189,86
190,76
191,62
192,42
193,24
194,13
195,4
196,-3
197,-12
198,-23
199,-31
200,-42
201,-59
202,-74
203,-84
204,-92
205,-98
206,-102
207,-105
208,-105
209,-98
210,-89
211,-80
212,-72
213,-64
214,-59
215,-54
216,-49
217,-43
218,-37
219,-31
220,-27
221,-25
222,-23
223,-21
224,-20
225,-18
226,-16
227,-14
228,-11
229,-8
230,-5
231,-2
232,0
233,5
234,12
235,19
236,23
237,27
238,31
239,35
240,38
241,33
242,23
243,11
244,-3
245,-15
246,-30
247,-49
248,-70
249,-88
250,-96
251,-102
252,-106
253,-109
254,-111
255,-109
256,-106
257,-102
258,-98
259,-95
260,-93
261,-90
262,-87
263,-85
264,-83
265,-83
266,-84
267,-85
268,-87
269,-89
270,-93
271,-98
272,-108
273,-130
274,-172
275,-213
276,-242
277,-241
278,-214
279,-122
280,31
281,251
282,524
283,825
284,1109
285,1310
286,1374
287,1282
288,1054
289,735
290,400
291,121
292,-66
293,-147
294,-173
295,-162
296,-147
297,-135
298,-124
299,-110
300,-94
301,-86
302,-82
303,-80
304,-79
305,-76
306,-73
307,-70
308,-67
309,-63
310,-59
311,-54
312,-48
313,-39
314,-31
315,-25
316,-20
317,-15
318,-11
319,-6
320,-2
321,1
322,5
323,9
324,11
325,13
326,15
327,17
328,19
329,21
330,23
331,24
332,26
333,27
334,29
335,30
336,32
337,34
338,37
339,43
340,54
341,65
342,79
343,97
344,106
345,110
346,114
347,117
348,119
349,120
350,121
351,121
352,121
353,120
354,119
355,117
356,114
357,110
358,107
359,101
360,89
361,77
362,65
363,53
364,40
365,28
366,19
367,11
368,4
369,-1
370,-8
371,-14
372,-23
373,-30
374,-36
375,-41
376,-44
377,-46
378,-48
379,-50
380,-53
381,-54
382,-53
383,-51
384,-49
385,-48
386,-48
387,-47
388,-46
389,-45
390,-43
391,-40
392,-37
393,-34
394,-30
395,-27
396,-22
397,-17
398,-12
399,-8
400,-3
401,5
402,22
403,39
404,49
405,53
406,57
407,60
408,50
409,33
410,13
411,-9
412,-29
413,-58
414,-87
415,-96
416,-102
417,-108
418,-114
419,-117
420,-119
421,-121
422,-123
423,-125
424,-125
425,-124
426,-122
427,-118
428,-114
429,-110
430,-106
431,-101
432,-96
433,-92
434,-92
435,-93
436,-97
437,-101
438,-105
439,-113
440,-124
441,-138
442,-155
443,-181
444,-207
445,-231
446,-239
447,-224
448,-181
449,-62
450,128
451,388
452,697
453,1012
454,1277
455,1406
456,1405
457,1270
458,979
459,623
460,280
461,13
462,-155
463,-217
464,-225
465,-204
466,-165
467,-143
468,-138
469,-134
470,-130
471,-126
472,-122
473,-116
474,-103
475,-79
476,-64
477,-53
478,-49
479,-52
480,-59
481,-64
482,-69
483,-72
484,-73
485,-71
486,-66
487,-60
488,-56
489,-53
490,-50
491,-48
492,-46
493,-43
494,-40
495,-38
496,-35
497,-31
498,-26
499,-16
500,-8
501,0
502,17
503,27
504,31
505,34
506,36
507,38
508,40
509,43
510,45
511,47
