,0
0,-77
1,-74
2,-66
3,-59
4,-54
5,-48
6,-42
7,-35
8,-25
9,-17
10,-10
11,-4
12,0
13,1
14,3
15,6
16,9
17,11
18,7
19,-2
20,-16
21,-34
22,-44
23,-50
24,-54
25,-58
26,-62
27,-65
28,-68
29,-71
30,-73
31,-75
32,-77
33,-79
34,-81
35,-82
36,-84
37,-86
38,-88
39,-88
40,-87
41,-84
42,-80
43,-76
44,-67
45,-55
46,-39
47,-12
48,32
49,107
50,202
51,300
52,357
53,355
54,288
55,124
56,-83
57,-283
58,-422
59,-465
60,-421
61,-345
62,-268
63,-202
64,-163
65,-136
66,-107
67,-80
68,-63
69,-54
70,-50
71,-47
72,-45
73,-42
74,-39
75,-37
76,-34
77,-30
78,-27
79,-24
80,-21
81,-18
82,-15
83,-13
84,-10
85,-8
86,-6
87,-4
88,-1
89,1
90,6
91,15
92,25
93,34
94,44
95,58
96,72
97,86
98,96
99,109
100,126
101,145
102,163
103,177
104,187
105,197
106,203
107,207
108,210
109,212
110,214
111,214
112,212
113,209
114,204
115,199
116,191
117,178
118,169
119,158
120,142
121,124
122,105
123,87
124,75
125,66
126,55
127,40
128,26
129,10
130,-9
131,-24
132,-33
133,-40
134,-43
135,-46
136,-47
137,-48
138,-49
139,-49
140,-50
141,-50
142,-50
143,-49
144,-47
145,-45
146,-42
147,-39
148,-35
149,-30
150,-25
151,-15
152,-10
153,-8
154,-7
155,-7
156,-6
157,-4
158,-4
159,-3
160,-3
161,-2
162,-2
163,-3
164,-4
165,-5
166,-7
167,-10
168,-12
169,-14
170,-16
171,-18
172,-19
173,-20
174,-20
175,-20
176,-21
177,-21
178,-22
179,-23
180,-24
181,-25
182,-25
183,-26
184,-26
185,-27
186,-27
187,-27
188,-27
189,-26
190,-25
191,-24
192,-23
193,-22
194,-21
195,-19
196,-18
197,-16
198,-15
199,-14
200,-13
201,-11
202,-10
203,-8
204,-5
205,0
206,4
207,7
208,5
209,0
210,-7
211,-14
212,-22
213,-31
214,-37
215,-44
216,-52
217,-63
218,-74
219,-82
220,-88
221,-94
222,-98
223,-101
224,-103
225,-106
226,-107
227,-109
228,-110
229,-111
230,-111
231,-111
232,-110
233,-109
234,-107
235,-103
236,-98
237,-91
238,-64
239,-9
240,67
241,162
242,265
243,358
244,400
245,366
246,248
247,60
248,-161
249,-353
250,-456
251,-468
252,-428
253,-343
254,-258
255,-204
256,-176
257,-153
258,-128
259,-104
260,-77
261,-63
262,-56
263,-51
264,-47
265,-45
266,-42
267,-40
268,-38
269,-36
270,-34
271,-32
272,-30
273,-28
274,-25
275,-21
276,-17
277,-11
278,-5
279,1
280,8
281,16
282,23
283,29
284,34
285,39
286,45
287,54
288,66
289,81
290,98
291,111
292,127
293,145
294,161
295,177
296,195
297,214
298,225
299,232
300,236
301,239
302,240
303,239
304,236
305,232
306,226
307,215
308,197
309,181
310,165
311,148
312,129
313,111
314,97
315,84
316,68
317,47
318,29
319,16
320,2
321,-10
322,-24
323,-37
324,-50
325,-63
326,-72
327,-76
328,-78
329,-80
330,-81
331,-82
332,-83
333,-83
334,-84
335,-84
336,-85
337,-84
338,-84
339,-83
340,-82
341,-81
342,-80
343,-79
344,-77
345,-76
346,-75
347,-74
348,-74
349,-74
350,-73
351,-72
352,-71
353,-70
354,-70
355,-72
356,-76
357,-80
358,-84
359,-87
360,-90
361,-94
362,-98
363,-100
364,-103
365,-105
366,-106
367,-107
368,-108
369,-108
370,-108
371,-108
372,-108
373,-109
374,-110
375,-111
376,-112
377,-113
378,-112
379,-111
380,-110
381,-108
382,-105
383,-101
384,-93
385,-76
386,-60
387,-49
388,-44
389,-41
390,-38
391,-37
392,-37
393,-39
394,-45
395,-54
396,-69
397,-89
398,-103
399,-111
400,-118
401,-125
402,-128
403,-131
404,-133
405,-135
406,-136
407,-137
408,-137
409,-137
410,-136
411,-135
412,-132
413,-129
414,-126
415,-122
416,-119
417,-114
418,-110
419,-105
420,-101
421,-99
422,-95
423,-90
424,-67
425,-20
426,49
427,139
428,240
429,324
430,369
431,340
432,237
433,74
434,-107
435,-264
436,-339
437,-364
438,-346
439,-294
440,-235
441,-193
442,-165
443,-146
444,-124
445,-102
446,-86
447,-74
448,-64
449,-59
450,-56
451,-54
452,-52
453,-51
454,-50
455,-48
456,-46
457,-45
458,-43
459,-41
460,-39
461,-36
462,-34
463,-30
464,-24
465,-17
466,-10
467,-4
468,0
469,5
470,9
471,13
472,17
473,20
474,23
475,29
476,39
477,48
478,60
479,79
480,101
481,122
482,142
483,162
484,178
485,189
486,194
487,197
488,200
489,202
490,198
491,190
492,182
493,174
494,165
495,156
496,145
497,132
498,121
499,112
500,105
501,100
502,94
503,89
504,85
505,82
506,78
507,74
508,69
509,64
510,59
511,52
512,45
513,38
514,29
515,22
516,17
517,13
518,9
519,6
520,4
521,2
522,2
523,3
524,6
525,10
526,15
527,19
528,22
529,25
530,28
531,31
532,33
533,36
