,0
0,664
1,597
2,524
3,445
4,364
5,285
6,204
7,126
8,56
9,-6
10,-68
11,-126
12,-161
13,-202
14,-237
15,-262
16,-289
17,-312
18,-328
19,-340
20,-352
21,-358
22,-363
23,-367
24,-367
25,-366
26,-365
27,-363
28,-361
29,-359
30,-358
31,-356
32,-352
33,-348
34,-343
35,-337
36,-332
37,-329
38,-326
39,-324
40,-322
41,-320
42,-317
43,-314
44,-312
45,-309
46,-308
47,-307
48,-306
49,-305
50,-306
51,-307
52,-307
53,-309
54,-309
55,-309
56,-309
57,-309
58,-310
59,-312
60,-315
61,-318
62,-320
63,-323
64,-326
65,-329
66,-334
67,-339
68,-343
69,-346
70,-349
71,-349
72,-351
73,-353
74,-355
75,-356
76,-358
77,-360
78,-360
79,-361
80,-361
81,-362
82,-362
83,-362
84,-363
85,-363
86,-363
87,-361
88,-361
89,-360
90,-358
91,-357
92,-356
93,-354
94,-353
95,-351
96,-348
97,-346
98,-344
99,-341
100,-338
101,-335
102,-331
103,-328
104,-324
105,-321
106,-318
107,-316
108,-314
109,-311
110,-308
111,-307
112,-304
113,-302
114,-300
115,-297
116,-294
117,-291
118,-287
119,-282
120,-279
121,-276
122,-272
123,-270
124,-267
125,-264
126,-262
127,-260
128,-258
129,-256
130,-254
131,-252
132,-253
133,-253
134,-255
135,-256
136,-257
137,-255
138,-255
139,-253
140,-251
141,-246
142,-238
143,-227
144,-214
145,-201
146,-192
147,-186
148,-183
149,-182
150,-181
151,-182
152,-183
153,-186
154,-190
155,-194
156,-196
157,-195
158,-193
159,-189
160,-186
161,-182
162,-178
163,-175
164,-171
165,-165
166,-161
167,-156
168,-150
169,-145
170,-139
171,-135
172,-131
173,-129
174,-130
175,-132
176,-127
177,-101
178,-40
179,72
180,234
181,443
182,664
183,833
184,900
185,835
186,561
187,109
188,-475
189,-1089
190,-1613
191,-1965
192,-2046
193,-1983
194,-1762
195,-1435
196,-1107
197,-818
198,-554
199,-321
200,-139
201,6
202,100
203,154
204,179
205,202
206,221
207,246
208,268
209,287
210,304
211,319
212,331
213,345
214,357
215,367
216,373
217,379
218,384
219,389
220,394
221,399
222,405
223,412
224,418
225,423
226,428
227,433
228,438
229,444
230,452
231,461
232,472
233,482
234,492
235,501
236,512
237,524
238,535
239,545
240,555
241,565
242,579
243,591
244,604
245,618
246,635
247,651
248,666
249,682
250,700
251,719
252,737
253,756
254,775
255,793
256,811
257,830
258,850
259,870
260,887
261,903
262,916
263,928
264,937
265,945
266,952
267,957
268,960
269,958
270,953
271,944
272,933
273,913
274,873
275,836
276,801
277,742
278,682
279,620
280,547
281,471
282,392
283,311
284,230
285,152
286,78
287,11
288,-52
289,-115
290,-153
291,-195
292,-233
293,-261
294,-289
295,-313
296,-331
297,-345
298,-358
299,-367
300,-374
301,-377
302,-379
303,-379
304,-378
305,-376
306,-375
307,-374
308,-373
309,-371
310,-369
311,-365
312,-361
313,-358
314,-354
315,-352
316,-351
317,-349
318,-345
319,-342
320,-338
321,-335
322,-334
323,-332
324,-331
325,-330
326,-329
327,-329
328,-328
329,-328
330,-329
331,-329
332,-329
333,-330
334,-331
335,-331
336,-333
337,-335
338,-336
339,-338
340,-341
341,-342
342,-345
343,-347
344,-350
345,-352
346,-355
347,-358
348,-361
349,-366
350,-371
351,-375
352,-378
353,-380
354,-380
355,-379
356,-380
357,-382
358,-384
359,-386
360,-388
361,-389
362,-389
363,-388
364,-387
365,-386
366,-385
367,-382
368,-380
369,-377
370,-374
371,-372
372,-371
373,-368
374,-366
375,-364
376,-362
377,-360
378,-358
379,-356
380,-353
381,-349
382,-346
383,-341
384,-337
385,-332
386,-329
387,-324
388,-321
389,-317
390,-315
391,-312
392,-310
393,-308
394,-306
395,-303
396,-300
397,-297
398,-293
399,-290
400,-286
401,-283
402,-279
403,-275
404,-272
405,-269
406,-266
407,-264
408,-261
409,-259
410,-258
411,-258
412,-258
413,-259
414,-258
415,-256
416,-255
417,-251
418,-247
419,-241
420,-230
421,-214
422,-200
423,-187
424,-179
425,-176
426,-175
427,-174
428,-174
429,-174
430,-175
431,-177
432,-180
433,-182
434,-183
435,-181
436,-177
437,-171
438,-165
439,-159
440,-154
441,-150
442,-148
443,-146
444,-143
445,-139
446,-135
447,-131
448,-126
449,-123
450,-120
451,-116
452,-114
453,-116
454,-98
455,-65
456,2
457,120
458,293
459,502
460,722
461,878
462,932
463,836
464,543
465,74
466,-517
467,-1114
468,-1618
469,-1945
470,-2018
471,-1953
472,-1743
473,-1434
474,-1124
475,-839
476,-567
477,-320
478,-118
479,33
480,131
481,184
482,200
483,222
484,245
485,268
486,292
487,312
488,328
489,344
490,361
491,376
492,389
493,398
494,406
495,413
496,418
497,422
498,428
499,436
500,446
501,454
502,462
503,468
504,472
505,478
506,484
507,491
508,499
509,508
510,518
511,528
512,538
513,549
514,560
515,568
516,578
517,589
518,601
519,613
520,627
521,640
522,655
523,669
524,684
525,699
526,717
527,734
528,750
529,766
530,786
531,806
532,826
533,846
534,867
535,885
536,906
537,923
538,937
539,952
540,969
541,982
542,994
543,1006
544,1017
545,1025
546,1027
547,1025
548,1018
549,1006
550,995
551,975
