,0
0,99
1,97
2,83
3,51
4,-13
5,-108
6,-235
7,-374
8,-502
9,-589
10,-602
11,-585
12,-472
13,-323
14,-142
15,11
16,121
17,173
18,190
19,177
20,137
21,88
22,70
23,62
24,55
25,56
26,64
27,70
28,75
29,78
30,80
31,81
32,79
33,76
34,71
35,66
36,60
37,52
38,43
39,34
40,25
41,18
42,12
43,6
44,2
45,0
46,-2
47,-3
48,-4
49,-6
50,-8
51,-11
52,-12
53,-12
54,-11
55,-10
56,-9
57,-7
58,-5
59,-1
60,-2
61,-15
62,-27
63,-39
64,-48
65,-54
66,-63
67,-80
68,-98
69,-111
70,-124
71,-136
72,-146
73,-152
74,-157
75,-162
76,-167
77,-169
78,-166
79,-160
80,-156
81,-153
82,-151
83,-149
84,-146
85,-143
86,-139
87,-134
88,-127
89,-116
90,-94
91,-71
92,-44
93,-29
94,-22
95,-17
96,-14
97,-11
98,-8
99,-5
100,-1
101,0
102,2
103,3
104,5
105,7
106,9
107,11
108,13
109,16
110,18
111,17
112,13
113,8
114,0
115,-9
116,-23
117,-27
118,-29
119,-30
120,-31
121,-32
122,-33
123,-33
124,-33
125,-33
126,-33
127,-34
128,-34
129,-34
130,-34
131,-33
132,-33
133,-33
134,-34
135,-35
136,-36
137,-36
138,-39
139,-43
140,-47
141,-49
142,-51
143,-54
144,-56
145,-59
146,-61
147,-63
148,-64
149,-64
150,-65
151,-65
152,-64
153,-63
154,-61
155,-59
156,-57
157,-56
158,-55
159,-55
160,-54
161,-54
162,-54
163,-54
164,-54
165,-53
166,-51
167,-50
168,-48
169,-47
170,-46
171,-46
172,-47
173,-47
174,-49
175,-52
176,-57
177,-62
178,-67
179,-72
180,-78
181,-86
182,-93
183,-103
184,-116
185,-132
186,-136
187,-139
188,-141
189,-143
190,-144
191,-143
192,-139
193,-132
194,-124
195,-116
196,-107
197,-98
198,-87
199,-76
200,-70
201,-66
202,-63
203,-60
204,-58
205,-56
206,-53
207,-51
208,-50
209,-48
210,-47
211,-45
212,-44
213,-43
214,-43
215,-42
216,-41
217,-40
218,-37
219,-34
220,-33
221,-35
222,-40
223,-49
224,-76
225,-137
226,-221
227,-325
228,-438
229,-544
230,-605
231,-625
232,-597
233,-515
234,-380
235,-222
236,-84
237,20
238,76
239,97
240,98
241,83
242,67
243,52
244,49
245,46
246,43
247,47
248,50
249,51
250,51
251,51
252,50
253,50
254,49
255,49
256,49
257,49
258,48
259,47
260,44
261,42
262,40
263,38
264,37
265,35
266,33
267,31
268,29
269,27
270,24
271,21
272,16
273,6
274,-16
275,-34
276,-44
277,-55
278,-65
279,-74
280,-81
281,-88
282,-94
283,-102
284,-110
285,-118
286,-125
287,-132
288,-139
289,-145
290,-150
291,-154
292,-158
293,-162
294,-166
295,-170
296,-174
297,-177
298,-180
299,-181
300,-180
301,-177
302,-173
303,-167
304,-161
305,-153
306,-141
307,-131
308,-124
309,-115
310,-104
311,-90
312,-71
313,-48
314,-31
315,-21
316,-7
317,9
318,30
319,52
320,66
321,78
322,88
323,96
324,103
325,106
326,109
327,111
328,113
329,115
330,116
331,117
332,118
333,120
334,121
335,122
336,122
337,121
338,120
339,119
340,120
341,120
342,121
343,122
344,124
345,129
346,130
347,125
348,121
349,117
350,114
351,114
352,119
353,125
354,129
355,132
356,135
357,138
358,141
359,142
360,142
361,142
362,141
363,141
364,140
365,138
366,136
367,134
368,132
369,132
370,133
371,135
372,137
373,139
374,142
375,146
376,148
377,146
378,138
379,130
380,123
381,117
382,110
383,105
384,102
385,102
386,103
387,104
388,106
389,108
390,109
391,111
392,113
393,115
394,117
395,118
396,119
397,119
398,117
399,115
400,112
401,107
402,103
403,98
404,93
405,91
406,89
407,86
408,84
409,81
410,78
411,75
412,73
413,71
414,69
415,67
416,64
417,62
418,61
419,60
420,58
421,56
422,52
423,47
424,41
425,36
426,31
427,26
428,20
429,15
430,10
431,5
432,1
433,0
434,-2
435,-2
436,-1
437,0
438,3
439,8
440,14
441,20
442,27
443,39
444,49
445,58
446,63
447,67
448,70
449,73
450,76
451,78
452,80
453,80
454,80
