,0
0,-475
1,-559
2,-638
3,-714
4,-766
5,-785
6,-758
7,-680
8,-594
9,-491
10,-390
11,-301
12,-224
13,-144
14,-45
15,75
16,200
17,311
18,401
19,483
20,565
21,654
22,748
23,836
24,907
25,943
26,956
27,961
28,956
29,945
30,929
31,901
32,865
33,836
34,814
35,790
36,765
37,738
38,716
39,701
40,685
41,670
42,655
43,637
44,625
45,617
46,610
47,603
48,598
49,593
50,586
51,573
52,548
53,521
54,494
55,476
56,466
57,461
58,461
59,469
60,481
61,495
62,514
63,530
64,551
65,577
66,596
67,611
68,626
69,644
70,667
71,708
72,752
73,804
74,836
75,863
76,883
77,902
78,927
79,962
80,979
81,986
82,992
83,996
84,1000
85,1002
86,1005
87,1006
88,1008
89,1008
90,1008
91,1008
92,1008
93,1008
94,1009
95,1012
96,1017
97,998
98,983
99,974
100,969
101,964
102,959
103,955
104,951
105,947
106,942
107,935
108,920
109,890
110,838
111,782
112,728
113,680
114,651
115,620
116,592
117,572
118,557
119,543
120,527
121,503
122,480
123,464
124,451
125,442
126,434
127,429
128,429
129,436
130,449
131,469
132,503
133,529
134,545
135,557
136,566
137,576
138,587
139,599
140,612
141,624
142,636
143,648
144,660
145,679
146,708
147,728
148,741
149,746
150,739
151,723
152,697
153,660
154,624
155,582
156,552
157,535
158,524
159,516
160,511
161,505
162,484
163,418
164,322
165,210
166,86
167,-52
168,-210
169,-386
170,-571
171,-751
172,-915
173,-1055
174,-1176
175,-1284
176,-1382
177,-1469
178,-1543
179,-1607
180,-1663
181,-1697
182,-1733
183,-1769
184,-1792
185,-1807
186,-1813
187,-1810
188,-1801
189,-1775
190,-1725
191,-1695
192,-1666
193,-1634
194,-1608
195,-1588
196,-1574
197,-1556
198,-1530
199,-1499
200,-1467
201,-1411
202,-1338
203,-1240
204,-1128
205,-997
206,-851
207,-706
208,-570
209,-445
210,-339
211,-268
212,-245
213,-258
214,-296
215,-381
216,-480
217,-581
218,-676
219,-763
220,-837
221,-881
222,-895
223,-886
224,-859
225,-811
226,-784
227,-739
228,-693
229,-640
230,-585
231,-528
232,-497
233,-479
234,-469
235,-460
236,-448
237,-436
238,-427
239,-420
240,-414
241,-409
242,-403
243,-398
244,-394
245,-390
246,-386
247,-382
248,-377
249,-372
250,-369
251,-365
252,-361
253,-357
254,-353
255,-349
256,-346
257,-342
258,-337
259,-331
260,-323
261,-313
262,-299
263,-287
264,-278
265,-262
266,-234
267,-207
268,-187
269,-174
270,-161
271,-147
272,-130
273,-113
274,-96
275,-80
276,-65
277,-50
278,-33
279,-17
280,0
281,16
282,32
283,48
284,68
285,82
286,92
287,100
288,107
289,112
290,117
291,123
292,131
293,135
294,127
295,108
296,78
297,41
298,-10
299,-65
300,-118
301,-172
302,-228
303,-278
304,-312
305,-343
306,-366
307,-383
308,-400
309,-418
310,-439
311,-451
312,-460
313,-467
314,-472
315,-475
316,-473
317,-467
318,-458
319,-446
320,-422
321,-388
322,-371
323,-361
324,-353
325,-344
326,-333
327,-323
328,-311
329,-298
330,-286
331,-277
332,-268
333,-249
334,-222
335,-208
336,-201
337,-196
338,-192
339,-190
340,-189
341,-190
342,-193
343,-198
344,-203
345,-210
346,-218
347,-232
348,-246
349,-260
350,-283
351,-310
352,-352
353,-398
354,-448
355,-496
356,-546
357,-575
358,-626
359,-675
360,-723
361,-771
362,-802
363,-838
364,-867
365,-891
366,-911
367,-922
368,-928
369,-932
370,-932
371,-925
372,-914
373,-900
374,-881
375,-861
376,-846
377,-835
378,-824
379,-816
380,-807
381,-796
382,-782
383,-770
384,-761
385,-753
386,-743
387,-730
388,-710
389,-684
390,-669
391,-660
392,-654
393,-651
394,-654
395,-660
396,-669
397,-683
398,-710
399,-727
400,-735
401,-741
402,-746
403,-749
404,-749
405,-745
406,-739
407,-732
408,-726
409,-722
410,-718
411,-713
412,-710
413,-706
414,-703
415,-700
416,-697
417,-693
418,-690
419,-688
420,-686
421,-685
422,-683
423,-680
424,-676
425,-670
426,-659
427,-647
428,-633
429,-618
430,-600
431,-581
432,-556
433,-529
434,-511
435,-499
436,-484
437,-477
438,-474
439,-472
440,-470
441,-468
442,-466
443,-464
444,-462
445,-459
446,-457
447,-455
448,-454
449,-452
450,-450
451,-447
452,-443
453,-432
454,-422
455,-412
456,-402
457,-392
458,-378
459,-358
460,-303
461,-228
462,-128
463,-9
464,120
465,244
466,349
467,431
468,467
469,478
470,458
471,400
472,306
473,188
474,58
475,-63
476,-160
477,-232
478,-287
479,-310
480,-322
481,-330
482,-328
483,-313
484,-290
485,-264
486,-243
487,-221
488,-199
489,-175
490,-160
491,-153
492,-148
493,-143
494,-138
495,-132
496,-126
497,-118
498,-105
499,-85
500,-65
501,-38
502,-7
503,22
504,53
505,76
506,90
507,102
508,111
509,118
510,125
511,130
512,137
513,145
514,154
515,164
516,177
517,189
518,201
519,215
520,231
521,251
522,269
523,284
524,297
525,310
526,326
527,345
528,363
529,380
530,398
531,418
532,446
533,477
534,505
535,539
536,578
537,616
538,653
539,688
540,721
541,750
542,769
543,781
544,794
545,807
546,818
547,826
548,834
549,839
550,844
551,847
552,852
553,857
554,861
555,860
556,853
557,841
558,827
559,810
560,792
561,774
562,757
563,741
564,731
565,725
566,720
567,717
568,714
569,713
570,713
571,715
572,718
573,722
574,728
575,735
576,743
577,757
578,771
579,785
580,799
581,812
582,827
583,843
584,861
585,882
586,900
587,919
588,937
589,952
590,960
591,965
592,968
593,973
594,978
595,983
596,988
597,992
598,998
599,1006
600,1024
601,1056
602,1069
603,1073
604,1076
605,1078
606,1081
607,1084
608,1085
609,1085
610,1085
611,1085
612,1085
613,1084
614,1084
615,1084
616,1084
617,1084
618,1083
619,1084
620,1084
621,1085
622,1086
623,1088
624,1090
625,1093
626,1095
627,1098
628,1101
629,1106
630,1116
631,1127
632,1135
633,1141
634,1146
635,1149
636,1152
637,1156
638,1159
639,1162
640,1164
641,1163
642,1160
643,1153
644,1145
645,1135
646,1120
647,1097
648,1079
649,1069
650,1062
651,1057
652,1052
653,1047
654,1042
655,1037
656,1033
657,1028
658,1022
659,1016
660,1011
661,1006
662,1002
663,1000
664,996
665,994
666,992
667,991
668,990
669,989
670,988
671,986
672,985
673,984
674,983
675,982
676,981
677,979
678,978
679,977
680,976
681,975
682,973
683,970
684,967
685,964
686,961
687,956
688,948
689,938
690,929
691,920
692,911
693,901
694,891
695,881
696,873
697,866
698,861
699,855
700,849
701,842
702,834
703,825
704,813
705,791
706,757
707,734
708,720
709,706
710,692
711,681
712,673
713,665
714,659
715,655
716,651
717,647
718,641
719,633
720,630
721,636
722,654
723,706
724,784
725,889
726,1017
727,1157
728,1292
729,1401
730,1441
731,1435
732,1365
733,1230
734,1056
735,854
736,655
737,479
738,346
739,272
740,246
741,236
742,242
743,254
744,263
745,273
746,281
747,280
748,272
749,260
750,251
751,241
752,232
753,225
754,219
755,215
756,213
757,210
758,209
759,207
760,206
761,203
762,201
763,198
764,194
765,190
766,186
767,182
768,177
769,173
770,169
771,166
772,162
773,159
774,155
775,151
776,147
777,144
778,141
779,137
780,134
781,132
782,131
783,130
784,130
785,131
786,132
787,134
788,136
789,138
790,140
791,142
792,144
793,146
794,148
795,150
796,151
797,152
798,153
799,155
800,157
801,159
802,161
803,163
804,163
805,163
806,161
807,158
808,152
809,146
810,137
811,121
812,92
813,70
814,54
815,33
816,11
817,-9
818,-27
819,-50
820,-79
821,-108
822,-140
823,-173
824,-211
825,-253
826,-288
827,-319
828,-349
829,-370
830,-384
831,-391
832,-396
833,-399
834,-401
835,-403
836,-405
837,-406
838,-407
839,-407
840,-406
841,-404
842,-401
843,-397
844,-392
845,-387
846,-383
847,-379
848,-376
849,-373
850,-370
851,-367
852,-364
853,-361
854,-357
855,-353
856,-349
857,-345
858,-362
859,-356
860,-351
861,-344
862,-337
863,-327
