,0
0,-379
1,-408
2,-407
3,-372
4,-308
5,-229
6,-149
7,-80
8,-34
9,-20
10,-12
11,-4
12,2
13,7
14,11
15,15
16,18
17,21
18,24
19,26
20,28
21,29
22,30
23,32
24,33
25,34
26,35
27,35
28,36
29,37
30,39
31,41
32,43
33,44
34,46
35,47
36,48
37,49
38,50
39,50
40,51
41,52
42,53
43,55
44,56
45,57
46,59
47,60
48,61
49,63
50,64
51,65
52,65
53,66
54,68
55,69
56,71
57,74
58,76
59,78
60,79
61,81
62,84
63,86
64,89
65,93
66,96
67,99
68,102
69,104
70,107
71,110
72,112
73,114
74,116
75,118
76,120
77,122
78,125
79,127
80,128
81,130
82,131
83,132
84,133
85,134
86,134
87,135
88,136
89,138
90,142
91,142
92,132
93,122
94,111
95,98
96,80
97,59
98,42
99,29
100,17
101,7
102,0
103,-7
104,-14
105,-18
106,-21
107,-23
108,-25
109,-27
110,-29
111,-31
112,-32
113,-34
114,-35
115,-36
116,-36
117,-37
118,-37
119,-38
120,-39
121,-39
122,-40
123,-40
124,-40
125,-41
126,-41
127,-40
128,-39
129,-38
130,-37
131,-35
132,-33
133,-31
134,-29
135,-28
136,-26
137,-25
138,-24
139,-23
140,-22
141,-21
142,-21
143,-22
144,-22
145,-23
146,-24
147,-25
148,-27
149,-28
150,-30
151,-31
152,-32
153,-32
154,-33
155,-35
156,-38
157,-40
158,-41
159,-42
160,-42
161,-42
162,-42
163,-42
164,-41
165,-40
166,-38
167,-37
168,-36
169,-36
170,-36
171,-36
172,-36
173,-37
174,-38
175,-39
176,-41
177,-43
178,-44
179,-45
180,-45
181,-46
182,-48
183,-49
184,-49
185,-49
186,-47
187,-44
188,-41
189,-39
190,-38
191,-37
192,-36
193,-34
194,-33
195,-32
196,-31
197,-32
198,-32
199,-33
200,-33
201,-34
202,-34
203,-35
204,-35
205,-35
206,-35
207,-35
208,-35
209,-35
210,-36
211,-36
212,-36
213,-36
214,-36
215,-36
216,-35
217,-34
218,-34
219,-33
220,-31
221,-30
222,-28
223,-27
224,-26
225,-25
226,-25
227,-25
228,-24
229,-24
230,-24
231,-25
232,-25
233,-25
234,-25
235,-24
236,-24
237,-23
238,-23
239,-22
240,-21
241,-21
242,-21
243,-21
244,-22
245,-22
246,-22
247,-21
248,-20
249,-19
250,-19
251,-18
252,-17
253,-17
254,-16
