,0
0,22
1,20
2,16
3,8
4,-9
5,-24
6,-34
7,-34
8,-25
9,0
10,71
11,175
12,311
13,464
14,606
15,681
16,680
17,597
18,410
19,172
20,-63
21,-232
22,-288
23,-288
24,-234
25,-166
26,-114
27,-95
28,-88
29,-85
30,-82
31,-77
32,-71
33,-64
34,-58
35,-53
36,-49
37,-44
38,-40
39,-36
40,-32
41,-28
42,-24
43,-21
44,-17
45,-13
46,-10
47,-7
48,-6
49,-6
50,-7
51,-9
52,-11
53,-13
54,-15
55,-17
56,-19
57,-21
58,-24
59,-26
60,-29
61,-32
62,-35
63,-38
64,-40
65,-42
66,-45
67,-49
68,-59
69,-80
70,-91
71,-97
72,-101
73,-105
74,-107
75,-109
76,-109
77,-110
78,-110
79,-110
80,-109
81,-110
82,-109
83,-109
84,-108
85,-103
86,-97
87,-88
88,-72
89,-48
90,-27
91,-6
92,14
93,34
94,47
95,54
96,60
97,66
98,72
99,78
100,83
101,86
102,90
103,94
104,98
105,104
106,109
107,115
108,119
109,124
110,128
111,133
112,137
113,141
114,145
115,149
116,153
117,156
118,160
119,164
120,167
121,170
122,173
123,174
124,175
125,176
126,175
127,174
128,171
129,168
130,164
131,159
132,155
133,151
134,147
135,143
136,137
137,130
138,124
139,118
140,116
141,116
142,118
143,121
144,126
145,132
146,139
147,152
148,164
149,175
150,187
151,202
152,219
153,236
154,254
155,268
156,282
157,296
158,310
159,325
160,341
161,357
162,371
163,382
164,392
165,401
166,410
167,419
168,429
169,441
170,447
171,452
172,456
173,460
174,462
175,462
176,461
177,458
178,454
179,449
180,444
181,440
182,433
183,426
184,422
185,421
186,424
187,432
188,443
189,482
190,533
191,595
192,662
193,734
194,808
195,878
196,950
197,1034
198,1138
199,1273
200,1451
201,1685
202,1972
203,2287
204,2583
205,2799
206,2880
207,2796
208,2582
209,2299
210,2015
211,1779
212,1608
213,1493
214,1409
215,1333
216,1262
217,1192
218,1107
219,1006
220,893
221,779
222,668
223,564
224,467
225,371
226,273
227,178
228,88
229,9
230,-57
231,-108
232,-149
233,-161
234,-163
235,-164
236,-165
237,-166
238,-166
239,-166
240,-165
241,-163
242,-160
243,-157
244,-154
245,-150
246,-145
247,-143
248,-145
249,-151
250,-160
251,-174
252,-198
253,-216
254,-227
255,-239
256,-250
257,-257
258,-262
259,-266
260,-270
261,-272
262,-273
263,-273
264,-272
265,-270
266,-267
267,-264
268,-261
269,-258
270,-254
271,-250
272,-246
273,-245
274,-246
275,-250
276,-257
277,-266
278,-282
279,-314
280,-348
281,-378
282,-406
283,-428
284,-441
285,-449
286,-453
287,-448
288,-436
289,-423
290,-407
291,-390
292,-380
293,-373
294,-368
295,-363
296,-358
297,-354
298,-348
299,-343
300,-334
301,-322
302,-311
303,-304
304,-300
305,-296
306,-294
307,-293
308,-295
309,-299
310,-306
311,-314
312,-331
313,-354
314,-363
315,-369
316,-373
317,-374
318,-373
319,-367
320,-359
321,-331
322,-293
323,-269
324,-246
325,-229
326,-215
327,-198
328,-172
329,-159
330,-153
331,-149
332,-145
333,-143
334,-140
335,-138
336,-135
337,-133
338,-130
339,-128
340,-125
341,-123
342,-119
343,-113
344,-106
345,-101
346,-96
347,-92
348,-89
349,-87
350,-84
351,-82
352,-81
353,-79
354,-77
355,-76
356,-74
357,-73
358,-71
359,-70
360,-69
361,-67
362,-66
363,-64
364,-63
365,-60
366,-58
367,-57
368,-56
369,-57
370,-61
371,-67
372,-73
373,-79
374,-84
375,-89
376,-94
377,-99
378,-103
379,-107
380,-110
381,-111
382,-112
383,-112
384,-111
385,-109
386,-106
387,-101
388,-95
389,-87
390,-58
391,-4
392,79
393,198
394,351
395,525
396,693
397,802
398,809
399,738
400,531
401,262
402,-3
403,-201
404,-284
405,-292
406,-248
407,-176
408,-116
409,-79
410,-67
411,-60
412,-54
413,-48
414,-42
415,-35
416,-27
417,-15
418,-2
419,12
420,23
421,31
422,37
423,43
424,50
425,58
426,72
427,93
428,112
429,133
430,152
431,165
432,179
433,186
434,189
435,191
436,193
437,195
438,197
439,200
440,203
441,206
442,209
443,211
444,213
445,216
446,219
447,224
448,230
449,237
450,243
451,248
452,252
453,256
454,259
455,262
456,264
457,266
458,267
459,269
460,270
461,272
462,273
463,273
464,273
465,273
466,272
467,270
468,268
469,266
470,262
471,258
472,253
473,247
474,237
475,226
476,215
477,204
478,191
479,187
480,186
481,184
482,183
483,182
484,183
485,189
486,196
487,200
488,203
489,206
490,209
491,213
492,216
493,219
494,220
495,221
496,221
497,220
498,218
499,216
500,213
501,209
502,206
503,202
504,197
505,191
506,178
507,168
508,160
509,148
510,126
511,110
512,102
513,96
514,90
515,84
516,78
517,74
518,70
519,66
520,62
521,58
522,54
523,50
524,45
525,37
526,25
527,11
528,-1
529,-14
530,-28
531,-36
532,-41
533,-46
534,-50
535,-52
536,-53
537,-52
538,-50
539,-47
540,-43
541,-40
542,-37
543,-34
544,-30
