,0
0,-24
1,-18
2,-12
3,-7
4,-4
5,-1
6,1
7,3
8,4
9,3
10,3
11,1
12,0
13,-1
14,-3
15,-4
16,-6
17,-10
18,-15
19,-17
20,-13
21,-3
22,9
23,27
24,50
25,59
26,63
27,66
28,69
29,72
30,74
31,77
32,80
33,84
34,89
35,94
36,101
37,108
38,114
39,121
40,130
41,141
42,150
43,156
44,160
45,164
46,167
47,170
48,174
49,178
50,181
51,183
52,183
53,182
54,178
55,173
56,167
57,161
58,155
59,148
60,139
61,130
62,120
63,109
64,96
65,80
66,57
67,39
68,25
69,17
70,12
71,8
72,4
73,0
74,-4
75,-10
76,-15
77,-19
78,-24
79,-29
80,-35
81,-41
82,-47
83,-51
84,-53
85,-54
86,-53
87,-53
88,-54
89,-55
90,-56
91,-57
92,-59
93,-61
94,-57
95,-49
96,-43
97,-38
98,-33
99,-29
100,-27
101,-27
102,-29
103,-30
104,-32
105,-34
106,-35
107,-37
108,-39
109,-41
110,-42
111,-43
112,-43
113,-43
114,-42
115,-42
116,-41
117,-40
118,-38
119,-37
120,-35
121,-33
122,-31
123,-30
124,-27
125,-25
126,-21
127,-18
128,-15
129,-13
130,-10
131,-8
132,-6
133,-4
134,-2
135,0
136,0
137,1
138,0
139,0
140,-1
141,-2
142,-4
143,-6
144,-9
145,-11
146,-14
147,-17
148,-19
149,-20
150,-20
151,-17
152,-13
153,-8
154,-3
155,2
156,9
157,14
158,15
159,13
160,8
161,3
162,0
163,-3
164,-7
165,-11
166,-14
167,-15
168,-14
169,-10
170,-5
171,-1
172,1
173,5
174,9
175,14
176,19
177,23
178,25
179,26
180,27
181,27
182,27
183,26
184,25
185,23
186,23
187,24
188,28
189,31
190,23
191,9
192,4
193,1
194,-1
195,-3
196,-5
197,-7
198,-9
199,-11
200,-13
201,-15
202,-16
203,-17
204,-18
205,-18
206,-17
207,-16
208,-14
209,-13
210,-12
211,-11
212,-12
213,-12
214,-12
215,-13
216,-13
217,-13
218,-13
219,-13
220,-14
221,-13
222,-12
223,-10
224,-8
225,-7
226,-6
227,-5
228,-4
229,-3
230,-1
231,0
232,1
233,2
234,4
235,7
236,11
237,15
238,19
239,23
240,25
241,27
242,29
243,30
244,31
245,31
246,31
247,31
248,32
249,33
250,35
251,38
252,40
253,40
254,37
255,29
256,21
257,13
258,9
259,4
260,0
261,-3
262,-7
263,-10
264,-13
265,-15
266,-18
267,-20
268,-23
269,-24
270,-26
271,-27
272,-29
273,-30
274,-31
275,-33
276,-35
277,-36
278,-38
279,-40
280,-42
281,-43
282,-44
283,-46
284,-49
285,-57
286,-63
287,-63
288,-58
289,-47
290,-16
291,48
292,139
293,247
294,366
295,478
296,551
297,559
298,527
299,401
300,233
301,79
302,-17
303,-49
304,-36
305,0
306,49
307,66
308,49
309,20
310,-12
311,-31
312,-40
313,-46
314,-51
315,-55
316,-60
317,-64
318,-68
319,-73
320,-79
321,-88
322,-96
323,-99
324,-95
325,-87
326,-79
327,-76
328,-75
329,-73
330,-72
331,-71
332,-69
333,-67
334,-66
335,-65
336,-63
337,-62
338,-61
339,-60
340,-60
341,-60
342,-60
343,-60
344,-60
345,-59
346,-58
347,-56
348,-55
349,-52
350,-49
351,-46
352,-43
353,-41
354,-39
355,-36
356,-31
357,-15
358,-4
359,2
360,7
361,10
362,12
363,15
364,18
365,22
366,26
367,30
368,35
369,41
370,50
371,65
372,90
373,110
374,119
375,125
376,132
377,138
378,142
379,145
380,147
381,148
382,148
383,147
384,146
385,143
386,138
387,131
388,125
389,118
390,101
391,66
392,49
393,41
394,35
395,31
396,26
397,21
398,13
399,5
400,-3
401,-11
402,-19
403,-28
404,-41
405,-54
406,-61
407,-62
408,-63
409,-63
410,-62
411,-62
412,-62
413,-62
414,-62
415,-62
416,-63
417,-63
418,-64
419,-65
420,-66
421,-66
422,-64
423,-63
424,-61
425,-59
426,-57
427,-55
428,-54
429,-52
430,-51
431,-50
432,-50
433,-50
434,-50
435,-50
436,-50
437,-49
438,-48
439,-46
440,-45
441,-43
442,-43
443,-43
444,-44
445,-46
446,-48
447,-50
448,-53
449,-55
450,-57
451,-61
452,-64
453,-66
454,-64
455,-58
456,-50
457,-43
458,-40
459,-37
460,-35
461,-33
462,-31
463,-30
464,-28
465,-26
466,-24
467,-22
468,-21
469,-20
470,-19
471,-20
472,-21
473,-22
474,-24
475,-26
476,-28
477,-30
478,-32
479,-33
480,-34
481,-34
482,-35
483,-35
484,-35
485,-35
486,-35
487,-36
488,-40
489,-44
490,-35
491,-19
492,-7
493,4
494,13
495,16
496,16
497,17
498,19
499,21
500,23
501,18
502,10
503,4
504,0
505,-5
506,-8
507,-9
508,-7
509,-2
510,3
511,9
512,14
513,21
514,29
515,36
516,39
517,38
518,34
519,28
520,22
521,17
522,10
523,3
524,-2
525,-6
526,-6
527,-2
528,1
529,6
530,8
531,10
532,12
533,15
534,18
535,20
536,22
537,23
538,24
539,24
540,25
541,25
542,26
543,27
544,28
