,0
0,-56
1,-55
2,-53
3,-52
4,-51
5,-50
6,-49
7,-48
8,-47
9,-45
10,-44
11,-43
12,-41
13,-39
14,-37
15,-35
16,-34
17,-32
18,-32
19,-31
20,-30
21,-30
22,-29
23,-29
24,-29
25,-28
26,-28
27,-27
28,-26
29,-26
30,-25
31,-25
32,-26
33,-26
34,-26
35,-25
36,-24
37,-24
38,-23
39,-22
40,-21
41,-20
42,-19
43,-18
44,-17
45,-17
46,-16
47,-16
48,-16
49,-16
50,-16
51,-16
52,-15
53,-15
54,-14
55,-13
56,-13
57,-12
58,-12
59,-12
60,-12
61,-13
62,-13
63,-14
64,-14
65,-15
66,-16
67,-16
68,-15
69,-15
70,-15
71,-16
72,-16
73,-16
74,-16
75,-16
76,-16
77,-16
78,-16
79,-15
80,-15
81,-14
82,-13
83,-13
84,-12
85,-11
86,-11
87,-10
88,-9
89,-9
90,-8
91,-8
92,-7
93,-5
94,-3
95,-1
96,0
97,2
98,5
99,7
100,9
101,11
102,13
103,14
104,16
105,17
106,19
107,21
108,23
109,26
110,28
111,31
112,34
113,36
114,37
115,37
116,37
117,36
118,35
119,34
120,32
121,30
122,27
123,25
124,22
125,19
126,11
127,5
128,0
129,-3
130,-6
131,-9
132,-11
133,-13
134,-14
135,-15
136,-16
137,-16
138,-17
139,-18
140,-20
141,-21
142,-22
143,-21
144,-20
145,-19
146,-18
147,-17
148,-16
149,-14
150,-13
151,-11
152,-9
153,-8
154,-5
155,-2
156,2
157,22
158,59
159,109
160,172
161,245
162,327
163,408
164,481
165,526
166,530
167,503
168,415
169,290
170,158
171,44
172,-32
173,-56
174,-64
175,-56
176,-46
177,-39
178,-38
179,-42
180,-44
181,-45
182,-46
183,-47
184,-48
185,-48
186,-48
187,-48
188,-47
189,-46
190,-45
191,-43
192,-40
193,-37
194,-34
195,-32
196,-29
197,-27
198,-24
199,-22
200,-19
201,-17
202,-15
203,-14
204,-12
205,-11
206,-9
207,-6
208,-1
209,1
210,4
211,6
212,6
213,7
214,9
215,10
216,11
217,13
218,15
219,17
220,19
221,22
222,25
223,27
224,29
225,31
226,33
227,36
228,38
229,41
230,44
231,46
232,48
233,50
234,52
235,54
236,56
237,59
238,63
239,73
240,82
241,87
242,90
243,93
244,95
245,96
246,97
247,98
248,99
249,98
250,98
251,97
252,96
253,94
254,93
255,91
256,89
257,85
258,80
259,75
260,69
261,59
262,45
263,36
264,30
265,24
266,18
267,11
268,3
269,-2
270,-4
271,-6
272,-7
273,-8
274,-9
275,-10
276,-11
277,-12
278,-13
279,-14
280,-14
281,-15
282,-15
283,-15
284,-15
285,-15
286,-14
287,-14
288,-12
289,-11
290,-10
291,-8
292,-6
293,-5
294,-3
295,-2
296,-1
297,0
298,1
299,2
300,4
301,5
302,6
303,8
304,9
305,11
306,12
307,13
308,14
309,14
310,14
311,15
312,15
313,15
314,15
315,15
316,15
317,15
318,15
319,15
320,15
321,16
322,16
323,16
324,16
325,16
326,16
327,16
328,16
329,16
330,16
331,16
332,16
333,16
334,16
335,15
336,15
337,14
338,13
339,12
340,11
341,9
342,6
343,4
344,2
345,1
346,0
347,0
348,0
349,-1
350,-1
351,-2
352,-3
353,-3
354,-3
355,-3
356,-3
357,-3
358,-3
359,-2
360,-1
361,-1
362,-1
363,0
364,0
365,0
366,0
367,0
368,-1
369,-2
370,-3
371,-4
372,-5
373,-5
374,-6
375,-7
376,-8
377,-9
378,-10
379,-12
380,-13
381,-15
382,-17
383,-19
384,-20
385,-20
386,-19
387,-17
388,-16
389,-15
390,-14
391,-13
392,-12
393,-11
394,-9
395,-8
396,-7
397,-6
398,-4
399,-3
400,-1
401,0
402,0
403,1
404,2
405,4
406,5
407,7
408,11
409,14
410,16
411,15
412,11
413,7
414,3
415,-2
416,-7
417,-10
418,-12
419,-13
420,-15
421,-17
422,-18
423,-20
424,-22
425,-24
426,-25
427,-27
428,-28
429,-30
430,-31
431,-32
432,-33
433,-33
434,-34
435,-35
436,-35
437,-34
438,-33
439,-31
440,-29
441,-27
442,-24
443,-20
444,-11
445,5
446,30
447,65
448,113
449,178
450,255
451,338
452,414
453,473
454,496
455,492
456,444
457,351
458,241
459,132
460,43
461,-18
462,-45
463,-54
464,-49
465,-42
466,-38
467,-42
468,-48
469,-52
470,-51
471,-41
472,-38
473,-36
474,-34
475,-33
476,-32
477,-31
478,-31
479,-31
480,-30
481,-29
482,-28
483,-28
484,-28
485,-28
486,-29
487,-29
488,-29
489,-29
490,-30
491,-29
492,-29
493,-29
494,-29
495,-28
496,-28
497,-28
498,-28
499,-27
500,-26
501,-26
502,-25
503,-24
504,-24
505,-23
506,-22
507,-21
508,-21
509,-20
510,-20
511,-20
512,-19
513,-17
514,-16
515,-15
516,-14
517,-13
518,-11
519,-10
520,-8
521,-6
522,-5
523,-3
524,-2
525,0
526,1
527,3
528,5
529,7
530,10
531,12
532,15
533,17
534,19
535,20
536,20
537,19
538,18
539,16
540,13
541,11
542,8
543,5
544,1
545,-2
546,-5
547,-8
548,-10
549,-12
550,-14
551,-17
552,-20
553,-24
554,-29
555,-35
556,-44
557,-54
558,-63
559,-67
560,-70
561,-73
562,-74
563,-76
564,-76
565,-76
566,-75
567,-73
568,-71
569,-68
570,-65
571,-62
572,-57
573,-53
574,-50
575,-47
576,-45
577,-44
578,-42
579,-41
580,-41
581,-41
582,-40
583,-40
584,-39
585,-38
586,-38
587,-37
588,-36
589,-35
590,-34
591,-33
592,-31
593,-29
594,-27
595,-24
596,-20
597,-16
598,-13
599,-10
600,-8
601,-7
602,-6
603,-5
604,-4
605,-4
606,-3
607,-3
608,-3
609,-2
610,-2
611,-2
612,-2
613,-1
614,-1
615,-1
616,-1
617,-1
618,-1
619,-2
620,-2
621,-3
622,-3
623,-4
624,-4
625,-4
626,-4
627,-4
628,-4
629,-3
630,-3
631,-4
632,-4
633,-4
634,-5
635,-5
636,-5
