,0
0,-58
1,-54
2,-51
3,-48
4,-45
5,-43
6,-39
7,-36
8,-34
9,-34
10,-34
11,-35
12,-37
13,-38
14,-39
15,-41
16,-42
17,-43
18,-45
19,-46
20,-47
21,-48
22,-47
23,-45
24,-42
25,-38
26,-34
27,-32
28,-29
29,-26
30,-23
31,-20
32,-18
33,-20
34,-24
35,-30
36,-36
37,-41
38,-45
39,-49
40,-55
41,-60
42,-62
43,-62
44,-59
45,-54
46,-50
47,-47
48,-46
49,-44
50,-42
51,-39
52,-37
53,-35
54,-33
55,-31
56,-30
57,-28
58,-26
59,-25
60,-25
61,-25
62,-26
63,-27
64,-27
65,-26
66,-25
67,-23
68,-22
69,-23
70,-26
71,-29
72,-30
73,-31
74,-32
75,-34
76,-35
77,-37
78,-38
79,-39
80,-40
81,-39
82,-39
83,-38
84,-37
85,-35
86,-33
87,-32
88,-31
89,-29
90,-28
91,-27
92,-26
93,-25
94,-24
95,-23
96,-22
97,-20
98,-19
99,-18
100,-18
101,-17
102,-17
103,-17
104,-17
105,-16
106,-17
107,-16
108,-15
109,-14
110,-13
111,-13
112,-12
113,-12
114,-12
115,-12
116,-12
117,-12
118,-13
119,-13
120,-12
121,-11
122,-10
123,-8
124,-7
125,-5
126,-3
127,-2
128,-1
129,0
130,0
131,0
132,0
133,1
134,1
135,2
136,3
137,3
138,4
139,5
140,5
141,5
142,4
143,3
144,1
145,0
146,-2
147,-2
148,5
149,11
150,15
151,19
152,22
153,25
154,26
155,29
156,36
157,30
158,13
159,5
160,0
161,-2
162,-4
163,-5
164,-6
165,-8
166,-9
167,-9
168,-3
169,4
170,9
171,13
172,17
173,20
174,22
175,24
176,25
177,25
178,25
179,23
180,22
181,20
182,18
183,17
184,16
185,16
186,15
187,15
188,15
189,14
190,14
191,13
192,12
193,11
194,10
195,10
196,9
197,10
198,11
199,12
200,12
201,13
202,13
203,13
204,13
205,13
206,13
207,12
208,11
209,9
210,9
211,8
212,8
213,8
214,8
215,8
216,8
217,8
218,8
219,8
220,8
221,8
222,7
223,6
224,5
225,4
226,4
227,3
228,3
229,2
230,2
231,3
232,3
233,3
234,3
235,3
236,3
237,3
238,3
239,3
240,4
241,5
242,5
243,6
244,6
245,8
246,9
247,11
248,12
249,13
250,14
251,15
252,16
253,18
254,20
255,21
256,23
257,24
258,26
259,28
260,30
261,30
262,31
263,31
264,32
265,32
266,33
267,34
268,34
269,35
270,38
271,41
272,42
273,40
274,34
275,27
276,19
277,8
278,-2
279,-8
280,-13
281,-17
282,-20
283,-21
284,-21
285,-21
286,-20
287,-18
288,-16
289,-14
290,-11
291,-8
292,-8
293,-13
294,-19
295,-26
296,-34
297,-33
298,-15
299,32
300,106
301,206
302,327
303,442
304,520
305,527
306,489
307,385
308,247
309,112
310,17
311,-43
312,-58
313,-64
