,0
0,741
1,881
2,1012
3,1130
4,1230
5,1279
6,1268
7,1226
8,1206
9,1191
10,1182
11,1173
12,1156
13,1133
14,1112
15,1088
16,1065
17,1052
18,1041
19,1030
20,1021
21,1014
22,1008
23,1003
24,1000
25,997
26,994
27,990
28,984
29,986
30,1004
31,1030
32,1060
33,1075
34,1083
35,1088
36,1090
37,1089
38,1083
39,1073
40,1040
41,995
42,947
43,917
44,884
45,852
46,820
47,779
48,744
49,724
50,710
51,702
52,696
53,683
54,659
55,629
56,603
57,561
58,515
59,461
60,410
61,362
62,311
63,260
64,211
65,159
66,107
67,62
68,44
69,29
70,13
71,-1
72,-8
73,-17
74,-9
75,28
76,49
77,56
78,61
79,62
80,58
81,50
82,57
83,79
84,87
85,93
86,102
87,110
88,119
89,130
90,144
91,152
92,150
93,146
94,141
95,135
96,135
97,148
98,164
99,177
100,160
101,131
102,102
103,77
104,49
105,-1
106,-77
107,-168
108,-266
109,-354
110,-424
111,-480
112,-536
113,-575
114,-585
115,-591
116,-595
117,-600
118,-606
119,-610
120,-615
121,-622
122,-637
123,-668
124,-725
125,-797
126,-865
127,-895
128,-914
129,-930
130,-945
131,-977
132,-1030
133,-1060
134,-1076
135,-1086
136,-1093
137,-1095
138,-1094
139,-1090
140,-1084
141,-1066
142,-1004
143,-943
144,-891
145,-859
146,-802
147,-731
148,-649
149,-557
150,-466
151,-393
152,-341
153,-309
154,-274
155,-248
156,-233
157,-223
158,-223
159,-236
160,-255
161,-281
162,-308
163,-337
164,-390
165,-460
166,-544
167,-629
168,-701
169,-756
170,-801
171,-850
172,-867
173,-872
174,-874
175,-876
176,-877
177,-878
178,-880
179,-883
180,-885
181,-889
182,-894
183,-903
184,-926
185,-954
186,-983
187,-1015
188,-1049
189,-1085
190,-1115
191,-1140
192,-1166
193,-1192
194,-1217
195,-1259
196,-1314
197,-1382
198,-1447
199,-1503
200,-1557
201,-1583
202,-1600
203,-1612
204,-1612
205,-1594
206,-1568
207,-1532
208,-1497
209,-1462
210,-1437
211,-1422
212,-1409
213,-1397
214,-1383
215,-1366
216,-1347
217,-1322
218,-1294
219,-1270
220,-1244
221,-1215
222,-1185
223,-1166
224,-1157
225,-1150
226,-1144
227,-1137
228,-1132
229,-1125
230,-1113
231,-1096
232,-1075
233,-1045
234,-1010
235,-974
236,-936
237,-901
238,-878
239,-872
240,-869
241,-865
242,-863
243,-870
244,-887
245,-903
246,-919
247,-932
248,-942
249,-950
250,-956
251,-963
252,-971
253,-979
254,-988
255,-1006
256,-1031
257,-1052
258,-1075
259,-1095
260,-1111
261,-1130
262,-1142
263,-1150
264,-1155
265,-1160
266,-1166
267,-1172
268,-1178
269,-1188
270,-1225
271,-1289
272,-1365
273,-1446
274,-1528
275,-1606
276,-1677
277,-1715
278,-1728
279,-1702
280,-1624
281,-1511
282,-1379
283,-1239
284,-1113
285,-1007
286,-916
287,-840
288,-793
289,-780
290,-773
291,-767
292,-760
293,-754
294,-749
295,-743
296,-733
297,-720
298,-707
299,-695
300,-675
301,-643
302,-606
303,-574
304,-546
305,-518
306,-495
307,-479
308,-463
309,-442
310,-416
311,-396
312,-381
313,-362
314,-336
315,-303
316,-270
317,-233
318,-194
319,-162
320,-117
321,-73
322,-25
323,22
324,71
325,105
326,148
327,182
328,227
329,271
330,317
331,347
332,372
333,391
334,412
335,425
336,433
337,440
338,445
339,451
340,456
341,461
342,467
343,480
344,504
345,528
346,554
347,578
348,594
349,602
350,606
351,609
352,611
353,613
354,615
355,618
356,621
357,626
358,631
359,639
360,651
361,670
362,687
363,696
364,702
365,707
366,712
367,717
368,722
369,726
370,729
371,732
372,734
373,736
374,738
375,741
376,744
377,748
378,751
379,752
380,751
381,750
382,748
383,745
384,741
385,735
386,724
387,699
388,675
389,658
390,643
391,629
392,615
393,599
394,586
395,574
396,564
397,555
398,541
399,515
400,485
401,451
402,412
403,380
404,352
405,324
406,295
407,267
408,244
409,228
410,209
411,191
412,174
413,154
414,143
415,136
416,131
417,127
418,123
419,119
420,115
421,111
422,107
423,103
424,95
425,84
426,72
427,58
428,45
429,31
430,18
431,7
432,-6
433,-23
434,-39
435,-47
436,-51
437,-55
438,-58
439,-60
440,-62
441,-64
442,-65
443,-65
444,-64
445,-63
446,-60
447,-58
448,-55
449,-51
450,-48
451,-45
452,-42
453,-40
454,-38
455,-36
456,-34
457,-32
458,-31
459,-30
460,-29
461,-27
462,-25
463,-23
464,-22
465,-21
466,-20
467,-18
468,-16
469,-13
470,-10
471,-8
472,-6
473,-3
474,0
475,8
476,24
477,32
478,36
479,38
480,40
481,42
482,45
483,48
484,49
485,50
486,51
487,52
488,54
489,55
490,56
491,57
492,58
493,61
494,63
495,67
496,70
497,74
498,78
499,82
500,87
501,92
502,96
503,98
504,100
505,103
506,107
507,111
508,114
509,116
510,118
511,119
512,121
513,123
514,125
515,127
516,129
517,130
518,132
519,133
520,136
521,138
522,141
523,143
524,145
525,147
526,150
527,155
528,162
529,167
530,168
531,165
532,160
533,154
534,147
535,137
536,131
537,137
538,149
539,163
540,179
541,193
542,210
543,239
544,261
545,273
546,281
547,289
548,294
549,299
550,306
551,314
552,325
553,342
554,356
555,367
556,377
557,385
558,391
559,396
560,402
561,407
562,412
563,416
564,421
565,425
566,429
567,432
568,436
569,439
570,442
571,444
572,444
573,441
574,436
575,428
576,417
577,396
578,360
579,303
580,219
581,109
582,-20
583,-152
584,-270
585,-346
586,-371
587,-344
588,-261
589,-90
590,119
591,338
592,519
593,645
594,692
595,707
596,695
597,657
598,614
599,566
600,536
601,502
602,473
603,461
604,455
605,451
606,448
607,445
608,442
609,438
610,434
611,430
612,426
613,421
614,413
615,396
616,366
617,340
618,316
619,305
620,300
621,295
622,291
623,288
624,285
625,282
626,279
627,275
628,269
629,263
630,257
631,251
632,242
633,233
634,224
635,217
636,211
637,206
638,202
639,198
640,195
641,193
642,191
643,190
644,187
645,185
646,181
647,178
648,176
649,174
650,173
651,170
652,166
653,160
654,145
655,113
656,90
657,75
658,62
659,50
660,37
661,22
662,5
663,-8
664,-20
665,-28
666,-34
667,-37
668,-40
669,-42
670,-44
671,-45
672,-45
673,-42
674,-36
675,-30
676,-23
677,-18
678,-11
679,-4
680,1
681,7
682,11
683,15
684,19
685,24
686,33
687,47
688,64
689,76
690,84
691,91
692,96
693,101
694,106
695,109
696,112
697,115
698,118
699,120
700,122
701,124
702,124
703,124
704,122
705,120
706,117
707,115
708,113
709,111
710,109
711,107
712,105
713,102
714,99
715,96
716,92
717,88
718,85
719,82
720,80
721,78
722,76
723,75
724,73
725,72
726,71
727,70
728,67
729,64
730,60
731,55
732,51
733,45
734,38
735,30
736,23
737,17
738,12
739,7
740,1
741,-4
742,-11
743,-18
744,-26
745,-34
746,-43
747,-53
748,-60
749,-68
750,-72
751,-74
752,-75
753,-76
754,-78
755,-81
756,-83
757,-85
758,-87
759,-88
760,-90
761,-91
762,-91
763,-91
764,-90
765,-88
766,-87
767,-86
768,-85
769,-85
770,-85
771,-85
772,-84
773,-84
774,-83
775,-82
776,-81
777,-80
778,-78
779,-76
780,-74
781,-71
782,-68
783,-65
784,-63
785,-60
786,-57
787,-53
788,-48
789,-43
790,-39
791,-36
792,-34
793,-32
794,-29
795,-28
796,-26
797,-24
798,-21
799,-19
800,-17
801,-16
802,-16
803,-17
804,-18
805,-20
806,-21
807,-22
808,-24
809,-26
810,-28
811,-30
812,-29
813,-26
814,-20
815,-13
816,-7
817,-1
818,4
819,11
820,19
