"","RR","samp","afib","rmean","rsec","trans"
"1",0.868,569,"N",0.868,0.868,3
"2",0.836,778,"N",0.86,1.704,3
"3",0.844,989,"N",0.856,2.548,3
"4",0.86,1204,"N",0.857,3.408,3
"5",0.86,1419,"N",0.85775,4.268,3
"6",0.852,1632,"N",0.8563125,5.12,3
"7",0.852,1845,"N",0.855234375,5.972,3
"8",0.848,2057,"N",0.85342578125,6.82,3
"9",0.864,2273,"N",0.8560693359375,7.684,3
"10",0.86,2488,"N",0.857052001953125,8.544,3
"11",0.864,2704,"N",0.858789001464844,9.408,3
"12",0.856,2918,"N",0.858091751098633,10.264,3
"13",0.856,3132,"N",0.857568813323974,11.12,3
"14",0.856,3346,"N",0.857176609992981,11.976,3
"15",0.88,3566,"N",0.862882457494736,12.856,3
"16",0.86,3781,"N",0.862161843121052,13.716,3
"17",0.852,3994,"N",0.859621382340789,14.568,3
"18",0.848,4206,"N",0.856716036755591,15.416,3
"19",0.876,4425,"N",0.861537027566694,16.292,3
"20",0.864,4641,"N",0.86215277067502,17.156,3
"21",0.848,4853,"N",0.858614578006265,18.004,3
"22",0.836,5062,"N",0.852960933504699,18.84,3
"23",0.86,5277,"N",0.854720700128524,19.7,3
"24",0.864,5493,"N",0.857040525096393,20.564,3
"25",0.86,5708,"N",0.857780393822295,21.424,3
"26",0.832,5916,"N",0.851335295366721,22.256,3
"27",0.844,6127,"N",0.849501471525041,23.1,3
"28",0.86,6342,"N",0.85212610364378,23.96,3
"29",0.86,6557,"N",0.854094577732835,24.82,3
"30",0.836,6766,"N",0.849570933299627,25.656,3
"31",0.836,6975,"N",0.84617819997472,26.492,3
"32",0.84,7185,"N",0.84463364998104,27.332,3
"33",0.836,7394,"N",0.84247523748578,28.168,3
"34",0.84,7604,"N",0.841856428114335,29.008,3
"35",0.836,7813,"N",0.840392321085751,29.844,3
"36",0.832,8021,"N",0.838294240814313,30.676,3
"37",0.832,8229,"N",0.836720680610735,31.508,3
