"","RR","samp","afib","rmean","rsec","trans"
"1",0.932,581,"B",0.932,0.932,3
"2",0.516,710,"B",0.828,1.448,2
"3",1.172,1003,"B",0.914,2.62,1
"4",0.712,1181,"B",0.8635,3.332,2
"5",1.1,1456,"B",0.922625,4.432,1
"6",0.9,1681,"B",0.91696875,5.332,3
"7",0.708,1858,"B",0.8647265625,6.04,2
"8",0.788,2055,"B",0.845544921875,6.828,3
"9",1.448,2417,"B",0.99615869140625,8.276,1
"10",1.048,2679,"B",1.00911901855469,9.324,3
"11",0.7,2854,"B",0.931839263916016,10.024,2
"12",1.104,3130,"B",0.974879447937012,11.128,3
"13",0.828,3337,"B",0.938159585952759,11.956,3
"14",0.992,3585,"B",0.951619689464569,12.948,3
"15",0.868,3802,"B",0.930714767098427,13.816,3
"16",0.972,4045,"B",0.94103607532382,14.788,3
"17",0.984,4291,"B",0.951777056492865,15.772,3
"18",1.124,4572,"B",0.994832792369649,16.896,3
"19",0.7,4747,"B",0.921124594277237,17.596,2
"20",0.884,4968,"B",0.911843445707927,18.48,3
"21",0.728,5150,"B",0.865882584280945,19.208,2
"22",0.768,5342,"B",0.841411938210709,19.976,3
"23",0.816,5546,"B",0.835058953658032,20.792,3
"24",1.18,5841,"B",0.921294215243524,21.972,1
"25",0.956,6080,"B",0.929970661432643,22.928,3
"26",0.82,6285,"B",0.902477996074482,23.748,3
"27",1.148,6572,"B",0.963858497055861,24.896,1
"28",0.488,6694,"B",0.844893872791896,25.384,2
"29",0.912,6922,"B",0.861670404593922,26.296,3
"30",1.088,7194,"B",0.918252803445442,27.384,1
"31",0.776,7388,"B",0.882689602584081,28.16,3
"32",0.848,7600,"B",0.874017201938061,29.008,3
"33",0.9,7825,"B",0.880512901453546,29.908,3
"34",1.308,8152,"B",0.987384676090159,31.216,1
"35",0.536,8286,"B",0.874538507067619,31.752,2
"36",0.968,8528,"B",0.897903880300715,32.72,3
"37",1.364,8869,"B",1.01442791022554,34.084,1
"38",0.704,9045,"B",0.936820932669152,34.788,2
"39",0.984,9291,"B",0.948615699501864,35.772,3
"40",0.52,9421,"B",0.841461774626398,36.292,2
"41",1.336,9755,"B",0.965096330969799,37.628,1
"42",0.712,9933,"B",0.901822248227349,38.34,2
