"","RR","samp","afib","rmean","rsec","trans"
"1",0.996,357,"N",0.996,0.996,2
"2",0.848,569,"N",0.959,1.844,2
"3",1,819,"N",0.96925,2.844,2
"4",0.808,1021,"N",0.9289375,3.652,2
"5",0.988,1268,"N",0.943703125,4.64,2
"6",0.812,1471,"N",0.91077734375,5.452,2
"7",0.988,1718,"N",0.9300830078125,6.44,2
"8",0.816,1922,"N",0.901562255859375,7.256,2
"9",1.008,2174,"N",0.928171691894531,8.264,2
"10",0.82,2379,"N",0.901128768920898,9.084,2
"11",0.98,2624,"N",0.920846576690674,10.064,2
"12",0.812,2827,"N",0.893634932518005,10.876,2
"13",0.828,3034,"N",0.877226199388504,11.704,2
"14",0.836,3243,"N",0.866919649541378,12.54,2
"15",0.848,3455,"N",0.862189737156033,13.388,2
"16",0.836,3664,"N",0.855642302867025,14.224,2
"17",0.84,3874,"N",0.851731727150269,15.064,2
"18",0.972,4117,"N",0.881798795362701,16.036,2
"19",0.804,4318,"N",0.862349096522026,16.84,2
"20",0.968,4560,"N",0.88876182239152,17.808,2
"21",0.824,4766,"N",0.87257136679364,18.632,2
"22",1.008,5018,"N",0.90642852509523,19.64,2
"23",0.804,5219,"N",0.880821393821422,20.444,2
"24",1,5469,"N",0.910616045366067,21.444,2
"25",0.844,5680,"N",0.89396203402455,22.288,2
"26",0.976,5924,"N",0.914471525518413,23.264,2
"27",0.824,6130,"N",0.891853644138809,24.088,2
"28",1,6380,"N",0.918890233104107,25.088,2
"29",0.808,6582,"N",0.89116767482808,25.896,2
"30",0.98,6827,"N",0.91337575612106,26.876,2
"31",0.828,7034,"N",0.892031817090795,27.704,2
"32",1.012,7287,"N",0.922023862818096,28.716,2
"33",0.832,7495,"N",0.899517897113572,29.548,2
"34",1.024,7751,"N",0.930638422835179,30.572,2
"35",0.864,7967,"N",0.913978817126384,31.436,2
"36",0.98,8212,"N",0.930484112844788,32.416,2
"37",0.872,8430,"N",0.915863084633591,33.288,2
"38",0.644,8591,"N",0.847897313475193,33.932,3
"39",0.588,8738,"N",0.782922985106395,34.52,3
"40",1.024,8994,"N",0.843192238829796,35.544,1
"41",0.656,9158,"N",0.796394179122347,36.2,3
"42",1.092,9431,"N",0.87029563434176,37.292,1
"43",0.984,9677,"N",0.89872172575632,38.276,2
"44",0.98,9922,"N",0.91904129431724,39.256,2
"45",0.884,10143,"N",0.91028097073793,40.14,2
"46",0.996,10392,"N",0.931710728053448,41.136,2
"47",0.86,10607,"N",0.913783046040086,41.996,2
"48",1.02,10862,"N",0.940337284530064,43.016,2
"49",0.824,11068,"N",0.911252963397548,43.84,2
"50",1,11318,"N",0.933439722548161,44.84,2
"51",0.848,11530,"N",0.912079791911121,45.688,2
"52",1.012,11783,"N",0.937059843933341,46.7,2
"53",0.84,11993,"N",0.912794882950005,47.54,2
"54",1.02,12248,"N",0.939596162212504,48.56,2
"55",0.868,12465,"N",0.921697121659378,49.428,2
"56",1.004,12716,"N",0.942272841244533,50.432,2
"57",0.836,12925,"N",0.9157046309334,51.268,2
"58",0.98,13170,"N",0.93177847320005,52.248,2
"59",0.816,13374,"N",0.902833854900037,53.064,2
"60",0.984,13620,"N",0.923125391175028,54.048,2
"61",0.812,13823,"N",0.895344043381271,54.86,2
"62",0.972,14066,"N",0.914508032535953,55.832,2
"63",0.836,14275,"N",0.894881024401965,56.668,2
"64",1.008,14527,"N",0.923160768301474,57.676,2
"65",0.836,14736,"N",0.901370576226105,58.512,2
"66",0.992,14984,"N",0.924027932169579,59.504,2
"67",0.828,15191,"N",0.900020949127184,60.332,2
"68",0.996,15440,"N",0.924015711845388,61.328,2
"69",0.804,15641,"N",0.894011783884041,62.132,2
"70",1.032,15899,"N",0.928508837913031,63.164,2
"71",0.88,16119,"N",0.916381628434773,64.044,2
"72",0.98,16364,"N",0.93228622132608,65.024,2
"73",0.864,16580,"N",0.91521466599456,65.888,2
"74",1.016,16834,"N",0.94041099949592,66.904,2
"75",0.82,17039,"N",0.91030824962194,67.724,2
"76",1.008,17291,"N",0.934731187216455,68.732,2
"77",0.844,17502,"N",0.912048390412341,69.576,2
"78",1.008,17754,"N",0.936036292809256,70.584,2
"79",0.82,17959,"N",0.907027219606942,71.404,2
"80",1.028,18216,"N",0.937270414705206,72.432,2
"81",0.836,18425,"N",0.911952811028905,73.268,2
"82",0.996,18674,"N",0.932964608271679,74.264,2
"83",0.82,18879,"N",0.904723456203759,75.084,2
"84",1.012,19132,"N",0.931542592152819,76.096,2
"85",0.816,19336,"N",0.902656944114614,76.912,2
"86",0.864,19552,"N",0.892992708085961,77.776,2
"87",1,19802,"N",0.919744531064471,78.776,2
"88",0.816,20006,"N",0.893808398298353,79.592,2
"89",0.856,20220,"N",0.884356298723765,80.448,2
"90",1.02,20475,"N",0.918267224042823,81.468,2
"91",0.816,20679,"N",0.892700418032118,82.284,2
"92",0.868,20896,"N",0.886525313524088,83.152,2
"93",1.02,21151,"N",0.919893985143066,84.172,2
"94",0.836,21360,"N",0.8989204888573,85.008,2
"95",1.004,21611,"N",0.925190366642975,86.012,2
"96",0.84,21821,"N",0.903892774982231,86.852,2
"97",0.992,22069,"N",0.925919581236673,87.844,2
"98",0.816,22273,"N",0.898439685927505,88.66,2
"99",0.984,22519,"N",0.919829764445629,89.644,2
"100",0.808,22721,"N",0.891872323334221,90.452,2
"101",0.972,22964,"N",0.911904242500666,91.424,2
"102",0.812,23167,"N",0.886928181875499,92.236,2
"103",0.988,23414,"N",0.912196136406625,93.224,2
"104",0.808,23616,"N",0.886147102304969,94.032,2
"105",1,23866,"N",0.914610326728726,95.032,2
"106",0.824,24072,"N",0.891957745046545,95.856,2
"107",0.98,24317,"N",0.913968308784909,96.836,2
"108",0.844,24528,"N",0.896476231588681,97.68,2
"109",0.988,24775,"N",0.919357173691511,98.668,2
"110",0.836,24984,"N",0.898517880268633,99.504,2
"111",1.016,25238,"N",0.927888410201475,100.52,2
"112",0.828,25445,"N",0.902916307651106,101.348,2
"113",0.988,25692,"N",0.92418723073833,102.336,2
"114",0.872,25910,"N",0.911140423053747,103.208,2
"115",1.016,26164,"N",0.93735531729031,104.224,2
"116",0.86,26379,"N",0.918016487967733,105.084,2
"117",1,26629,"N",0.9385123659758,106.084,2
"118",0.876,26848,"N",0.92288427448185,106.96,2
"119",0.984,27094,"N",0.938163205861387,107.944,2
"120",0.856,27308,"N",0.91762240439604,108.8,2
"121",1.008,27560,"N",0.94021680329703,109.808,2
"122",0.836,27769,"N",0.914162602472773,110.644,2
"123",0.988,28016,"N",0.93262195185458,111.632,2
"124",0.828,28223,"N",0.906466463890935,112.46,2
"125",0.992,28471,"N",0.927849847918201,113.452,2
"126",0.812,28674,"N",0.898887385938651,114.264,2
"127",1.016,28928,"N",0.928165539453988,115.28,2
"128",0.828,29135,"N",0.903124154590491,116.108,2
"129",0.864,29351,"N",0.893343115942868,116.972,2
"130",1.02,29606,"N",0.925007336957151,117.992,2
"131",0.856,29820,"N",0.907755502717863,118.848,2
"132",0.872,30038,"N",0.898816627038397,119.72,2
"133",1.008,30290,"N",0.926112470278798,120.728,2
"134",0.816,30494,"N",0.898584352709099,121.544,2
"135",0.856,30708,"N",0.887938264531824,122.4,2
"136",0.996,30957,"N",0.914953698398868,123.396,2
"137",0.816,31161,"N",0.890215273799151,124.212,2
"138",0.856,31375,"N",0.881661455349363,125.068,2
"139",1.004,31626,"N",0.912246091512022,126.072,2
"140",0.812,31829,"N",0.887184568634017,126.884,2
"141",0.98,32074,"N",0.910388426475513,127.864,2
"142",0.836,32283,"N",0.891791319856634,128.7,2
"143",0.992,32531,"N",0.916843489892476,129.692,2
"144",0.812,32734,"N",0.890632617419357,130.504,2
"145",0.972,32977,"N",0.910974463064518,131.476,2
"146",0.812,33180,"N",0.886230847298388,132.288,2
"147",0.844,33391,"N",0.875673135473791,133.132,2
"148",0.972,33634,"N",0.899754851605343,134.104,2
"149",0.812,33837,"N",0.877816138704008,134.916,2
"150",0.848,34049,"N",0.870362104028006,135.764,2
"151",0.98,34294,"N",0.897771578021004,136.744,2
"152",0.824,34500,"N",0.879328683515753,137.568,2
"153",0.564,34641,"N",0.800496512636815,138.132,3
"154",1.02,34896,"N",0.855372384477611,139.152,1
"155",0.988,35143,"N",0.888529288358208,140.14,2
"156",0.86,35358,"N",0.881396966268656,141,2
"157",0.988,35605,"N",0.908047724701492,141.988,2
"158",0.836,35814,"N",0.890035793526119,142.824,2
"159",1,36064,"N",0.917526845144589,143.824,2
