"","RR","samp","afib","rmean","rsec","trans"
"1",0.832,395,"N",0.832,0.832,2
"2",0.788,592,"N",0.821,1.62,2
"3",0.788,789,"N",0.81275,2.408,2
"4",0.796,988,"N",0.8085625,3.204,2
"5",0.796,1187,"N",0.805421875,4,2
"6",0.804,1388,"N",0.80506640625,4.804,2
"7",0.812,1591,"N",0.8067998046875,5.616,2
"8",0.812,1794,"N",0.808099853515625,6.428,2
"9",0.812,1997,"N",0.809074890136719,7.24,2
"10",0.812,2200,"N",0.809806167602539,8.052,2
"11",0.5,2325,"N",0.732354625701904,8.552,3
"12",1.124,2606,"N",0.830265969276428,9.676,1
"13",0.804,2807,"N",0.823699476957321,10.48,2
"14",0.804,3008,"N",0.818774607717991,11.284,2
"15",0.48,3128,"N",0.734080955788493,11.764,3
"16",1.128,3410,"N",0.83256071684137,12.892,1
"17",0.796,3609,"N",0.823420537631028,13.688,2
"18",0.788,3806,"N",0.814565403223271,14.476,2
"19",0.796,4005,"N",0.809924052417453,15.272,2
"20",0.788,4202,"N",0.80444303931309,16.06,2
"21",0.8,4402,"N",0.803332279484817,16.86,2
"22",0.8,4602,"N",0.802499209613613,17.66,2
"23",0.812,4805,"N",0.80487440721021,18.472,2
"24",0.82,5010,"N",0.808655805407657,19.292,2
"25",0.816,5214,"N",0.810491854055743,20.108,2
"26",0.832,5422,"N",0.815868890541807,20.94,2
"27",0.836,5631,"N",0.820901667906355,21.776,2
"28",0.832,5839,"N",0.823676250929766,22.608,2
"29",0.832,6047,"N",0.825757188197325,23.44,2
"30",0.832,6255,"N",0.827317891147994,24.272,2
"31",0.8,6455,"N",0.820488418360995,25.072,2
"32",0.84,6665,"N",0.825366313770746,25.912,2
"33",0.84,6875,"N",0.82902473532806,26.752,2
"34",0.872,7093,"N",0.839768551496045,27.624,2
"35",0.844,7304,"N",0.840826413622034,28.468,2
"36",0.844,7515,"N",0.841619810216525,29.312,2
"37",0.836,7724,"N",0.840214857662394,30.148,2
"38",0.836,7933,"N",0.839161143246795,30.984,2
"39",0.84,8143,"N",0.839370857435096,31.824,2
"40",0.788,8340,"N",0.826528143076322,32.612,2
"41",0.864,8556,"N",0.835896107307242,33.476,2
"42",0.832,8764,"N",0.834922080480431,34.308,2
"43",0.828,8971,"N",0.833191560360323,35.136,2
"44",0.792,9169,"N",0.822893670270243,35.928,2
"45",0.86,9384,"N",0.832170252702682,36.788,2
"46",0.832,9592,"N",0.832127689527011,37.62,2
"47",0.824,9798,"N",0.830095767145258,38.444,2
"48",0.824,10004,"N",0.828571825358944,39.268,2
"49",0.5,10129,"N",0.746428869019208,39.768,3
"50",1.132,10412,"N",0.842821651764406,40.9,1
"51",0.82,10617,"N",0.837116238823304,41.72,2
"52",0.864,10833,"N",0.843837179117478,42.584,2
"53",0.82,11038,"N",0.837877884338109,43.404,2
"54",0.816,11242,"N",0.832408413253581,44.22,2
"55",0.496,11366,"N",0.748306309940186,44.716,3
"56",1.104,11642,"N",0.83722973245514,45.82,1
"57",0.848,11854,"N",0.839922299341355,46.668,2
"58",0.816,12058,"N",0.833941724506016,47.484,2
"59",0.812,12261,"N",0.828456293379512,48.296,2
"60",0.812,12464,"N",0.824342220034634,49.108,2
"61",0.812,12667,"N",0.821256665025976,49.92,2
"62",0.804,12868,"N",0.816942498769482,50.724,2
"63",0.808,13070,"N",0.814706874077111,51.532,2
"64",0.816,13274,"N",0.815030155557833,52.348,2
"65",0.812,13477,"N",0.814272616668375,53.16,2
"66",0.812,13680,"N",0.813704462501281,53.972,2
"67",0.816,13884,"N",0.814278346875961,54.788,2
"68",0.772,14077,"N",0.803708760156971,55.56,2
"69",0.86,14292,"N",0.817781570117728,56.42,2
"70",0.828,14499,"N",0.820336177588296,57.248,2
"71",0.828,14706,"N",0.822252133191222,58.076,2
"72",0.824,14912,"N",0.822689099893416,58.9,2
"73",0.508,15039,"N",0.744016824920062,59.408,3
"74",1.168,15331,"N",0.850012618690047,60.576,1
"75",0.84,15541,"N",0.847509464017535,61.416,2
"76",0.836,15750,"N",0.844632098013151,62.252,2
"77",0.832,15958,"N",0.841474073509863,63.084,2
"78",0.832,16166,"N",0.839105555132397,63.916,2
"79",0.828,16373,"N",0.836329166349298,64.744,2
"80",0.832,16581,"N",0.835246874761974,65.576,2
"81",0.492,16704,"N",0.74943515607148,66.068,3
"82",1.192,17002,"N",0.86007636705361,67.26,1
"83",0.832,17210,"N",0.853057275290207,68.092,2
"84",0.848,17422,"N",0.851792956467656,68.94,2
"85",0.836,17631,"N",0.847844717350742,69.776,2
"86",0.84,17841,"N",0.845883538013056,70.616,2
"87",0.804,18042,"N",0.835412653509792,71.42,2
"88",0.872,18260,"N",0.844559490132344,72.292,2
"89",0.848,18472,"N",0.845419617599258,73.14,2
"90",0.852,18685,"N",0.847064713199444,73.992,2
"91",0.852,18898,"N",0.848298534899583,74.844,2
"92",0.852,19111,"N",0.849223901174687,75.696,2
"93",0.856,19325,"N",0.850917925881015,76.552,2
"94",0.852,19538,"N",0.851188444410761,77.404,2
"95",0.808,19740,"N",0.840391333308071,78.212,2
"96",0.848,19952,"N",0.842293499981053,79.06,2
"97",0.528,20084,"N",0.76372012498579,79.588,3
"98",1.176,20378,"N",0.866790093739342,80.764,1
"99",0.88,20598,"N",0.870092570304507,81.644,2
"100",0.844,20809,"N",0.86356942772838,82.488,2
"101",0.84,21019,"N",0.857677070796285,83.328,2
"102",0.84,21229,"N",0.853257803097214,84.168,2
"103",0.836,21438,"N",0.84894335232291,85.004,2
"104",0.836,21647,"N",0.845707514242183,85.84,2
"105",0.836,21856,"N",0.843280635681637,86.676,2
"106",0.82,22061,"N",0.837460476761228,87.496,2
"107",0.788,22258,"N",0.825095357570921,88.284,2
"108",0.856,22472,"N",0.832821518178191,89.14,2
"109",0.824,22678,"N",0.830616138633643,89.964,2
"110",0.812,22881,"N",0.825962103975232,90.776,2
"111",0.82,23086,"N",0.824471577981424,91.596,2
"112",0.816,23290,"N",0.822353683486068,92.412,2
"113",0.78,23485,"N",0.811765262614551,93.192,2
"114",0.856,23699,"N",0.822823946960913,94.048,2
"115",0.824,23905,"N",0.823117960220685,94.872,2
"116",0.828,24112,"N",0.824338470165514,95.7,2
"117",0.836,24321,"N",0.827253852624135,96.536,2
"118",0.832,24529,"N",0.828440389468101,97.368,2
"119",0.832,24737,"N",0.829330292101076,98.2,2
"120",0.84,24947,"N",0.831997719075807,99.04,2
"121",0.836,25156,"N",0.832998289306855,99.876,2
"122",0.844,25367,"N",0.835748716980141,100.72,2
"123",0.844,25578,"N",0.837811537735106,101.564,2
"124",0.836,25787,"N",0.837358653301329,102.4,2
"125",0.836,25996,"N",0.837018989975997,103.236,2
"126",0.84,26206,"N",0.837764242481998,104.076,2
"127",0.84,26416,"N",0.838323181861498,104.916,2
"128",0.832,26624,"N",0.836742386396124,105.748,2
