"","ID","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"1","01.csv",0,0,0,0,1,0,0,0,0
"2","02.csv",0.129032258064516,0.0645161290322581,0.032258064516129,0.0645161290322581,0.387096774193548,0.0645161290322581,0.032258064516129,0.0645161290322581,0.161290322580645
"3","03.csv",0.0125,0,0.0125,0.0125,0.95,0,0,0.0125,0
"4","04.csv",0.0689655172413793,0.172413793103448,0,0.103448275862069,0.344827586206897,0.137931034482759,0.0689655172413793,0.0689655172413793,0.0344827586206897
"5","05.csv",0.242990654205607,0.0841121495327103,0.0654205607476635,0.11214953271028,0.177570093457944,0.0934579439252336,0.0373831775700935,0.121495327102804,0.0654205607476635
"6","06.csv",0,0,0,0,1,0,0,0,0
"7","07.csv",0,0,0,0,1,0,0,0,0
"8","08.csv",0,0,0.104477611940299,0.104477611940299,0.686567164179104,0,0,0.104477611940299,0
"9","09.csv",0.0227272727272727,0.0681818181818182,0.0454545454545455,0.113636363636364,0.454545454545455,0.113636363636364,0,0.159090909090909,0.0227272727272727
"10","10.csv",0,0.015625,0,0.015625,0.96875,0,0,0,0
"11","11.csv",0,0,0,0,1,0,0,0,0
"12","12.csv",0,0,0,0,1,0,0,0,0
"13","13.csv",0,0,0,0,0.955555555555556,0.0222222222222222,0,0.0222222222222222,0
"14","14.csv",0,0,0,0,1,0,0,0,0
"15","15.csv",0.0384615384615385,0.192307692307692,0,0.153846153846154,0.346153846153846,0.115384615384615,0.0384615384615385,0.0384615384615385,0.0769230769230769
"16","16.csv",0,0,0.0263157894736842,0.0263157894736842,0.921052631578947,0,0,0.0263157894736842,0
"17","17.csv",0,0,0,0,1,0,0,0,0
"18","18.csv",0,0,0,0,1,0,0,0,0
"19","19.csv",0,0,0.0222222222222222,0.0222222222222222,0.933333333333333,0,0,0.0222222222222222,0
"20","20.csv",0,0,0.027027027027027,0.027027027027027,0.918918918918919,0,0,0.027027027027027,0
"21","21.csv",0,0,0,0,1,0,0,0,0
"22","22.csv",0.116279069767442,0.0465116279069767,0.0930232558139535,0.0697674418604651,0.488372093023256,0.0232558139534884,0.0697674418604651,0.0465116279069767,0.0465116279069767
"23","23.csv",0,0.0294117647058824,0.0294117647058824,0.0588235294117647,0.852941176470588,0,0,0.0294117647058824,0
"24","24.csv",0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.787878787878788,0.0303030303030303,0,0.0303030303030303,0
"25","25.csv",0,0,0,0,1,0,0,0,0
"26","26.csv",0,0,0,0,1,0,0,0,0
"27","27.csv",0.0222222222222222,0.177777777777778,0.0888888888888889,0.266666666666667,0.244444444444444,0.0222222222222222,0.0222222222222222,0.0888888888888889,0.0666666666666667
"28","28.csv",0,0,0,0,1,0,0,0,0
"29","29.csv",0,0,0,0,1,0,0,0,0
"30","30.csv",0.133333333333333,0.0166666666666667,0.183333333333333,0.0666666666666667,0.216666666666667,0.0333333333333333,0.133333333333333,0.0833333333333333,0.133333333333333
"31","31.csv",0,0,0,0,1,0,0,0,0
"32","32.csv",0,0,0,0,1,0,0,0,0
"33","33.csv",0,0,0,0,1,0,0,0,0
"34","34.csv",0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.483870967741935,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0645161290322581
"35","35.csv",0,0,0,0,1,0,0,0,0
"36","36.csv",0,0,0,0,1,0,0,0,0
"37","37.csv",0.0224719101123595,0.0112359550561798,0,0.0112359550561798,0.955056179775281,0,0,0,0
"38","38.csv",0,0,0.0714285714285714,0.107142857142857,0.75,0,0,0.0714285714285714,0
"39","39.csv",0,0,0,0,0.933333333333333,0.0333333333333333,0,0.0333333333333333,0
"40","40.csv",0,0,0,0,1,0,0,0,0
"41","41.csv",0.0263157894736842,0.0526315789473684,0.131578947368421,0.184210526315789,0.368421052631579,0.0526315789473684,0.0263157894736842,0.157894736842105,0
"42","42.csv",0,0,0,0,1,0,0,0,0
"43","43.csv",0,0,0,0,1,0,0,0,0
"44","44.csv",0,0,0,0,1,0,0,0,0
"45","45.csv",0,0,0,0,1,0,0,0,0
"46","46.csv",0,0,0,0,1,0,0,0,0
"47","47.csv",0,0,0,0,1,0,0,0,0
"48","48.csv",0,0,0,0,1,0,0,0,0
"49","49.csv",0,0,0,0,1,0,0,0,0
"50","50.csv",0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0.758620689655172,0.0344827586206897,0,0.0689655172413793,0.0344827586206897
"51","51.csv",0,0,0,0,1,0,0,0,0
"52","52.csv",0.12,0,0.04,0.04,0.68,0.04,0,0.08,0
"53","53.csv",0.12,0,0.08,0.08,0.44,0.04,0,0.12,0.12
"54","54.csv",0,0.189189189189189,0,0.135135135135135,0.351351351351351,0.135135135135135,0.0810810810810811,0.0540540540540541,0.0540540540540541
"55","55.csv",0.125,0,0.125,0.125,0.125,0,0,0.125,0.375
