0.448,112.0,N
1.076,381.0,N
1.116,660.0,N
1.116,939.0,N
1.072,1207.0,N
1.076,1476.0,N
1.108,1753.0,N
1.068,2020.0,N
1.092,2293.0,N
1.156,2582.0,N
1.088,2854.0,N
1.116,3133.0,N
1.164,3424.0,N
1.128,3706.0,N
1.072,3974.0,N
1.156,4263.0,N
1.132,4546.0,N
1.068,4813.0,N
1.104,5089.0,N
1.192,5387.0,N
1.12,5667.0,N
1.164,5958.0,N
1.164,6249.0,N
1.108,6526.0,N
1.152,6814.0,N
1.14,7099.0,N
1.124,7380.0,N
1.152,7668.0,N
1.108,7945.0,N
1.06,8210.0,N
1.104,8486.0,N
1.12,8766.0,N
1.072,9034.0,N
1.072,9302.0,N
1.208,9604.0,N
1.152,9892.0,N
1.088,10164.0,N
1.112,10442.0,N
1.1,10717.0,N
1.112,10995.0,N
1.176,11289.0,N
1.132,11572.0,N
1.18,11867.0,N
1.168,12159.0,N
1.14,12444.0,N
1.144,12730.0,N
1.144,13016.0,N
1.096,13290.0,N
1.096,13564.0,N
1.128,13846.0,N
1.108,14123.0,N
1.044,14384.0,N
1.124,14665.0,N
1.18,14960.0,N
1.12,15240.0,N
1.156,15529.0,N
1.132,15812.0,N
1.104,16088.0,N
1.128,16370.0,N
1.168,16662.0,N
1.052,16925.0,N
1.112,17203.0,N
1.112,17481.0,N
1.108,17758.0,N
1.168,18050.0,N
1.196,18349.0,N
1.1,18624.0,N
1.176,18918.0,N
1.144,19204.0,N
1.088,19476.0,N
1.096,19750.0,N
1.108,20027.0,N
1.096,20301.0,N
1.116,20580.0,N
1.164,20871.0,N
1.108,21148.0,N
1.148,21435.0,N
1.168,21727.0,N
1.12,22007.0,N
1.108,22284.0,N
1.136,22568.0,N
1.096,22842.0,N
1.092,23115.0,N
1.132,23398.0,N
1.168,23690.0,N
1.112,23968.0,N
1.164,24259.0,N
1.14,24544.0,N
1.088,24816.0,N
1.104,25092.0,N
1.12,25372.0,N
1.072,25640.0,N
1.108,25917.0,N
1.164,26208.0,N
1.112,26486.0,N
1.128,26768.0,N
1.14,27053.0,N
1.108,27330.0,N
1.116,27609.0,N
1.156,27898.0,N
1.112,28176.0,N
1.12,28456.0,N
1.152,28744.0,N
1.084,29015.0,N
1.088,29287.0,N
1.116,29566.0,N
1.104,29842.0,N
1.096,30116.0,N
1.104,30392.0,N
1.12,30672.0,N
1.096,30946.0,N
1.132,31229.0,N
1.144,31515.0,N
1.088,31787.0,N
1.132,32070.0,N
1.124,32351.0,N
1.084,32622.0,N
1.128,32904.0,N
1.172,33197.0,N
1.12,33477.0,N
1.136,33761.0,N
1.12,34041.0,N
1.08,34311.0,N
1.108,34588.0,N
1.14,34873.0,N
1.092,35146.0,N
1.132,35429.0,N
1.156,35718.0,N
1.136,36002.0,N
1.096,36276.0,N
1.116,36555.0,N
1.12,36835.0,N
1.088,37107.0,N
1.108,37384.0,N
1.12,37664.0,N
1.056,37928.0,N
1.108,38205.0,N
1.16,38495.0,N
1.088,38767.0,N
1.072,39035.0,N
1.112,39313.0,N
1.128,39595.0,N
1.08,39865.0,N
1.152,40153.0,N
1.152,40441.0,N
1.088,40713.0,N
1.084,40984.0,N
1.08,41254.0,N
1.064,41520.0,N
1.068,41787.0,N
1.136,42071.0,N
1.128,42353.0,N
1.196,42652.0,N
1.168,42944.0,N
1.128,43226.0,N
1.152,43514.0,N
1.152,43802.0,N
1.096,44076.0,N
1.124,44357.0,N
1.116,44636.0,N
1.128,44918.0,N
1.136,45202.0,N
1.18,45497.0,N
1.108,45774.0,N
1.152,46062.0,N
1.156,46351.0,N
1.096,46625.0,N
1.1,46900.0,N
1.128,47182.0,N
1.096,47456.0,N
1.116,47735.0,N
1.136,48019.0,N
1.1,48294.0,N
1.124,48575.0,N
1.168,48867.0,N
1.064,49133.0,N
1.084,49404.0,N
1.112,49682.0,N
1.124,49963.0,N
1.14,50248.0,N
1.124,50529.0,N
1.144,50815.0,N
1.076,51084.0,N
1.168,51376.0,N
1.176,51670.0,N
1.128,51952.0,N
1.168,52244.0,N
1.204,52545.0,N
1.144,52831.0,N
1.184,53127.0,N
1.208,53429.0,N
1.12,53709.0,N
1.168,54001.0,N
1.184,54297.0,N
1.096,54571.0,N
1.116,54850.0,N
1.12,55130.0,N
1.124,55411.0,N
1.084,55682.0,N
1.116,55961.0,N
1.116,56240.0,N
1.064,56506.0,N
