"","RR","samp","afib","rmean","rsec","trans"
"1",0.78,340,"N",0.78,0.78,2
"2",0.448,452,"N",0.697,1.228,3
"3",1.108,729,"N",0.79975,2.336,1
"4",0.768,921,"N",0.7918125,3.104,2
"5",0.744,1107,"N",0.779859375,3.848,2
"6",0.752,1295,"N",0.77289453125,4.6,2
"7",0.764,1486,"N",0.7706708984375,5.364,2
"8",0.756,1675,"N",0.767003173828125,6.12,2
"9",0.76,1865,"N",0.765252380371094,6.88,2
"10",0.764,2056,"N",0.76493928527832,7.644,2
"11",0.756,2245,"N",0.76270446395874,8.4,2
"12",0.748,2432,"N",0.759028347969055,9.148,2
"13",0.756,2621,"N",0.758271260976791,9.904,2
"14",0.752,2809,"N",0.756703445732594,10.656,2
"15",0.752,2997,"N",0.755527584299445,11.408,2
"16",0.756,3186,"N",0.755645688224584,12.164,2
"17",0.768,3378,"N",0.758734266168438,12.932,2
"18",0.78,3573,"N",0.764050699626329,13.712,2
"19",0.78,3768,"N",0.768038024719746,14.492,2
"20",0.772,3961,"N",0.76902851853981,15.264,2
"21",0.76,4151,"N",0.766771388904857,16.024,2
"22",0.764,4342,"N",0.766078541678643,16.788,2
"23",0.764,4533,"N",0.765558906258982,17.552,2
"24",0.764,4724,"N",0.765169179694237,18.316,2
"25",0.772,4917,"N",0.766876884770678,19.088,2
"26",0.776,5111,"N",0.769157663578008,19.864,2
"27",0.772,5304,"N",0.769868247683506,20.636,2
"28",0.78,5499,"N",0.77240118576263,21.416,2
"29",0.784,5695,"N",0.775300889321972,22.2,2
"30",0.768,5887,"N",0.773475666991479,22.968,2
"31",0.764,6078,"N",0.771106750243609,23.732,2
"32",0.76,6268,"N",0.768330062682707,24.492,2
"33",0.764,6459,"N",0.76724754701203,25.256,2
"34",0.764,6650,"N",0.766435660259023,26.02,2
"35",0.768,6842,"N",0.766826745194267,26.788,2
"36",0.76,7032,"N",0.7651200588957,27.548,2
"37",0.768,7224,"N",0.765840044171775,28.316,2
"38",0.764,7415,"N",0.765380033128831,29.08,2
"39",0.756,7604,"N",0.763035024846623,29.836,2
"40",0.752,7792,"N",0.760276268634968,30.588,2
"41",0.764,7983,"N",0.761207201476226,31.352,2
"42",0.752,8171,"N",0.758905401107169,32.104,2
"43",0.756,8360,"N",0.758179050830377,32.86,2
"44",0.76,8550,"N",0.758634288122783,33.62,2
"45",0.744,8736,"N",0.754975716092087,34.364,2
"46",0.748,8923,"N",0.753231787069065,35.112,2
"47",0.756,9112,"N",0.753923840301799,35.868,2
"48",0.744,9298,"N",0.751442880226349,36.612,2
"49",0.744,9484,"N",0.749582160169762,37.356,2
"50",0.76,9674,"N",0.752186620127321,38.116,2
"51",0.756,9863,"N",0.753139965095491,38.872,2
"52",0.752,10051,"N",0.752854973821618,39.624,2
"53",0.776,10245,"N",0.758641230366214,40.4,2
"54",0.768,10437,"N",0.76098092277466,41.168,2
