"","RR","samp","afib","rmean","rsec","trans"
"1",0.744,242,"N",0.744,0.744,2
"2",0.792,440,"N",0.756,1.536,2
"3",0.768,632,"N",0.759,2.304,2
"4",0.764,823,"N",0.76025,3.068,2
"5",0.78,1018,"N",0.7651875,3.848,2
"6",0.772,1211,"N",0.766890625,4.62,2
"7",0.768,1403,"N",0.76716796875,5.388,2
"8",0.792,1601,"N",0.7733759765625,6.18,2
"9",0.764,1792,"N",0.771031982421875,6.944,2
"10",0.736,1976,"N",0.762273986816406,7.68,2
"11",0.78,2171,"N",0.766705490112305,8.46,2
"12",0.784,2367,"N",0.771029117584229,9.244,2
"13",0.792,2565,"N",0.776271838188171,10.036,2
"14",0.792,2763,"N",0.780203878641129,10.828,2
"15",0.752,2951,"N",0.773152908980846,11.58,2
"16",0.772,3144,"N",0.772864681735635,12.352,2
"17",0.812,3347,"N",0.782648511301726,13.164,2
"18",0.792,3545,"N",0.784986383476294,13.956,2
"19",0.812,3748,"N",0.791739787607221,14.768,2
"20",0.796,3947,"N",0.792804840705416,15.564,2
"21",0.764,4138,"N",0.785603630529062,16.328,2
"22",0.788,4335,"N",0.786202722896796,17.116,2
"23",0.8,4535,"N",0.789652042172597,17.916,2
"24",0.796,4734,"N",0.791239031629448,18.712,2
"25",0.8,4934,"N",0.793429273722086,19.512,2
"26",0.784,5130,"N",0.791071955291565,20.296,2
"27",0.816,5334,"N",0.797303966468673,21.112,2
"28",0.816,5538,"N",0.801977974851505,21.928,2
"29",0.792,5736,"N",0.799483481138629,22.72,2
"30",0.8,5936,"N",0.799612610853971,23.52,2
"31",0.78,6131,"N",0.794709458140479,24.3,2
"32",0.804,6332,"N",0.797032093605359,25.104,2
"33",0.828,6539,"N",0.804774070204019,25.932,2
"34",0.788,6736,"N",0.800580552653015,26.72,2
"35",0.784,6932,"N",0.796435414489761,27.504,2
"36",0.776,7126,"N",0.791326560867321,28.28,2
"37",0.772,7319,"N",0.786494920650491,29.052,2
"38",0.808,7521,"N",0.791871190487868,29.86,2
"39",0.792,7719,"N",0.791903392865901,30.652,2
"40",0.768,7911,"N",0.785927544649426,31.42,2
"41",0.776,8105,"N",0.783445658487069,32.196,2
"42",0.76,8295,"N",0.777584243865302,32.956,2
