0	0.537	161
161	0.710	374
374	0.560	542
542	0.740	764
764	0.490	911
911	0.787	1147
1147	0.553	1313
1313	0.580	1487
1487	0.610	1670
1670	0.577	1843
1843	0.613	2027
2027	0.497	2176
2176	0.730	2395
2395	0.570	2566
2566	0.867	2826
2826	0.570	2997
2997	1.090	3324
3324	0.647	3518
3518	0.673	3720
3720	0.763	3949
3949	0.690	4156
4156	0.880	4420
4420	0.890	4687
4687	0.583	4862
4862	0.587	5038
5038	0.483	5183
5183	0.693	5391
5391	0.620	5577
5577	1.303	5968
5968	1.013	6272
6272	0.670	6473
6473	0.737	6694
6694	0.747	6918
6918	0.703	7129
7129	0.743	7352
7352	0.453	7488
7488	0.677	7691
7691	0.663	7890
7890	0.837	8141
8141	0.563	8310
8310	0.680	8514
8514	0.583	8689
8689	0.573	8861
