0	0.360	108
108	0.757	335
335	0.713	549
549	0.740	771
771	0.713	985
985	0.767	1215
1215	0.703	1426
1426	0.753	1652
1652	0.743	1875
1875	0.737	2096
2096	0.740	2318
2318	0.750	2543
2543	0.740	2765
2765	0.747	2989
2989	0.743	3212
3212	0.740	3434
3434	0.710	3647
3647	0.757	3874
3874	0.733	4094
4094	0.740	4316
4316	0.717	4531
4531	0.763	4760
4760	0.717	4975
4975	0.753	5201
5201	0.737	5422
5422	0.740	5644
5644	0.260	5722
5722	0.217	5787
5787	0.320	5883
5883	0.253	5959
5959	0.253	6035
6035	0.253	6111
6111	0.290	6198
6198	0.307	6290
6290	0.303	6381
6381	0.193	6439
6439	0.280	6523
6523	0.473	6665
6665	0.277	6748
6748	0.743	6971
6971	0.277	7054
7054	0.290	7141
7141	0.177	7194
7194	0.743	7417
7417	0.750	7642
7642	0.373	7754
7754	0.273	7836
7836	0.253	7912
7912	0.570	8083
8083	0.793	8321
8321	0.247	8395
8395	0.503	8546
8546	0.370	8657
8657	0.180	8711
8711	0.340	8813
