0	0.490	147
147	0.710	360
360	0.450	495
495	0.590	672
672	0.503	823
823	0.210	886
886	0.267	966
966	0.297	1055
1055	0.453	1191
1191	0.277	1274
1274	1.217	1639
1639	1.100	1969
1969	1.090	2296
2296	1.053	2612
2612	1.043	2925
2925	1.087	3251
3251	1.093	3579
3579	1.083	3904
3904	0.837	4155
4155	0.253	4231
4231	0.943	4514
4514	0.557	4681
4681	0.570	4852
4852	0.290	4939
4939	0.173	4991
4991	0.333	5091
5091	0.230	5160
5160	0.843	5413
5413	0.253	5489
5489	0.290	5576
5576	0.650	5771
5771	0.207	5833
5833	0.553	5999
5999	0.303	6090
6090	0.273	6172
6172	0.587	6348
6348	0.240	6420
6420	0.307	6512
6512	0.287	6598
6598	0.163	6647
6647	0.387	6763
6763	0.247	6837
6837	0.350	6942
6942	0.970	7233
7233	0.747	7457
7457	0.293	7545
7545	0.883	7810
7810	0.980	8104
8104	0.983	8399
8399	0.983	8694
