0	0.643	193
193	0.680	397
397	0.267	477
477	0.407	599
599	0.667	799
799	0.663	998
998	0.673	1200
1200	0.667	1400
1400	0.657	1597
1597	0.643	1790
1790	0.657	1987
1987	0.663	2186
2186	0.657	2383
2383	0.660	2581
2581	0.643	2774
2774	0.637	2965
2965	0.640	3157
3157	0.643	3350
3350	0.633	3540
3540	0.637	3731
3731	0.623	3918
3918	0.637	4109
4109	0.637	4300
4300	0.650	4495
4495	0.633	4685
4685	0.633	4875
4875	0.633	5065
5065	0.627	5253
5253	0.630	5442
5442	0.630	5631
5631	0.630	5820
5820	0.633	6010
6010	0.627	6198
6198	0.633	6388
6388	0.620	6574
6574	0.623	6761
6761	0.633	6951
6951	0.630	7140
7140	0.630	7329
7329	0.617	7514
7514	0.627	7702
7702	0.633	7892
7892	0.623	8079
8079	0.623	8266
8266	0.617	8451
8451	0.620	8637
8637	0.627	8825
