0	0.340	85
85	0.896	309
309	0.880	529
529	0.852	742
742	0.884	963
963	0.888	1185
1185	0.852	1398
1398	0.852	1611
1611	0.864	1827
1827	0.884	2048
2048	0.872	2266
2266	0.852	2479
2479	0.852	2692
2692	0.872	2910
2910	0.860	3125
3125	0.856	3339
3339	0.836	3548
3548	0.844	3759
3759	0.868	3976
3976	0.848	4188
4188	0.848	4400
4400	0.856	4614
4614	0.844	4825
4825	0.864	5041
5041	0.872	5259
5259	0.840	5469
5469	0.856	5683
5683	0.868	5900
5900	0.868	6117
6117	0.892	6340
6340	0.852	6553
6553	0.876	6772
6772	0.908	6999
6999	0.876	7218
7218	0.912	7446
7446	0.884	7667
7667	0.876	7886
7886	0.908	8113
8113	0.888	8335
8335	0.884	8556
8556	0.888	8778
8778	0.880	8998
8998	0.908	9225
9225	0.896	9449
9449	0.876	9668
9668	0.888	9890
9890	0.896	10114
10114	0.900	10339
10339	0.880	10559
10559	0.876	10778
10778	0.904	11004
11004	0.892	11227
11227	0.900	11452
11452	0.892	11675
11675	0.884	11896
11896	0.888	12118
12118	0.880	12338
12338	0.844	12549
12549	0.852	12762
12762	0.860	12977
12977	0.864	13193
13193	0.884	13414
13414	0.840	13624
13624	0.852	13837
13837	0.876	14056
14056	0.868	14273
14273	0.876	14492
14492	0.868	14709
14709	0.856	14923
14923	0.892	15146
15146	0.876	15365
15365	0.868	15582
15582	0.888	15804
15804	0.860	16019
16019	0.896	16243
16243	0.880	16463
16463	0.852	16676
16676	0.552	16814
16814	1.196	17113
17113	0.928	17345
17345	0.876	17564
17564	0.836	17773
17773	0.860	17988
17988	0.884	18209
18209	0.860	18424
18424	0.864	18640
18640	0.852	18853
18853	0.864	19069
19069	0.888	19291
19291	0.880	19511
19511	0.868	19728
19728	0.868	19945
19945	0.876	20164
20164	0.900	20389
20389	0.860	20604
20604	0.868	20821
20821	0.888	21043
21043	0.884	21264
21264	0.880	21484
21484	0.884	21705
21705	0.864	21921
21921	0.896	22145
22145	0.884	22366
22366	0.872	22584
22584	0.876	22803
22803	0.856	23017
23017	0.896	23241
23241	0.880	23461
23461	0.852	23674
23674	0.872	23892
23892	0.880	24112
24112	0.884	24333
24333	0.888	24555
24555	0.852	24768
24768	0.868	24985
24985	0.892	25208
25208	0.872	25426
25426	0.880	25646
25646	0.860	25861
25861	0.868	26078
26078	0.900	26303
26303	0.884	26524
26524	0.868	26741
26741	0.884	26962
26962	0.864	27178
27178	0.896	27402
27402	0.920	27632
27632	0.860	27847
27847	0.884	28068
28068	0.904	28294
28294	0.916	28523
28523	0.880	28743
28743	0.848	28955
28955	0.880	29175
29175	0.876	29394
29394	0.860	29609
29609	0.868	29826
29826	0.848	30038
30038	0.876	30257
30257	0.884	30478
30478	0.848	30690
30690	0.864	30906
30906	0.868	31123
31123	0.872	31341
31341	0.872	31559
31559	0.868	31776
31776	0.860	31991
31991	0.876	32210
32210	0.864	32426
32426	0.876	32645
32645	0.848	32857
32857	0.864	33073
33073	0.892	33296
33296	0.896	33520
