0	0.296	74
74	0.588	221
221	0.552	359
359	0.476	478
478	0.492	601
601	0.532	734
734	0.516	863
863	0.776	1057
1057	0.584	1203
1203	0.568	1345
1345	0.716	1524
1524	1.036	1783
1783	0.604	1934
1934	0.820	2139
2139	0.520	2269
2269	0.904	2495
2495	0.648	2657
2657	0.632	2815
2815	0.840	3025
3025	0.576	3169
3169	0.752	3357
3357	0.540	3492
3492	0.544	3628
3628	0.724	3809
3809	1.056	4073
4073	0.868	4290
4290	0.732	4473
4473	0.660	4638
4638	0.704	4814
4814	0.672	4982
4982	0.660	5147
5147	0.736	5331
5331	0.512	5459
5459	0.716	5638
5638	1.000	5888
5888	1.060	6153
6153	0.988	6400
6400	0.884	6621
6621	0.904	6847
6847	0.588	6994
6994	0.580	7139
7139	0.956	7378
7378	0.736	7562
7562	0.556	7701
7701	0.916	7930
7930	0.596	8079
8079	0.528	8211
8211	0.672	8379
8379	0.724	8560
8560	0.924	8791
8791	0.676	8960
8960	0.692	9133
9133	0.684	9304
9304	1.212	9607
9607	1.212	9910
9910	0.844	10121
10121	1.092	10394
10394	0.580	10539
10539	0.536	10673
10673	0.552	10811
10811	0.912	11039
11039	0.872	11257
11257	0.728	11439
11439	0.776	11633
11633	0.748	11820
11820	0.580	11965
11965	0.680	12135
12135	0.556	12274
12274	0.712	12452
12452	1.016	12706
12706	0.572	12849
12849	0.740	13034
13034	0.896	13258
13258	0.812	13461
13461	0.680	13631
13631	0.584	13777
13777	0.912	14005
14005	0.836	14214
14214	0.580	14359
14359	0.720	14539
14539	0.676	14708
14708	0.536	14842
14842	0.572	14985
14985	0.820	15190
15190	0.692	15363
15363	0.608	15515
15515	0.992	15763
15763	1.052	16026
16026	0.820	16231
16231	0.728	16413
16413	0.764	16604
16604	0.540	16739
16739	0.528	16871
16871	0.888	17093
17093	0.764	17284
17284	0.676	17453
17453	0.556	17592
17592	0.528	17724
17724	1.544	18110
18110	0.640	18270
18270	0.556	18409
18409	0.816	18613
18613	0.588	18760
18760	0.520	18890
18890	0.548	19027
19027	0.776	19221
19221	0.724	19402
19402	0.572	19545
19545	0.780	19740
19740	0.916	19969
19969	0.596	20118
20118	0.728	20300
20300	0.600	20450
20450	0.868	20667
20667	1.196	20966
20966	0.824	21172
21172	0.664	21338
21338	0.548	21475
21475	0.744	21661
21661	0.764	21852
21852	0.776	22046
22046	0.604	22197
22197	0.548	22334
22334	0.508	22461
22461	0.640	22621
22621	0.516	22750
22750	0.904	22976
22976	0.832	23184
23184	0.832	23392
23392	0.796	23591
23591	0.644	23752
23752	1.492	24125
24125	0.612	24278
24278	0.684	24449
24449	0.772	24642
24642	0.552	24780
24780	0.776	24974
24974	0.564	25115
25115	0.524	25246
25246	0.988	25493
25493	0.516	25622
25622	0.832	25830
25830	0.732	26013
26013	0.808	26215
26215	0.700	26390
26390	0.756	26579
26579	0.684	26750
26750	0.816	26954
26954	0.820	27159
27159	0.808	27361
27361	0.680	27531
27531	0.716	27710
27710	0.888	27932
27932	0.828	28139
28139	0.616	28293
28293	0.960	28533
28533	0.720	28713
28713	0.768	28905
28905	0.588	29052
29052	0.652	29215
29215	0.772	29408
29408	0.540	29543
29543	0.568	29685
29685	0.856	29899
29899	0.564	30040
30040	0.528	30172
30172	0.964	30413
30413	0.832	30621
30621	0.548	30758
30758	0.552	30896
30896	0.584	31042
31042	0.516	31171
31171	0.612	31324
31324	0.668	31491
31491	0.660	31656
31656	0.572	31799
31799	0.728	31981
31981	0.716	32160
32160	0.652	32323
32323	0.628	32480
32480	0.524	32611
32611	0.676	32780
32780	0.544	32916
32916	0.720	33096
33096	1.032	33354
33354	0.640	33514
33514	0.664	33680
33680	0.740	33865
33865	0.916	34094
34094	0.876	34313
34313	0.732	34496
34496	0.760	34686
34686	0.552	34824
34824	0.856	35038
35038	0.848	35250
35250	0.924	35481
35481	0.692	35654
35654	0.564	35795
35795	0.584	35941
35941	0.504	36067
36067	0.764	36258
36258	0.556	36397
36397	0.784	36593
36593	0.712	36771
36771	0.644	36932
36932	0.752	37120
37120	1.208	37422
37422	0.768	37614
37614	0.684	37785
37785	0.712	37963
37963	0.848	38175
38175	0.868	38392
38392	0.576	38536
38536	0.848	38748
38748	1.056	39012
39012	0.660	39177
39177	0.760	39367
39367	0.544	39503
39503	0.600	39653
39653	0.536	39787
39787	0.812	39990
39990	0.788	40187
40187	0.608	40339
40339	0.912	40567
40567	0.752	40755
40755	0.692	40928
40928	0.728	41110
41110	0.616	41264
41264	0.600	41414
41414	0.700	41589
41589	0.628	41746
41746	0.548	41883
41883	0.788	42080
42080	0.876	42299
42299	0.632	42457
42457	0.716	42636
42636	0.620	42791
42791	0.780	42986
42986	0.604	43137
43137	0.952	43375
43375	1.008	43627
43627	0.940	43862
43862	0.748	44049
44049	0.516	44178
44178	0.544	44314
44314	0.960	44554
44554	0.572	44697
44697	0.804	44898
44898	0.784	45094
45094	0.668	45261
45261	0.568	45403
45403	0.556	45542
45542	0.728	45724
45724	0.620	45879
45879	0.948	46116
46116	0.564	46257
46257	0.552	46395
46395	0.900	46620
46620	0.648	46782
46782	0.680	46952
46952	0.608	47104
47104	0.836	47313
47313	0.836	47522
47522	0.820	47727
47727	0.752	47915
47915	0.788	48112
48112	0.612	48265
48265	0.716	48444
48444	0.540	48579
48579	0.704	48755
48755	0.900	48980
48980	0.596	49129
49129	0.808	49331
49331	1.104	49607
49607	0.860	49822
49822	0.912	50050
50050	0.612	50203
50203	0.708	50380
50380	0.940	50615
50615	0.824	50821
50821	0.764	51012
51012	0.968	51254
51254	0.864	51470
51470	0.708	51647
51647	0.564	51788
51788	0.500	51913
51913	0.560	52053
52053	0.800	52253
52253	1.236	52562
52562	1.024	52818
52818	0.968	53060
53060	0.572	53203
53203	0.540	53338
53338	0.904	53564
53564	0.676	53733
53733	0.616	53887
53887	0.672	54055
54055	0.808	54257
54257	0.764	54448
54448	0.780	54643
54643	0.732	54826
54826	0.536	54960
54960	0.860	55175
55175	1.064	55441
55441	0.984	55687
55687	0.804	55888
55888	0.788	56085
56085	0.856	56299
56299	0.712	56477
56477	0.948	56714
56714	0.660	56879
56879	0.512	57007
57007	0.568	57149
57149	0.864	57365
57365	0.784	57561
57561	0.908	57788
57788	0.900	58013
58013	0.760	58203
58203	0.812	58406
58406	0.800	58606
58606	0.680	58776
58776	0.644	58937
58937	0.612	59090
59090	0.632	59248
59248	0.780	59443
59443	0.600	59593
59593	0.640	59753
59753	0.568	59895
59895	0.776	60089
60089	0.536	60223
60223	1.048	60485
60485	0.636	60644
60644	0.616	60798
60798	0.552	60936
60936	0.648	61098
61098	0.796	61297
61297	0.896	61521
61521	0.620	61676
61676	0.520	61806
61806	0.564	61947
61947	0.820	62152
62152	0.580	62297
62297	0.820	62502
62502	0.944	62738
62738	0.796	62937
62937	0.636	63096
63096	0.732	63279
63279	0.604	63430
63430	1.140	63715
63715	0.572	63858
63858	0.816	64062
64062	0.604	64213
64213	0.692	64386
64386	0.688	64558
64558	1.012	64811
64811	0.572	64954
64954	0.780	65149
65149	1.040	65409
65409	0.924	65640
65640	0.580	65785
65785	0.956	66024
66024	0.932	66257
66257	0.832	66465
66465	0.636	66624
66624	0.764	66815
66815	0.744	67001
67001	0.744	67187
67187	0.656	67351
67351	0.600	67501
67501	0.840	67711
67711	0.548	67848
67848	0.792	68046
68046	0.744	68232
68232	0.848	68444
68444	0.544	68580
68580	0.900	68805
68805	0.560	68945
68945	1.088	69217
69217	0.572	69360
69360	0.544	69496
69496	0.592	69644
69644	0.884	69865
69865	0.580	70010
70010	0.816	70214
70214	0.648	70376
70376	0.568	70518
70518	0.668	70685
70685	1.088	70957
70957	0.556	71096
71096	1.044	71357
71357	0.888	71579
71579	0.992	71827
71827	0.700	72002
72002	0.892	72225
72225	0.768	72417
72417	0.772	72610
72610	0.676	72779
72779	0.576	72923
72923	0.732	73106
73106	0.772	73299
73299	0.812	73502
73502	0.712	73680
73680	0.548	73817
73817	0.800	74017
74017	0.968	74259
74259	0.736	74443
74443	0.672	74611
74611	0.660	74776
74776	0.764	74967
74967	0.684	75138
75138	0.804	75339
75339	0.672	75507
75507	1.004	75758
75758	1.060	76023
76023	0.552	76161
76161	0.752	76349
76349	0.532	76482
76482	0.636	76641
76641	0.592	76789
76789	0.572	76932
76932	0.596	77081
77081	0.560	77221
77221	0.856	77435
77435	0.700	77610
77610	0.924	77841
77841	1.032	78099
78099	0.884	78320
78320	0.636	78479
78479	0.760	78669
78669	0.988	78916
78916	0.952	79154
79154	0.584	79300
79300	0.804	79501
79501	0.788	79698
79698	0.624	79854
79854	0.852	80067
80067	0.828	80274
80274	0.608	80426
80426	0.876	80645
80645	0.664	80811
80811	0.800	81011
81011	0.780	81206
81206	0.608	81358
81358	0.884	81579
81579	0.600	81729
81729	0.856	81943
81943	1.020	82198
82198	0.884	82419
82419	0.836	82628
82628	0.596	82777
82777	0.552	82915
82915	0.708	83092
83092	0.552	83230
83230	0.752	83418
83418	0.856	83632
83632	0.568	83774
83774	0.600	83924
83924	0.564	84065
84065	0.520	84195
84195	0.792	84393
84393	0.796	84592
84592	0.872	84810
84810	0.648	84972
84972	0.800	85172
85172	0.744	85358
85358	0.772	85551
85551	0.556	85690
85690	0.740	85875
85875	0.636	86034
86034	0.568	86176
86176	0.904	86402
86402	0.568	86544
86544	0.600	86694
86694	0.796	86893
86893	0.772	87086
87086	0.936	87320
87320	0.584	87466
87466	0.684	87637
87637	0.808	87839
87839	0.772	88032
88032	0.600	88182
88182	0.852	88395
88395	1.024	88651
88651	0.592	88799
88799	0.992	89047
89047	0.736	89231
89231	0.540	89366
89366	0.784	89562
89562	0.632	89720
89720	0.692	89893
89893	0.752	90081
90081	0.632	90239
90239	0.992	90487
90487	0.932	90720
90720	0.572	90863
90863	0.600	91013
91013	0.568	91155
91155	0.648	91317
91317	0.680	91487
91487	0.628	91644
91644	0.792	91842
91842	0.860	92057
92057	0.744	92243
92243	0.608	92395
92395	1.140	92680
92680	0.768	92872
92872	0.816	93076
93076	0.572	93219
93219	0.736	93403
93403	0.860	93618
93618	0.872	93836
93836	0.884	94057
94057	0.800	94257
94257	0.644	94418
94418	0.716	94597
94597	0.632	94755
94755	0.564	94896
94896	0.740	95081
95081	0.800	95281
95281	0.680	95451
95451	0.796	95650
95650	0.704	95826
95826	0.872	96044
96044	0.708	96221
96221	0.692	96394
96394	0.536	96528
96528	0.568	96670
96670	0.760	96860
96860	0.772	97053
97053	0.800	97253
97253	0.744	97439
97439	0.576	97583
97583	0.984	97829
97829	0.992	98077
98077	0.760	98267
98267	0.724	98448
98448	0.660	98613
98613	0.552	98751
98751	1.024	99007
99007	0.752	99195
99195	0.620	99350
99350	0.852	99563
99563	0.620	99718
99718	1.024	99974
99974	0.972	100217
100217	0.548	100354
100354	0.868	100571
100571	0.784	100767
100767	0.832	100975
100975	0.760	101165
101165	0.824	101371
