0	0.287	86
86	0.787	322
322	0.790	559
559	0.780	793
793	0.770	1024
1024	0.767	1254
1254	0.777	1487
1487	0.793	1725
1725	0.783	1960
1960	0.770	2191
2191	0.763	2420
2420	0.780	2654
2654	0.790	2891
2891	0.787	3127
3127	0.780	3361
3361	0.790	3598
3598	0.803	3839
3839	0.783	4074
4074	0.773	4306
4306	0.770	4537
4537	0.780	4771
4771	0.773	5003
5003	0.760	5231
5231	0.750	5456
5456	0.757	5683
5683	0.760	5911
5911	0.757	6138
6138	0.757	6365
6365	0.767	6595
6595	0.793	6833
6833	0.800	7073
7073	0.773	7305
7305	0.757	7532
7532	0.757	7759
7759	0.757	7986
7986	0.747	8210
8210	0.740	8432
8432	0.740	8654
8654	0.770	8885
