0	-0.023	-6
-6	0.297	83
83	0.537	244
244	0.230	313
313	0.667	513
513	0.867	773
773	0.947	1057
1057	0.873	1319
1319	0.923	1596
1596	0.887	1862
1862	0.890	2129
2129	0.927	2407
2407	0.937	2688
2688	0.927	2966
2966	0.943	3249
3249	0.907	3521
3521	0.927	3799
3799	0.913	4073
4073	0.960	4361
4361	0.970	4652
4652	0.933	4932
4932	0.940	5214
5214	0.977	5507
5507	0.920	5783
5783	0.947	6067
6067	0.940	6349
6349	0.937	6630
6630	0.910	6903
6903	0.943	7186
7186	0.927	7464
7464	0.903	7735
7735	0.920	8011
8011	0.890	8278
8278	0.880	8542
8542	0.877	8805
