0	-0.020	-5
-5	0.290	82
82	0.253	158
158	0.267	238
238	0.860	496
496	0.287	582
582	0.687	788
788	0.230	857
857	0.603	1038
1038	0.270	1119
1119	0.327	1217
1217	0.270	1298
1298	0.253	1374
1374	0.280	1458
1458	0.270	1539
1539	0.297	1628
1628	0.433	1758
1758	0.270	1839
1839	0.263	1918
1918	0.940	2200
2200	0.967	2490
2490	0.967	2780
2780	0.970	3071
3071	0.983	3366
3366	0.930	3645
3645	0.403	3766
3766	0.303	3857
3857	0.237	3928
3928	0.700	4138
4138	0.283	4223
4223	0.297	4312
4312	0.657	4509
4509	0.270	4590
4590	0.387	4706
4706	0.307	4798
4798	0.273	4880
4880	0.690	5087
5087	0.707	5299
5299	0.253	5375
5375	0.357	5482
5482	0.273	5564
5564	0.253	5640
5640	0.253	5716
5716	0.210	5779
5779	0.550	5944
5944	0.510	6097
6097	0.437	6228
6228	0.283	6313
6313	0.497	6462
