0	0.487	146
146	0.797	385
385	0.257	462
462	0.530	621
621	0.753	847
847	0.763	1076
1076	0.743	1299
1299	0.743	1522
1522	0.733	1742
1742	0.723	1959
1959	0.710	2172
2172	0.610	2355
2355	0.793	2593
2593	0.707	2805
2805	0.723	3022
3022	0.727	3240
3240	0.737	3461
3461	0.747	3685
3685	0.737	3906
3906	0.723	4123
4123	0.727	4341
4341	0.720	4557
4557	0.720	4773
4773	0.710	4986
4986	0.700	5196
5196	0.690	5403
5403	0.683	5608
5608	0.677	5811
5811	0.680	6015
6015	0.677	6218
6218	0.677	6421
6421	0.680	6625
6625	0.693	6833
6833	0.643	7026
7026	0.663	7225
7225	0.673	7427
7427	0.680	7631
7631	0.687	7837
7837	0.680	8041
8041	0.683	8246
8246	0.670	8447
8447	0.677	8650
8650	0.673	8852
