0	-0.023	-6
-6	0.810	237
237	0.670	438
438	0.760	666
666	0.753	892
892	0.767	1122
1122	0.740	1344
1344	0.853	1600
1600	1.417	2025
2025	0.593	2203
2203	1.067	2523
2523	0.747	2747
2747	0.920	3023
3023	1.263	3402
3402	0.537	3563
3563	0.643	3756
3756	0.563	3925
3925	0.693	4133
4133	0.670	4334
4334	1.147	4678
4678	0.867	4938
4938	0.967	5228
5228	1.000	5528
5528	0.827	5776
5776	0.613	5960
5960	1.087	6286
6286	0.653	6482
6482	1.163	6831
6831	0.660	7029
7029	0.707	7241
7241	0.990	7538
7538	0.733	7758
7758	0.813	8002
8002	1.190	8359
8359	0.600	8539
8539	0.867	8799
