"","x"
"3","TRUE"
"4","TRUE"
"8","TRUE"
"20","TRUE"
"21","TRUE"
"25","TRUE"
"31","TRUE"
"32","TRUE"
"35","TRUE"
"36","TRUE"
"38","TRUE"
"40","TRUE"
"41","TRUE"
"46","TRUE"
"49","TRUE"
"51","TRUE"
"52","TRUE"
"58","TRUE"
"60","TRUE"
"66","TRUE"
"69","TRUE"
"83","TRUE"
"87","TRUE"
"92","TRUE"
"96","TRUE"
"97","TRUE"
"98","TRUE"
"103","TRUE"
"106","TRUE"
"110","TRUE"
"111","TRUE"
"119","TRUE"
"130","TRUE"
"131","TRUE"
"133","TRUE"
"134","TRUE"
"142","TRUE"
"146","TRUE"
"154","TRUE"
"156","TRUE"
"163","TRUE"
"182","TRUE"
"185","TRUE"
"186","TRUE"
"189","TRUE"
"190","TRUE"
"193","TRUE"
"196","TRUE"
"200","TRUE"
"203","TRUE"
"206","TRUE"
"214","TRUE"
"217","TRUE"
"221","TRUE"
"223","TRUE"
"225","TRUE"
"229","TRUE"
"230","TRUE"
"231","TRUE"
"238","TRUE"
"246","TRUE"
"247","TRUE"
"251","TRUE"
"252","TRUE"
"255","TRUE"
"270","TRUE"
"276","TRUE"
"280","TRUE"
"284","TRUE"
"286","FALSE"
"295","TRUE"
"302","TRUE"
"321","TRUE"
"322","TRUE"
"324","TRUE"
"342","TRUE"
"343","TRUE"
"347","TRUE"
"349","TRUE"
"352","TRUE"
"356","TRUE"
"369","TRUE"
"370","TRUE"
"371","TRUE"
"374","TRUE"
"378","TRUE"
"379","TRUE"
"382","TRUE"
"383","TRUE"
"384","TRUE"
"390","TRUE"
"396","TRUE"
"399","TRUE"
"406","TRUE"
"408","TRUE"
"409","TRUE"
"421","TRUE"
"422","TRUE"
"427","TRUE"
"431","TRUE"
"436","TRUE"
"449","TRUE"
"450","TRUE"
"453","TRUE"
"458","TRUE"
"463","TRUE"
"464","TRUE"
"469","TRUE"
"471","TRUE"
"479","TRUE"
"481","TRUE"
"488","TRUE"
"490","TRUE"
"492","TRUE"
"493","TRUE"
"501","TRUE"
"502","TRUE"
"504","TRUE"
"507","TRUE"
"508","TRUE"
"515","TRUE"
"525","TRUE"
"527","TRUE"
"532","TRUE"
"533","TRUE"
"542","TRUE"
"545","TRUE"
"549","TRUE"
"554","TRUE"
"576","TRUE"
"583","TRUE"
"585","TRUE"
"586","TRUE"
"593","TRUE"
"597","TRUE"
"605","TRUE"
"607","TRUE"
"620","TRUE"
"622","TRUE"
"628","TRUE"
"635","TRUE"
"636","TRUE"
"638","TRUE"
"642","TRUE"
"645","TRUE"
"654","TRUE"
"655","TRUE"
"656","TRUE"
"663","TRUE"
"679","TRUE"
"688","TRUE"
"724","TRUE"
"733","TRUE"
"743","TRUE"
"745","TRUE"
"748","TRUE"
"749","TRUE"
"753","TRUE"
"758","TRUE"
"761","TRUE"
"765","TRUE"
"766","TRUE"
"767","TRUE"
"768","TRUE"
"773","TRUE"
"777","TRUE"
"778","TRUE"
"781","TRUE"
"783","TRUE"
"788","TRUE"
"790","TRUE"
"793","TRUE"
"800","TRUE"
"804","TRUE"
"808","TRUE"
"809","TRUE"
"820","TRUE"
"821","TRUE"
"822","TRUE"
"823","TRUE"
"825","TRUE"
"829","TRUE"
"831","TRUE"
"835","TRUE"
"836","TRUE"
"837","TRUE"
"839","TRUE"
"840","TRUE"
"846","TRUE"
"862","TRUE"
"863","TRUE"
"864","TRUE"
"868","TRUE"
"870","TRUE"
"875","TRUE"
"878","TRUE"
"879","TRUE"
"880","TRUE"
"882","TRUE"
"890","TRUE"
"900","TRUE"
"906","TRUE"
"916","TRUE"
"925","TRUE"
"927","TRUE"
"933","TRUE"
"944","TRUE"
"955","TRUE"
"971","TRUE"
"975","TRUE"
"979","TRUE"
"986","TRUE"
"989","TRUE"
"996","TRUE"
"1006","TRUE"
"1013","TRUE"
"1014","TRUE"
"1017","TRUE"
"1028","TRUE"
"1041","TRUE"
"1042","TRUE"
"1045","TRUE"
"1048","TRUE"
"1049","TRUE"
"1059","TRUE"
"1062","TRUE"
"1077","TRUE"
"1079","TRUE"
"1094","TRUE"
"1100","TRUE"
"1106","TRUE"
"1108","TRUE"
"1118","TRUE"
"1122","TRUE"
"1124","TRUE"
"1125","TRUE"
"1128","TRUE"
"1130","TRUE"
"1132","TRUE"
"1133","TRUE"
"1135","TRUE"
"1139","TRUE"
"1142","TRUE"
"1146","TRUE"
"1161","TRUE"
"1165","TRUE"
"1166","TRUE"
"1172","TRUE"
"1176","TRUE"
"1177","TRUE"
"1185","TRUE"
"1186","TRUE"
"1187","TRUE"
"1188","TRUE"
"1189","TRUE"
"1194","TRUE"
"1195","TRUE"
"1197","TRUE"
"1200","TRUE"
"1201","TRUE"
"1204","TRUE"
"1208","TRUE"
"1215","TRUE"
"1223","TRUE"
"1224","TRUE"
"1231","TRUE"
"1233","TRUE"
"1241","TRUE"
"1245","TRUE"
"1247","TRUE"
"1259","FALSE"
"1263","TRUE"
"1266","TRUE"
"1268","TRUE"
"1272","TRUE"
"1273","TRUE"
"1289","TRUE"
"1291","TRUE"
"1294","FALSE"
"1296","TRUE"
"1298","TRUE"
"1302","TRUE"
"1311","TRUE"
"1321","FALSE"
"1329","TRUE"
"1338","TRUE"
"1345","TRUE"
"1357","TRUE"
"1359","TRUE"
"1362","TRUE"
"1363","TRUE"
"1371","TRUE"
"1385","TRUE"
"1388","TRUE"
"1390","TRUE"
"1392","TRUE"
"1395","TRUE"
"1403","TRUE"
"1406","TRUE"
"1408","TRUE"
"1409","TRUE"
"1415","TRUE"
"1432","TRUE"
"1433","TRUE"
"1434","TRUE"
"1435","TRUE"
"1441","TRUE"
"1442","TRUE"
"1444","TRUE"
"1446","TRUE"
"1448","TRUE"
"1452","TRUE"
"1458","FALSE"
"1460","TRUE"
"1467","TRUE"
"1472","TRUE"
"1474","TRUE"
"1475","TRUE"
"1480","TRUE"
"1482","TRUE"
"1484","TRUE"
"1485","TRUE"
"1494","TRUE"
"1499","TRUE"
"1501","TRUE"
"1512","TRUE"
"1515","TRUE"
"1521","TRUE"
"1527","TRUE"
"1533","TRUE"
"1539","TRUE"
"1554","TRUE"
"1557","TRUE"
"1559","TRUE"
"1560","TRUE"
"1562","TRUE"
"1563","TRUE"
"1564","TRUE"
"1565","TRUE"
"1570","TRUE"
"1571","TRUE"
"1589","TRUE"
"1590","TRUE"
"1593","TRUE"
"1594","TRUE"
"1606","TRUE"
"1609","TRUE"
"1610","TRUE"
"1612","TRUE"
"1618","TRUE"
"1625","TRUE"
"1630","TRUE"
"1636","TRUE"
"1644","TRUE"
"1659","FALSE"
"1662","TRUE"
"1672","TRUE"
"1679","TRUE"
"1680","TRUE"
"1686","TRUE"
"1703","TRUE"
"1709","TRUE"
"1714","TRUE"
"1715","TRUE"
"1727","TRUE"
