"","x"
"9","TRUE"
"11","TRUE"
"12","TRUE"
"13","FALSE"
"14","TRUE"
"27","TRUE"
"29","TRUE"
"34","TRUE"
"39","TRUE"
"44","TRUE"
"45","TRUE"
"57","TRUE"
"68","TRUE"
"75","TRUE"
"76","TRUE"
"88","TRUE"
"93","TRUE"
"108","TRUE"
"120","TRUE"
"126","TRUE"
"128","TRUE"
"132","TRUE"
"136","TRUE"
"139","TRUE"
"140","TRUE"
"141","TRUE"
"149","TRUE"
"159","TRUE"
"162","TRUE"
"170","TRUE"
"171","TRUE"
"173","TRUE"
"176","TRUE"
"180","TRUE"
"191","TRUE"
"194","TRUE"
"199","TRUE"
"204","TRUE"
"212","TRUE"
"213","TRUE"
"224","TRUE"
"232","TRUE"
"233","TRUE"
"235","TRUE"
"237","TRUE"
"239","TRUE"
"240","TRUE"
"256","TRUE"
"258","TRUE"
"263","TRUE"
"269","TRUE"
"287","TRUE"
"296","TRUE"
"300","TRUE"
"308","TRUE"
"311","TRUE"
"313","TRUE"
"326","TRUE"
"332","TRUE"
"341","TRUE"
"344","TRUE"
"345","TRUE"
"346","TRUE"
"367","TRUE"
"368","TRUE"
"388","TRUE"
"393","TRUE"
"395","TRUE"
"400","TRUE"
"404","TRUE"
"410","TRUE"
"418","TRUE"
"420","TRUE"
"426","TRUE"
"430","TRUE"
"434","TRUE"
"441","TRUE"
"442","TRUE"
"446","TRUE"
"452","TRUE"
"454","TRUE"
"455","TRUE"
"462","TRUE"
"466","TRUE"
"468","TRUE"
"494","TRUE"
"505","TRUE"
"506","TRUE"
"514","TRUE"
"517","TRUE"
"518","TRUE"
"520","TRUE"
"528","TRUE"
"535","TRUE"
"537","TRUE"
"543","TRUE"
"555","TRUE"
"558","TRUE"
"560","TRUE"
"561","TRUE"
"562","TRUE"
"563","TRUE"
"566","TRUE"
"568","TRUE"
"570","TRUE"
"575","TRUE"
"610","TRUE"
"615","TRUE"
"617","TRUE"
"631","TRUE"
"633","TRUE"
"634","TRUE"
"639","TRUE"
"640","TRUE"
"647","TRUE"
"650","TRUE"
"651","TRUE"
"657","TRUE"
"670","TRUE"
"672","TRUE"
"673","TRUE"
"676","TRUE"
"678","TRUE"
"681","TRUE"
"686","TRUE"
"689","TRUE"
"691","TRUE"
"692","TRUE"
"694","TRUE"
"699","TRUE"
"703","TRUE"
"709","TRUE"
"711","TRUE"
"716","TRUE"
"722","TRUE"
"739","TRUE"
"742","TRUE"
"747","TRUE"
"750","TRUE"
"760","TRUE"
"762","TRUE"
"769","TRUE"
"770","TRUE"
"771","TRUE"
"774","TRUE"
"782","TRUE"
"785","TRUE"
"787","TRUE"
"797","TRUE"
"807","TRUE"
"816","TRUE"
"828","TRUE"
"843","TRUE"
"845","TRUE"
"847","TRUE"
"849","TRUE"
"861","TRUE"
"873","TRUE"
"881","TRUE"
"884","TRUE"
"888","TRUE"
"898","FALSE"
"901","TRUE"
"902","FALSE"
"908","TRUE"
"913","TRUE"
"914","TRUE"
"918","TRUE"
"919","TRUE"
"934","TRUE"
"938","TRUE"
"942","TRUE"
"943","TRUE"
"946","TRUE"
"947","TRUE"
"948","TRUE"
"961","TRUE"
"970","TRUE"
"974","TRUE"
"984","TRUE"
"985","TRUE"
"990","TRUE"
"998","TRUE"
"999","TRUE"
"1000","TRUE"
"1004","FALSE"
"1005","TRUE"
