"","x"
"5","TRUE"
"6","TRUE"
"10","TRUE"
"18","TRUE"
"26","TRUE"
"30","TRUE"
"42","TRUE"
"65","TRUE"
"67","TRUE"
"71","TRUE"
"72","TRUE"
"79","TRUE"
"80","TRUE"
"81","TRUE"
"82","TRUE"
"89","TRUE"
"100","TRUE"
"101","TRUE"
"102","TRUE"
"104","TRUE"
"105","TRUE"
"116","TRUE"
"118","TRUE"
"121","TRUE"
"125","TRUE"
"127","FALSE"
"143","TRUE"
"147","TRUE"
"151","TRUE"
"155","TRUE"
"165","TRUE"
"166","TRUE"
"169","TRUE"
"177","TRUE"
"178","TRUE"
"195","TRUE"
"201","TRUE"
"207","TRUE"
"208","TRUE"
"211","TRUE"
"219","TRUE"
"220","TRUE"
"226","TRUE"
"234","TRUE"
"242","TRUE"
"243","TRUE"
"245","TRUE"
"249","TRUE"
"250","TRUE"
"253","TRUE"
"254","TRUE"
"261","FALSE"
"264","TRUE"
"266","TRUE"
"272","TRUE"
"290","FALSE"
"291","TRUE"
"292","TRUE"
"294","TRUE"
"299","TRUE"
"304","TRUE"
"305","TRUE"
"306","TRUE"
"314","TRUE"
"320","TRUE"
"331","TRUE"
"337","TRUE"
"358","TRUE"
"361","TRUE"
"365","TRUE"
"375","TRUE"
"385","TRUE"
"386","TRUE"
"387","TRUE"
"403","TRUE"
"412","TRUE"
"416","TRUE"
"429","TRUE"
"433","TRUE"
"438","TRUE"
"439","TRUE"
"444","TRUE"
"447","TRUE"
"448","TRUE"
"459","TRUE"
"465","TRUE"
"476","TRUE"
"477","TRUE"
"478","TRUE"
"480","TRUE"
"485","TRUE"
"491","TRUE"
"495","TRUE"
"497","TRUE"
"500","TRUE"
"511","TRUE"
"522","TRUE"
"523","TRUE"
"524","TRUE"
"529","TRUE"
"536","TRUE"
"541","TRUE"
"548","TRUE"
"551","TRUE"
"553","TRUE"
"567","TRUE"
"572","TRUE"
"578","TRUE"
"581","TRUE"
"587","TRUE"
"588","TRUE"
"591","TRUE"
"599","TRUE"
"602","TRUE"
"603","TRUE"
"612","TRUE"
"614","TRUE"
"621","TRUE"
"623","TRUE"
"624","TRUE"
"625","TRUE"
"637","TRUE"
"664","TRUE"
"665","TRUE"
"668","TRUE"
"669","TRUE"
"677","TRUE"
"682","TRUE"
"684","TRUE"
"687","TRUE"
"690","TRUE"
"693","TRUE"
"697","TRUE"
"700","TRUE"
"704","TRUE"
"705","TRUE"
"706","TRUE"
"707","TRUE"
"708","TRUE"
"710","TRUE"
"712","TRUE"
"717","TRUE"
"719","TRUE"
"721","TRUE"
"723","TRUE"
"735","TRUE"
"738","TRUE"
"751","TRUE"
"757","TRUE"
"780","TRUE"
"786","TRUE"
"799","TRUE"
"802","TRUE"
"805","TRUE"
"810","TRUE"
"811","TRUE"
"814","TRUE"
"815","TRUE"
"827","TRUE"
"832","TRUE"
"834","TRUE"
"841","TRUE"
"855","TRUE"
"866","TRUE"
"871","TRUE"
"872","TRUE"
"877","TRUE"
"883","TRUE"
"886","TRUE"
"892","TRUE"
"897","TRUE"
"904","TRUE"
"905","TRUE"
"912","TRUE"
"915","TRUE"
"920","TRUE"
