"","RR","samp","afib","rmean","rsec","trans"
"1",0.932,581,"B",0.932,0.932,2
"2",0.516,710,"B",0.828,1.448,1
"3",1.172,1003,"B",0.914,2.62,3
"4",0.712,1181,"B",0.8635,3.332,1
"5",1.1,1456,"B",0.922625,4.432,3
"6",0.9,1681,"B",0.91696875,5.332,2
"7",0.708,1858,"B",0.8647265625,6.04,1
"8",0.788,2055,"B",0.845544921875,6.828,2
"9",1.448,2417,"B",0.99615869140625,8.276,3
"10",1.048,2679,"B",1.00911901855469,9.324,2
"11",0.7,2854,"B",0.931839263916016,10.024,1
"12",1.104,3130,"B",0.974879447937012,11.128,2
"13",0.828,3337,"B",0.938159585952759,11.956,2
"14",0.992,3585,"B",0.951619689464569,12.948,2
"15",0.868,3802,"B",0.930714767098427,13.816,2
"16",0.972,4045,"B",0.94103607532382,14.788,2
"17",0.984,4291,"B",0.951777056492865,15.772,2
"18",1.124,4572,"B",0.994832792369649,16.896,2
"19",0.7,4747,"B",0.921124594277237,17.596,1
"20",0.884,4968,"B",0.911843445707927,18.48,2
"21",0.728,5150,"B",0.865882584280945,19.208,1
"22",0.768,5342,"B",0.841411938210709,19.976,2
"23",0.816,5546,"B",0.835058953658032,20.792,2
"24",1.18,5841,"B",0.921294215243524,21.972,3
"25",0.956,6080,"B",0.929970661432643,22.928,2
"26",0.82,6285,"B",0.902477996074482,23.748,2
"27",1.148,6572,"B",0.963858497055861,24.896,3
"28",0.488,6694,"B",0.844893872791896,25.384,1
"29",0.912,6922,"B",0.861670404593922,26.296,2
"30",1.088,7194,"B",0.918252803445442,27.384,3
"31",0.776,7388,"B",0.882689602584081,28.16,2
"32",0.848,7600,"B",0.874017201938061,29.008,2
"33",0.9,7825,"B",0.880512901453546,29.908,2
"34",1.308,8152,"B",0.987384676090159,31.216,3
"35",0.536,8286,"B",0.874538507067619,31.752,1
"36",0.968,8528,"B",0.897903880300715,32.72,2
"37",1.364,8869,"B",1.01442791022554,34.084,3
"38",0.704,9045,"B",0.936820932669152,34.788,1
"39",0.984,9291,"B",0.948615699501864,35.772,2
"40",0.52,9421,"B",0.841461774626398,36.292,1
"41",1.336,9755,"B",0.965096330969799,37.628,3
"42",0.712,9933,"B",0.901822248227349,38.34,1
"43",1.168,10225,"B",0.968366686170512,39.508,3
"44",0.692,10398,"B",0.899275014627884,40.2,1
"45",0.624,10554,"B",0.830456260970913,40.824,1
"46",1.108,10831,"B",0.899842195728185,41.932,3
"47",0.524,10962,"B",0.805881646796138,42.456,1
"48",0.924,11193,"B",0.835411235097104,43.38,2
"49",0.696,11367,"B",0.800558426322828,44.076,2
"50",0.608,11519,"B",0.752418819742121,44.684,1
"51",0.88,11739,"B",0.784314114806591,45.564,2
"52",0.532,11872,"B",0.721235586104943,46.096,1
"53",0.952,12110,"B",0.778926689578707,47.048,3
"54",1.144,12396,"B",0.87019501718403,48.192,3
"55",0.512,12524,"B",0.780646262888023,48.704,1
"56",1.08,12794,"B",0.855484697166017,49.784,3
"57",1.12,13074,"B",0.921613522874513,50.904,3
"58",0.484,13195,"B",0.812210142155885,51.388,1
"59",0.696,13369,"B",0.783157606616913,52.084,2
"60",0.776,13563,"B",0.781368204962685,52.86,2
"61",0.612,13716,"B",0.739026153722014,53.472,1
"62",0.74,13901,"B",0.73926961529151,54.212,2
"63",0.996,14150,"B",0.803452211468633,55.208,3
"64",0.48,14270,"B",0.722589158601475,55.688,1
"65",0.868,14487,"B",0.758941868951106,56.556,2
"66",0.62,14642,"B",0.72420640171333,57.176,2
"67",0.896,14866,"B",0.767154801284997,58.072,3
"68",0.66,15031,"B",0.740366100963748,58.732,2
"69",0.74,15216,"B",0.740274575722811,59.472,2
"70",0.536,15350,"B",0.689205931792108,60.008,1
"71",0.996,15599,"B",0.765904448844081,61.004,3
"72",0.756,15788,"B",0.763428336633061,61.76,2
"73",0.636,15947,"B",0.731571252474796,62.396,2
"74",0.9,16172,"B",0.773678439356097,63.296,3
"75",0.9,16397,"B",0.805258829517073,64.196,2
"76",0.2,16447,"B",0.653944122137804,64.396,1
"77",1.24,16757,"B",0.800458091603353,65.636,3
"78",0.956,16996,"B",0.839343568702515,66.592,2
"79",0.728,17178,"B",0.811507676526886,67.32,2
"80",0.652,17341,"B",0.771630757395165,67.972,1
"81",0.688,17513,"B",0.750723068046373,68.66,2
"82",0.968,17755,"B",0.80504230103478,69.628,3
"83",0.896,17979,"B",0.827781725776085,70.524,2
"84",0.828,18186,"B",0.827836294332064,71.352,2
"85",0.94,18421,"B",0.855877220749048,72.292,2
"86",0.916,18650,"B",0.870907915561786,73.208,2
"87",0.688,18822,"B",0.825180936671339,73.896,1
"88",1.336,19156,"B",0.952885702503505,75.232,3
"89",0.472,19274,"B",0.832664276877629,75.704,1
"90",0.992,19522,"B",0.872498207658221,76.696,2
"91",0.612,19675,"B",0.807373655743666,77.308,1
"92",1.364,20016,"B",0.946530241807749,78.672,3
"93",0.888,20238,"B",0.931897681355812,79.56,2
"94",0.876,20457,"B",0.917923261016859,80.436,2
"95",0.628,20614,"B",0.845442445762644,81.064,1
"96",0.756,20803,"B",0.823081834321983,81.82,2
"97",0.784,20999,"B",0.813311375741487,82.604,2
"98",0.876,21218,"B",0.828983531806116,83.48,2
"99",1.216,21522,"B",0.925737648854587,84.696,3
"100",0.516,21651,"B",0.82330323664094,85.212,1
"101",1.204,21952,"B",0.918477427480705,86.416,3
"102",0.888,22174,"B",0.910858070610529,87.304,2
"103",0.728,22356,"B",0.865143552957896,88.032,1
"104",0.732,22539,"B",0.831857664718422,88.764,2
"105",1.34,22874,"B",0.958893248538817,90.104,3
"106",0.852,23087,"B",0.932169936404113,90.956,2
"107",1.104,23363,"B",0.975127452303085,92.06,2
"108",0.708,23540,"B",0.908345589227313,92.768,1
"109",0.812,23743,"B",0.884259191920485,93.58,2
"110",0.944,23979,"B",0.899194393940364,94.524,2
"111",0.96,24219,"B",0.914395795455273,95.484,2
"112",0.556,24358,"B",0.824796846591455,96.04,1
"113",0.692,24531,"B",0.791597634943591,96.732,2
"114",0.976,24775,"B",0.837698226207693,97.708,3
"115",0.64,24935,"B",0.78827366965577,98.348,1
"116",0.968,25177,"B",0.833205252241827,99.316,3
"117",0.996,25426,"B",0.873903939181371,100.312,2
"118",0.692,25599,"B",0.828427954386028,101.004,1
"119",0.984,25845,"B",0.867320965789521,101.988,2
"120",0.508,25972,"B",0.777490724342141,102.496,1
"121",1.12,26252,"B",0.863118043256606,103.616,3
"122",0.688,26424,"B",0.819338532442454,104.304,1
"123",0.732,26607,"B",0.797503899331841,105.036,2
"124",1.088,26879,"B",0.87012792449888,106.124,3
"125",0.524,27010,"B",0.78359594337416,106.648,1
"126",0.872,27228,"B",0.80569695753062,107.52,2
"127",0.652,27391,"B",0.767272718147965,108.172,1
"128",0.772,27584,"B",0.768454538610974,108.944,2
"129",0.524,27715,"B",0.707340903958231,109.468,1
"130",1.22,28020,"B",0.835505677968673,110.688,3
"131",0.8,28220,"B",0.826629258476505,111.488,2
"132",1.084,28491,"B",0.890971943857379,112.572,3
"133",0.484,28612,"B",0.789228957893034,113.056,1
"134",0.832,28820,"B",0.799921718419775,113.888,2
"135",0.5,28945,"B",0.724941288814832,114.388,1
"136",0.988,29192,"B",0.790705966611124,115.376,3
"137",0.876,29411,"B",0.812029474958343,116.252,2
"138",0.856,29625,"B",0.823022106218757,117.108,2
"139",0.556,29764,"B",0.756266579664068,117.664,1
"140",1.024,30020,"B",0.823199934748051,118.688,3
"141",0.86,30235,"B",0.832399951061038,119.548,2
