"","RR","samp","afib","rmean","rsec","trans"
"1",0.78,504,"N",0.78,0.78,2
"2",0.784,700,"N",0.781,1.564,2
"3",0.768,892,"N",0.77775,2.332,2
"4",0.772,1085,"N",0.7763125,3.104,2
"5",0.808,1287,"N",0.784234375,3.912,2
"6",0.84,1497,"N",0.79817578125,4.752,2
"7",0.836,1706,"N",0.8076318359375,5.588,2
"8",0.796,1905,"N",0.804723876953125,6.384,2
"9",0.772,2098,"N",0.796542907714844,7.156,2
"10",0.8,2298,"N",0.797407180786133,7.956,2
"11",0.792,2496,"N",0.7960553855896,8.748,2
"12",0.792,2694,"N",0.7950415391922,9.54,2
"13",0.772,2887,"N",0.78928115439415,10.312,2
"14",0.748,3074,"N",0.778960865795613,11.06,2
"15",0.772,3267,"N",0.77722064934671,11.832,2
"16",0.792,3465,"N",0.780915487010032,12.624,2
"17",0.804,3666,"N",0.786686615257524,13.428,2
"18",0.772,3859,"N",0.783014961443143,14.2,2
"19",0.752,4047,"N",0.775261221082357,14.952,2
"20",0.772,4240,"N",0.774445915811768,15.724,2
"21",0.796,4439,"N",0.779834436858826,16.52,2
"22",0.788,4636,"N",0.78187582764412,17.308,2
"23",0.772,4829,"N",0.77940687073309,18.08,2
"24",0.756,5018,"N",0.773555153049817,18.836,2
"25",0.752,5206,"N",0.768166364787363,19.588,2
"26",0.772,5399,"N",0.769124773590522,20.36,2
"27",0.8,5599,"N",0.776843580192892,21.16,2
"28",0.78,5794,"N",0.777632685144669,21.94,2
"29",0.764,5985,"N",0.774224513858502,22.704,2
"30",0.772,6178,"N",0.773668385393876,23.476,2
"31",0.744,6364,"N",0.766251289045407,24.22,2
"32",0.252,6427,"N",0.637688466784055,24.472,1
"33",0.58,6572,"N",0.623266350088042,25.052,2
"34",0.8,6772,"N",0.667449762566031,25.852,3
"35",0.74,6957,"N",0.685587321924523,26.592,2
"36",0.768,7149,"N",0.706190491443393,27.36,2
"37",0.824,7355,"N",0.735642868582544,28.184,2
"38",0.82,7560,"N",0.756732151436908,29.004,2
"39",0.244,7621,"N",0.628549113577681,29.248,1
"40",0.52,7751,"N",0.601411835183261,29.768,2
"41",0.796,7950,"N",0.650058876387446,30.564,3
"42",0.776,8144,"N",0.681544157290584,31.34,2
"43",0.72,8324,"N",0.691158117967938,32.06,2
"44",0.82,8529,"N",0.723368588475953,32.88,2
"45",0.38,8624,"N",0.637526441356965,33.26,1
"46",0.796,8823,"N",0.677144831017724,34.056,3
"47",0.8,9023,"N",0.707858623263293,34.856,2
"48",0.772,9216,"N",0.72389396744747,35.628,2
"49",0.784,9412,"N",0.738920475585602,36.412,2
