"","RR","samp","afib","rmean","rsec","trans"
"1",0.868,569,"N",0.868,0.868,2
"2",0.836,778,"N",0.86,1.704,2
"3",0.844,989,"N",0.856,2.548,2
"4",0.86,1204,"N",0.857,3.408,2
"5",0.86,1419,"N",0.85775,4.268,2
"6",0.852,1632,"N",0.8563125,5.12,2
"7",0.852,1845,"N",0.855234375,5.972,2
"8",0.848,2057,"N",0.85342578125,6.82,2
"9",0.864,2273,"N",0.8560693359375,7.684,2
"10",0.86,2488,"N",0.857052001953125,8.544,2
"11",0.864,2704,"N",0.858789001464844,9.408,2
"12",0.856,2918,"N",0.858091751098633,10.264,2
"13",0.856,3132,"N",0.857568813323974,11.12,2
"14",0.856,3346,"N",0.857176609992981,11.976,2
"15",0.88,3566,"N",0.862882457494736,12.856,2
"16",0.86,3781,"N",0.862161843121052,13.716,2
"17",0.852,3994,"N",0.859621382340789,14.568,2
"18",0.848,4206,"N",0.856716036755591,15.416,2
"19",0.876,4425,"N",0.861537027566694,16.292,2
"20",0.864,4641,"N",0.86215277067502,17.156,2
"21",0.848,4853,"N",0.858614578006265,18.004,2
"22",0.836,5062,"N",0.852960933504699,18.84,2
"23",0.86,5277,"N",0.854720700128524,19.7,2
"24",0.864,5493,"N",0.857040525096393,20.564,2
"25",0.86,5708,"N",0.857780393822295,21.424,2
"26",0.832,5916,"N",0.851335295366721,22.256,2
"27",0.844,6127,"N",0.849501471525041,23.1,2
"28",0.86,6342,"N",0.85212610364378,23.96,2
"29",0.86,6557,"N",0.854094577732835,24.82,2
"30",0.836,6766,"N",0.849570933299627,25.656,2
"31",0.836,6975,"N",0.84617819997472,26.492,2
"32",0.84,7185,"N",0.84463364998104,27.332,2
"33",0.836,7394,"N",0.84247523748578,28.168,2
"34",0.84,7604,"N",0.841856428114335,29.008,2
"35",0.836,7813,"N",0.840392321085751,29.844,2
"36",0.832,8021,"N",0.838294240814313,30.676,2
"37",0.832,8229,"N",0.836720680610735,31.508,2
"38",0.84,8439,"N",0.837540510458051,32.348,2
"39",0.844,8650,"N",0.839155382843538,33.192,2
"40",0.836,8859,"N",0.838366537132654,34.028,2
"41",0.828,9066,"N",0.83577490284949,34.856,2
"42",0.828,9273,"N",0.833831177137118,35.684,2
"43",0.852,9486,"N",0.838373382852838,36.536,2
"44",0.852,9699,"N",0.841780037139629,37.388,2
"45",0.84,9909,"N",0.841335027854721,38.228,2
"46",0.82,10114,"N",0.836001270891041,39.048,2
"47",0.844,10325,"N",0.838000953168281,39.892,2
"48",0.852,10538,"N",0.84150071487621,40.744,2
"49",0.832,10746,"N",0.839125536157158,41.576,2
"50",0.82,10951,"N",0.834344152117868,42.396,2
"51",0.816,11155,"N",0.829758114088401,43.212,2
"52",0.82,11360,"N",0.827318585566301,44.032,2
"53",0.828,11567,"N",0.827488939174726,44.86,2
"54",0.808,11769,"N",0.822616704381044,45.668,2
"55",0.8,11969,"N",0.816962528285783,46.468,2
"56",0.792,12167,"N",0.810721896214337,47.26,2
"57",0.812,12370,"N",0.811041422160753,48.072,2
"58",0.824,12576,"N",0.814281066620565,48.896,2
"59",0.812,12779,"N",0.813710799965424,49.708,2
"60",0.796,12978,"N",0.809283099974068,50.504,2
"61",0.8,13178,"N",0.806962324980551,51.304,2
"62",0.808,13380,"N",0.807221743735413,52.112,2
"63",0.816,13584,"N",0.80941630780156,52.928,2
"64",0.816,13788,"N",0.81106223085117,53.744,2
"65",0.82,13993,"N",0.813296673138377,54.564,2
"66",0.836,14202,"N",0.818972504853783,55.4,2
"67",0.848,14414,"N",0.826229378640337,56.248,2
"68",0.864,14630,"N",0.835672033980253,57.112,2
"69",0.86,14845,"N",0.84175402548519,57.972,2
"70",0.872,15063,"N",0.849315519113892,58.844,2
"71",0.86,15278,"N",0.851986639335419,59.704,2
"72",0.876,15497,"N",0.857989979501564,60.58,2
"73",0.892,15720,"N",0.866492484626173,61.472,2
"74",0.876,15939,"N",0.86886936346963,62.348,2
"75",0.868,16156,"N",0.868652022602222,63.216,2
"76",0.872,16374,"N",0.869489016951667,64.088,2
"77",0.884,16595,"N",0.87311676271375,64.972,2
"78",0.884,16816,"N",0.875837572035313,65.856,2
"79",0.86,17031,"N",0.871878179026484,66.716,2
"80",0.844,17242,"N",0.864908634269863,67.56,2
"81",0.88,17462,"N",0.868681475702397,68.44,2
"82",0.876,17681,"N",0.870511106776798,69.316,2
"83",0.864,17897,"N",0.868883330082598,70.18,2
"84",0.852,18110,"N",0.864662497561949,71.032,2
"85",0.84,18320,"N",0.858496873171462,71.872,2
"86",0.872,18538,"N",0.861872654878596,72.744,2
"87",0.872,18756,"N",0.864404491158947,73.616,2
"88",0.848,18968,"N",0.86030336836921,74.464,2
"89",0.836,19177,"N",0.854227526276908,75.3,2
"90",0.832,19385,"N",0.848670644707681,76.132,2
"91",0.844,19596,"N",0.84750298353076,76.976,2
"92",0.848,19808,"N",0.84762723764807,77.824,2
"93",0.812,20011,"N",0.838720428236053,78.636,2
"94",0.804,20212,"N",0.83004032117704,79.44,2
"95",0.832,20420,"N",0.83053024088278,80.272,2
"96",0.84,20630,"N",0.832897680662085,81.112,2
"97",0.84,20840,"N",0.834673260496563,81.952,2
"98",0.832,21048,"N",0.834004945372423,82.784,2
"99",0.82,21253,"N",0.830503709029317,83.604,2
"100",0.848,21465,"N",0.834877781771988,84.452,2
"101",0.864,21681,"N",0.842158336328991,85.316,2
"102",0.864,21897,"N",0.847618752246743,86.18,2
"103",0.848,22109,"N",0.847714064185057,87.028,2
"104",0.832,22317,"N",0.843785548138793,87.86,2
"105",0.86,22532,"N",0.847839161104095,88.72,2
"106",0.86,22747,"N",0.850879370828071,89.58,2
"107",0.848,22959,"N",0.850159528121053,90.428,2
"108",0.836,23168,"N",0.84661964609079,91.264,2
"109",0.84,23378,"N",0.844964734568092,92.104,2
"110",0.84,23588,"N",0.843723550926069,92.944,2
"111",0.864,23804,"N",0.848792663194552,93.808,2
"112",0.856,24018,"N",0.850594497395914,94.664,2
"113",0.836,24227,"N",0.846945873046935,95.5,2
"114",0.836,24436,"N",0.844209404785201,96.336,2
"115",0.868,24653,"N",0.850157053588901,97.204,2
"116",0.864,24869,"N",0.853617790191676,98.068,2
"117",0.852,25082,"N",0.853213342643757,98.92,2
"118",0.848,25294,"N",0.851910006982818,99.768,2
"119",0.848,25506,"N",0.850932505237113,100.616,2
"120",0.872,25724,"N",0.856199378927835,101.488,2
"121",0.86,25939,"N",0.857149534195876,102.348,2
"122",0.848,26151,"N",0.854862150646907,103.196,2
"123",0.828,26358,"N",0.84814661298518,104.024,2
"124",0.86,26573,"N",0.851109959738885,104.884,2
"125",0.872,26791,"N",0.856332469804164,105.756,2
"126",0.848,27003,"N",0.854249352353123,106.604,2
"127",0.824,27209,"N",0.846687014264842,107.428,2
"128",0.836,27418,"N",0.844015260698632,108.264,2
"129",0.844,27629,"N",0.844011445523974,109.108,2
"130",0.848,27841,"N",0.84500858414298,109.956,2
"131",0.84,28051,"N",0.843756438107235,110.796,2
"132",0.828,28258,"N",0.839817328580426,111.624,2
"133",0.82,28463,"N",0.83486299643532,112.444,2
"134",0.844,28674,"N",0.83714724732649,113.288,2
"135",0.832,28882,"N",0.835860435494867,114.12,2
"136",0.824,29088,"N",0.83289532662115,114.944,2
"137",0.792,29286,"N",0.822671494965863,115.736,2
"138",0.812,29489,"N",0.820003621224397,116.548,2
"139",0.824,29695,"N",0.821002715918298,117.372,2
"140",0.804,29896,"N",0.816752036938724,118.176,2
"141",0.796,30095,"N",0.811564027704043,118.972,2
"142",0.796,30294,"N",0.807673020778032,119.768,2
"143",0.804,30495,"N",0.806754765583524,120.572,2
"144",0.816,30699,"N",0.809066074187643,121.388,2
"145",0.828,30906,"N",0.813799555640732,122.216,2
"146",0.808,31108,"N",0.812349666730549,123.024,2
"147",0.816,31312,"N",0.813262250047912,123.84,2
"148",0.812,31515,"N",0.812946687535934,124.652,2
"149",0.836,31724,"N",0.81871001565195,125.488,2
"150",0.84,31934,"N",0.824032511738963,126.328,2
"151",0.816,32138,"N",0.822024383804222,127.144,2
"152",0.816,32342,"N",0.820518287853166,127.96,2
"153",0.836,32551,"N",0.824388715889875,128.796,2
"154",0.832,32759,"N",0.826291536917406,129.628,2
"155",0.832,32967,"N",0.827718652688055,130.46,2
"156",0.832,33175,"N",0.828788989516041,131.292,2
"157",0.82,33380,"N",0.826591742137031,132.112,2
"158",0.824,33586,"N",0.825943806602773,132.936,2
"159",0.84,33796,"N",0.82945785495208,133.776,2
"160",0.824,34002,"N",0.82809339121406,134.6,2
"161",0.812,34205,"N",0.824070043410545,135.412,2
"162",0.808,34407,"N",0.820052532557909,136.22,2
"163",0.824,34613,"N",0.821039399418432,137.044,2
"164",0.832,34821,"N",0.823779549563824,137.876,2
"165",0.812,35024,"N",0.820834662172868,138.688,2
"166",0.788,35221,"N",0.812625996629651,139.476,2
"167",0.804,35422,"N",0.810469497472238,140.28,2
"168",0.864,35638,"N",0.823852123104179,141.144,2
"169",0.816,35842,"N",0.821889092328134,141.96,2
"170",0.804,36043,"N",0.8174168192461,142.764,2
"171",0.796,36242,"N",0.812062614434575,143.56,2
"172",0.8,36442,"N",0.809046960825931,144.36,2
"173",0.808,36644,"N",0.808785220619449,145.168,2
"174",0.812,36847,"N",0.809588915464587,145.98,2
"175",0.812,37050,"N",0.81019168659844,146.792,2
"176",0.796,37249,"N",0.80664376494883,147.588,2
"177",0.796,37448,"N",0.803982823711623,148.384,2
"178",0.8,37648,"N",0.802987117783717,149.184,2
"179",0.804,37849,"N",0.803240338337788,149.988,2
"180",0.796,38048,"N",0.801430253753341,150.784,2
"181",0.784,38244,"N",0.797072690315006,151.568,2
"182",0.788,38441,"N",0.794804517736254,152.356,2
"183",0.812,38644,"N",0.799103388302191,153.168,2
"184",0.82,38849,"N",0.804327541226643,153.988,2
"185",0.828,39056,"N",0.810245655919982,154.816,2
"186",0.812,39259,"N",0.810684241939987,155.628,2
"187",0.824,39465,"N",0.81401318145499,156.452,2
"188",0.848,39677,"N",0.822509886091243,157.3,2
"189",0.848,39889,"N",0.828882414568432,158.148,2
"190",0.844,40100,"N",0.832661810926324,158.992,2
"191",0.832,40308,"N",0.832496358194743,159.824,2
"192",0.848,40520,"N",0.836372268646057,160.672,2
"193",0.856,40734,"N",0.841279201484543,161.528,2
"194",0.86,40949,"N",0.845959401113407,162.388,2
"195",0.84,41159,"N",0.844469550835055,163.228,2
"196",0.86,41374,"N",0.848352163126291,164.088,2
"197",0.86,41589,"N",0.851264122344718,164.948,2
"198",0.868,41806,"N",0.855448091758539,165.816,2
"199",0.856,42020,"N",0.855586068818904,166.672,2
"200",0.852,42233,"N",0.854689551614178,167.524,2
"201",0.856,42447,"N",0.855017163710634,168.38,2
"202",0.856,42661,"N",0.855262872782975,169.236,2
"203",0.852,42874,"N",0.854447154587231,170.088,2
"204",0.868,43091,"N",0.857835365940423,170.956,2
"205",0.852,43304,"N",0.856376524455318,171.808,2
"206",0.848,43516,"N",0.854282393341488,172.656,2
"207",0.844,43727,"N",0.851711795006116,173.5,2
"208",0.864,43943,"N",0.854783846254587,174.364,2
"209",0.856,44157,"N",0.85508788469094,175.22,2
"210",0.848,44369,"N",0.853315913518205,176.068,2
"211",0.824,44575,"N",0.845986935138654,176.892,2
"212",0.86,44790,"N",0.84949020135399,177.752,2
"213",0.864,45006,"N",0.853117651015493,178.616,2
"214",0.856,45220,"N",0.85383823826162,179.472,2
"215",0.832,45428,"N",0.848378678696215,180.304,2
"216",0.852,45641,"N",0.849284009022161,181.156,2
"217",0.86,45856,"N",0.851963006766621,182.016,2
"218",0.848,46068,"N",0.850972255074966,182.864,2
"219",0.84,46278,"N",0.848229191306224,183.704,2
"220",0.84,46488,"N",0.846171893479668,184.544,2
"221",0.848,46700,"N",0.846628920109751,185.392,2
"222",0.848,46912,"N",0.846971690082313,186.24,2
"223",0.856,47126,"N",0.849228767561735,187.096,2
"224",0.84,47336,"N",0.846921575671301,187.936,2
"225",0.828,47543,"N",0.842191181753476,188.764,2
"226",0.84,47753,"N",0.841643386315107,189.604,2
"227",0.86,47968,"N",0.84623253973633,190.464,2
"228",0.852,48181,"N",0.847674404802248,191.316,2
"229",0.832,48389,"N",0.843755803601686,192.148,2
"230",0.828,48596,"N",0.839816852701264,192.976,2
"231",0.856,48810,"N",0.843862639525948,193.832,2
"232",0.86,49025,"N",0.847896979644461,194.692,2
"233",0.832,49233,"N",0.843922734733346,195.524,2
"234",0.824,49439,"N",0.838942051050009,196.348,2
"235",0.836,49648,"N",0.838206538287507,197.184,2
"236",0.848,49860,"N",0.84065490371563,198.032,2
"237",0.84,50070,"N",0.840491177786723,198.872,2
"238",0.832,50278,"N",0.838368383340042,199.704,2
"239",0.828,50485,"N",0.835776287505031,200.532,2
"240",0.84,50695,"N",0.836832215628774,201.372,2
"241",0.836,50904,"N",0.83662416172158,202.208,2
"242",0.848,51116,"N",0.839468121291185,203.056,2
"243",0.832,51324,"N",0.837601090968389,203.888,2
"244",0.82,51529,"N",0.833200818226291,204.708,2
"245",0.82,51734,"N",0.829900613669719,205.528,2
"246",0.844,51945,"N",0.833425460252289,206.372,2
"247",0.84,52155,"N",0.835069095189217,207.212,2
"248",0.836,52364,"N",0.835301821391912,208.048,2
"249",0.816,52568,"N",0.830476366043934,208.864,2
"250",0.828,52775,"N",0.829857274532951,209.692,2
"251",0.852,52988,"N",0.835392955899713,210.544,2
"252",0.844,53199,"N",0.837544716924785,211.388,2
"253",0.824,53405,"N",0.834158537693588,212.212,2
"254",0.824,53611,"N",0.831618903270191,213.036,2
"255",0.84,53821,"N",0.833714177452643,213.876,2
"256",0.86,54036,"N",0.840285633089483,214.736,2
"257",0.84,54246,"N",0.840214224817112,215.576,2
"258",0.82,54451,"N",0.835160668612834,216.396,2
"259",0.836,54660,"N",0.835370501459625,217.232,2
"260",0.852,54873,"N",0.839527876094719,218.084,2
"261",0.848,55085,"N",0.841645907071039,218.932,2
"262",0.836,55294,"N",0.840234430303279,219.768,2
"263",0.836,55503,"N",0.839175822727459,220.604,2
"264",0.84,55713,"N",0.839381867045595,221.444,2
"265",0.864,55929,"N",0.845536400284196,222.308,2
"266",0.848,56141,"N",0.846152300213147,223.156,2
"267",0.836,56350,"N",0.84361422515986,223.992,2
"268",0.836,56559,"N",0.841710668869895,224.828,2
"269",0.84,56769,"N",0.841283001652421,225.668,2
"270",0.844,56980,"N",0.841962251239316,226.512,2
"271",0.848,57192,"N",0.843471688429487,227.36,2
"272",0.832,57400,"N",0.840603766322115,228.192,2
"273",0.836,57609,"N",0.839452824741586,229.028,2
"274",0.832,57817,"N",0.83758961855619,229.86,2
"275",0.852,58030,"N",0.841192213917142,230.712,2
"276",0.856,58244,"N",0.844894160437857,231.568,2
"277",0.844,58455,"N",0.844670620328392,232.412,2
"278",0.836,58664,"N",0.842502965246294,233.248,2
"279",0.848,58876,"N",0.843877223934721,234.096,2
"280",0.864,59092,"N",0.848907917951041,234.96,2
"281",0.852,59305,"N",0.84968093846328,235.812,2
"282",0.844,59516,"N",0.84826070384746,236.656,2
"283",0.824,59722,"N",0.842195527885595,237.480000000001,2
"284",0.864,59938,"N",0.847646645914196,238.344000000001,2
"285",0.872,60156,"N",0.853734984435647,239.216000000001,2
"286",0.852,60369,"N",0.853301238326735,240.068000000001,2
"287",0.824,60575,"N",0.845975928745052,240.892000000001,2
"288",0.844,60786,"N",0.845481946558789,241.736000000001,2
"289",0.868,61003,"N",0.851111459919091,242.604000000001,2
"290",0.856,61217,"N",0.852333594939318,243.460000000001,2
"291",0.828,61424,"N",0.846250196204489,244.288000000001,2
"292",0.84,61634,"N",0.844687647153367,245.128000000001,2
"293",0.852,61847,"N",0.846515735365025,245.980000000001,2
"294",0.848,62059,"N",0.846886801523769,246.828000000001,2
"295",0.836,62268,"N",0.844165101142826,247.664000000001,2
"296",0.808,62470,"N",0.83512382585712,248.472000000001,2
"297",0.8,62670,"N",0.82634286939284,249.272000000001,2
"298",0.812,62873,"N",0.82275715204463,250.084000000001,2
"299",0.808,63075,"N",0.819067864033473,250.892000000001,2
"300",0.8,63275,"N",0.814300898025104,251.692000000001,2
"301",0.796,63474,"N",0.809725673518828,252.488000000001,2
"302",0.796,63673,"N",0.806294255139121,253.284000000001,2
"303",0.788,63870,"N",0.801720691354341,254.072000000001,2
"304",0.824,64076,"N",0.807290518515756,254.896000000001,2
"305",0.816,64280,"N",0.809467888886817,255.712000000001,2
"306",0.8,64480,"N",0.807100916665112,256.512000000001,2
"307",0.788,64677,"N",0.802325687498834,257.300000000001,2
"308",0.816,64881,"N",0.805744265624126,258.116000000001,2
"309",0.82,65086,"N",0.809308199218094,258.936000000001,2
"310",0.82,65291,"N",0.811981149413571,259.756000000001,2
"311",0.804,65492,"N",0.809985862060178,260.560000000001,2
"312",0.8,65692,"N",0.807489396545133,261.360000000001,2
"313",0.8,65892,"N",0.80561704740885,262.160000000001,2
"314",0.808,66094,"N",0.806212785556637,262.968000000001,2
"315",0.812,66297,"N",0.807659589167478,263.780000000001,2
"316",0.804,66498,"N",0.806744691875608,264.584000000001,2
"317",0.784,66694,"N",0.801058518906706,265.368000000001,2
"318",0.804,66895,"N",0.80179388918003,266.172,2
"319",0.812,67098,"N",0.804345416885022,266.984,2
"320",0.808,67300,"N",0.805259062663767,267.792,2
"321",0.812,67503,"N",0.806944296997825,268.604,2
"322",0.808,67705,"N",0.807208222748369,269.412,2
"323",0.808,67907,"N",0.807406167061277,270.22,2
"324",0.844,68118,"N",0.816554625295957,271.064,2
"325",0.832,68326,"N",0.820415968971968,271.896,2
"326",0.828,68533,"N",0.822311976728976,272.724,2
"327",0.812,68736,"N",0.819733982546732,273.536,2
"328",0.82,68941,"N",0.819800486910049,274.356,2
"329",0.832,69149,"N",0.822850365182537,275.188,2
"330",0.828,69356,"N",0.824137773886902,276.016,2
"331",0.788,69553,"N",0.815103330415177,276.804,2
"332",0.792,69751,"N",0.809327497811383,277.596,2
"333",0.816,69955,"N",0.810995623358537,278.412,2
"334",0.792,70153,"N",0.806246717518903,279.204,2
"335",0.788,70350,"N",0.801685038139177,279.992,2
"336",0.788,70547,"N",0.798263778604383,280.78,2
"337",0.792,70745,"N",0.796697833953287,281.572,2
"338",0.792,70943,"N",0.795523375464965,282.364,2
"339",0.82,71148,"N",0.801642531598724,283.184,2
"340",0.808,71350,"N",0.803231898699043,283.992,2
"341",0.816,71554,"N",0.806423924024282,284.808,2
"342",0.816,71758,"N",0.808817943018212,285.624,2
"343",0.832,71966,"N",0.814613457263659,286.456,2
"344",0.84,72176,"N",0.820960092947744,287.296,2
"345",0.836,72385,"N",0.824720069710808,288.132,2
"346",0.832,72593,"N",0.826540052283106,288.964,2
"347",0.84,72803,"N",0.829905039212329,289.804,2
"348",0.852,73016,"N",0.835428779409247,290.656,2
"349",0.86,73231,"N",0.841571584556935,291.516,2
"350",0.86,73446,"N",0.846178688417701,292.376,2
"351",0.848,73658,"N",0.846634016313276,293.224,2
"352",0.832,73866,"N",0.842975512234957,294.056,2
"353",0.88,74086,"N",0.852231634176218,294.936,2
"354",0.872,74304,"N",0.857173725632163,295.808,2
"355",0.868,74521,"N",0.859880294224122,296.676,2
"356",0.864,74737,"N",0.860910220668092,297.54,2
"357",0.864,74953,"N",0.861682665501069,298.404,2
